luminosity_distance	iota	total_mass	phi_jl	phi_2	dec	tilt_1	chi_eff	chirp_mass	mass_1_source	a_2	psi	tilt_2	mass_2_source	mass_ratio	theta_jn	total_mass_source	mass_1	a_1	chirp_mass_source	phi_1	mass_2	geocent_time	chi_p	ra	phi_12	phase	redshift
9.679732500000000073e+02	5.872362000827006101e-01	7.316034700000000157e+01	3.734856968936001720e-01	5.300720615056908613e+00	4.944637699999999969e-02	1.638254225003540787e+00	8.852605503739603698e-02	3.167310506726265018e+01	3.357792141909185801e+01	4.693681959575771168e-01	1.302230856347099897e+00	1.050703366746207568e+00	2.776650610666880681e+01	8.269274848824093027e-01	6.124273285219945517e-01	6.134442752576066482e+01	4.004556699999999836e+01	4.622153827729630904e-01	2.655767199019021163e+01	1.575964886537153831e+00	3.311478000000000321e+01	1.264316116433213711e+09	4.611641102488682753e-01	5.564278800000000302e+00	3.724755728519753450e+00	2.417912863244531252e+00	1.926160199192896716e-01
7.121654200000000401e+02	7.086956774716629548e-01	7.648765199999998288e+01	4.539314284020593782e+00	5.662699706822289514e+00	3.129154699999999734e-01	1.054035616886691118e+00	1.560551851283317470e-01	3.321680091539584367e+01	3.544111661972490879e+01	5.817236522978787017e-01	9.203784754000564339e-02	1.654040761270021864e+00	3.131473640722457574e+01	8.835708181326380473e-01	6.457316410286826347e-01	6.675585302694946677e+01	4.060779200000000344e+01	6.814442848568463829e-01	2.899050790490477780e+01	2.140179135712426017e+00	3.587986000000000075e+01	1.264316116433213711e+09	5.924641268297194951e-01	5.482231299999999585e+00	3.522520571109863052e+00	4.416316479630522096e-02	1.457819581621072336e-01
7.753238499999999931e+02	9.684107310194546292e-01	7.258705100000000243e+01	5.736159749259307716e+00	8.476401121239547365e-01	6.552346300000000401e-02	2.533569678110214163e+00	9.786651886571492986e-02	3.145555257115356795e+01	3.404399562093399112e+01	3.328824469694771637e-01	1.411814111283638651e+00	7.644168977379317553e-01	2.866307259257635565e+01	8.419420831716694087e-01	9.443016482440685921e-01	6.270706821351034677e+01	3.940789000000000186e+01	2.683900002647759270e-02	2.717406828902565152e+01	2.768752464840204652e+00	3.317916100000000057e+01	1.264316116433213711e+09	1.892796401742994628e-01	5.572853299999999344e+00	4.362072954463336316e+00	1.628971346229487693e+00	1.575577214493500133e-01
7.115032099999999673e+02	1.017227871894537561e+00	7.446709899999997617e+01	5.372556289642107963e+00	2.485600768118231940e+00	9.209835299999999392e-02	1.923138125784684460e+00	1.787658737017577271e-01	3.239464573082192800e+01	3.351655123482991172e+01	5.096180278255035834e-01	8.915664373093477035e-01	3.171458596145347864e-01	3.148288009555559697e+01	9.393233771271504162e-01	9.869193667993779728e-01	6.499943133038549092e+01	3.839849499999999694e+01	3.133568489444724658e-01	2.827602496845923952e+01	5.617851989084078568e+00	3.606860400000000055e+01	1.264316116433213711e+09	2.941064415360530870e-01	5.588450900000000665e+00	3.150934086213740049e+00	2.889996545434819097e+00	1.456577000111169140e-01
9.888760900000002039e+02	9.129971200873682191e-01	7.368318899999999871e+01	4.545912971932663638e+00	5.540453248801203046e+00	5.597617800000000143e-02	1.665044581139192958e+00	1.463333832368205467e-01	3.202741944653676853e+01	3.228474072172294029e+01	5.898081928674028251e-01	2.126191866512057160e-01	9.456162073376348509e-01	2.930538944826017556e+01	9.077164255663947579e-01	8.064436927596122517e-01	6.159013016998311940e+01	3.862376400000000132e+01	3.630282601239331330e-01	2.677100380007776792e+01	3.565063262477469408e+00	3.505942499999999740e+01	1.264316116433213711e+09	4.281570785305954807e-01	5.582804699999999620e+00	1.975389986323732749e+00	3.084087956195602498e+00	1.963473497562213399e-01
6.485334800000000541e+02	7.895486254007794136e-01	7.550062499999999943e+01	3.673906844229192004e+00	4.081400818744530312e+00	4.662314599999999865e-01	5.328960761721358574e-01	1.447807461115228067e-01	3.284306795061844753e+01	3.436960245802493574e+01	7.892137349557332149e-02	1.727549362349477979e+00	1.557567278922717957e+00	3.222326507136634888e+01	9.375512885469108326e-01	7.724372722564666338e-01	6.659286752939128462e+01	3.896703300000000070e+01	3.245425645542898696e-01	2.896815851914246664e+01	7.709803041908269705e-02	3.653359199999999873e+01	1.264316116433213711e+09	1.648773502080281561e-01	5.430882800000000010e+00	4.004302788325447615e+00	8.980671578668746324e-01	1.337644375604821467e-01
9.807169800000000350e+02	9.813498518516563518e-01	7.911269399999999052e+01	4.353421197239260465e+00	2.676667556786796354e+00	3.275805099999999914e-01	8.635151653602899380e-01	2.419811685086866448e-01	3.424214759857667900e+01	3.630644473731670274e+01	4.331935178556773902e-01	6.422573406637215321e-01	1.807778082070162773e+00	2.990260331106576785e+01	8.236169508586197452e-01	8.284517683241533481e-01	6.620904804838247060e+01	4.338229799999999869e+01	8.080456694652767835e-01	2.865709510074284694e+01	8.141175743270840925e-01	3.573039599999999893e+01	1.264316116433213711e+09	6.142208065367658065e-01	5.494025899999999574e+00	1.862549982459712039e+00	6.248248435716790894e+00	1.948924857247328057e-01
6.814263900000000831e+02	9.940312252403690207e-01	7.599565899999997498e+01	5.799943442207351474e+00	1.889504569806275569e+00	2.362252999999999922e-02	1.775617939558968628e+00	1.623125830351360988e-01	3.299811522244110762e+01	3.545891686624590022e+01	5.653368005517781514e-01	1.057604827395477232e+00	6.478617889471451896e-01	3.120415666785592990e+01	8.800087375923157929e-01	9.631917565741190401e-01	6.666307353410181236e+01	4.042303499999999872e+01	4.500978966234185918e-01	2.894580835940059060e+01	4.556798684442958880e+00	3.557262399999999758e+01	1.264316116433213711e+09	4.406896275439801669e-01	5.570809699999999864e+00	3.615891192542902477e+00	4.877590909385696172e+00	1.399963273689149301e-01
1.053936099999999897e+03	3.436031595237941105e-01	7.460335899999998333e+01	7.754696964163202422e-01	5.094606420395137114e+00	6.588637399999999755e-02	1.009335932295215121e+00	1.406840786072549587e-01	3.242239915242952719e+01	3.245539147501987287e+01	2.947492813384465227e-01	2.545015662398824041e+00	5.060523866497971257e-01	2.930867941558338785e+01	9.030450129723923691e-01	3.682693177331177181e-01	6.176407089060325006e+01	3.920209899999999692e+01	6.558124425635623866e-02	2.684248251736349289e+01	3.744083497023812601e+00	3.540126000000000062e+01	1.264316116433213711e+09	1.271565020481792430e-01	5.584704000000000335e+00	1.350522923371325179e+00	5.431442268780260818e+00	2.078763255766888363e-01
8.371338899999999512e+02	9.986851919469843519e-01	7.536830199999999991e+01	4.662949442681934897e+00	5.777919225818752835e-01	1.079465500000000022e-01	5.943023224990066078e-01	1.144686901363188014e-01	3.274937770409872684e+01	3.396573743379491361e+01	1.847667262676894739e-01	1.351329856814343922e+00	2.556150059445141398e+00	3.050988917664970757e+01	8.982548733446094058e-01	9.202978106707162542e-01	6.447562661044462118e+01	3.970399499999999904e+01	4.292124162594706527e-01	2.801624280422145574e+01	5.922138227987088221e+00	3.566430700000000087e+01	1.264316116433213711e+09	2.403292677254242893e-01	5.542888300000000434e+00	9.388390017743739602e-01	1.658981971217019513e+00	1.689425285521900244e-01
5.699082799999999907e+02	1.123326923089869478e+00	7.261902200000000107e+01	5.330170516775512901e+00	2.616074821373368664e+00	9.887302900000000117e-02	5.742491240476744752e-01	1.028336043227136010e-01	3.160080663469058493e+01	3.314259785548647130e+01	5.411498664875865998e-03	1.128173297890347593e+00	2.292571635688036569e+00	3.177175313438140947e+01	9.586379822401843720e-01	1.095776347185140276e+00	6.491435098986788432e+01	3.707628600000000318e+01	2.439748554294371707e-01	2.824805122612709241e+01	3.358719813457677894e+00	3.554273599999999789e+01	1.264316116433213711e+09	1.325282413353839339e-01	5.563508999999999816e+00	5.540540315095276114e+00	5.122070703809779246e+00	1.186897949782275141e-01
9.944190499999999702e+02	1.143585268493043205e+00	8.188087500000000318e+01	5.058823217232221836e+00	4.745125126459163845e+00	9.699248500000000328e-02	6.273667839793621859e-01	3.337360483920484011e-01	3.563827186520483536e+01	3.455889804949684674e+01	4.918194293268137729e-01	1.182161763407537425e+00	1.320754397614858355e+00	3.382706333172838242e+01	9.788235517023635701e-01	1.006439055486101575e+00	6.838596138122522916e+01	4.137856299999999976e+01	6.686015851470454852e-01	2.976467317267314883e+01	3.334878224345647180e+00	4.050231200000000342e+01	1.264316116433213711e+09	4.650097660263605159e-01	5.573984699999999570e+00	1.410246902113517109e+00	4.070529297410244496e+00	1.973345602841767299e-01
8.566744699999999284e+02	9.093484261240289968e-01	7.381931999999999050e+01	4.901140379510406930e+00	5.602647917651989218e+00	1.604851300000000036e-01	1.084077747925086266e+00	1.433050719008082952e-01	3.206790360750478897e+01	3.328966414350048808e+01	1.448070777885982485e-01	1.276542718998104231e+00	1.137902210912394407e+00	2.966848801909151234e+01	8.912222091277547387e-01	7.781810823145045575e-01	6.295815216259199332e+01	3.903260000000000218e+01	4.636948315728140479e-01	2.734969591777084119e+01	5.963408027891035523e+00	3.478672000000000253e+01	1.264316116433213711e+09	4.098470762707718262e-01	5.554309800000000408e+00	5.922425196940539927e+00	2.130763399219306464e+00	1.725140822011196340e-01
9.956941799999999603e+02	8.617307884348281988e-01	7.721866599999999892e+01	4.103463839366881416e+00	2.532430886250105928e+00	-6.433691000000000063e-03	2.089636024310845386e+00	2.064054533901018007e-01	3.352734057441941928e+01	3.432026410499687330e+01	7.547785538468574362e-01	7.172433673516713792e-01	5.941310803120324335e-01	3.015965116431585713e+01	8.787709521129457579e-01	8.353675894245931044e-01	6.447991526931272688e+01	4.110062800000000038e+01	3.263467562376604070e-01	2.799634067032387108e+01	6.045736243065636728e+00	3.611803799999999853e+01	1.264316116433213711e+09	3.645127465669530387e-01	5.574436699999999689e+00	2.769879950364056320e+00	5.755506154558784893e+00	1.975615302452156385e-01
7.772107200000000375e+02	8.197782563380313636e-01	7.496874700000000757e+01	4.761192462938053538e+00	2.977167677461563855e+00	4.233921099999999882e-01	1.028630072238740700e+00	1.252309333082451126e-01	3.255236532773775338e+01	3.443679817255033981e+01	2.688696226055284910e-01	1.058004267769385942e+00	1.445634316438895617e+00	3.030823700102684271e+01	8.801119328563362654e-01	6.889241490167505866e-01	6.474503517357717897e+01	3.987461900000000270e+01	3.990514668029961354e-01	2.811310209209598909e+01	3.957373844717634537e+00	3.509412800000000487e+01	1.264316116433213711e+09	3.418246613124190647e-01	5.430937700000000312e+00	5.302979139923515994e+00	4.298393278724461197e+00	1.579072711755230007e-01
3.605985699999999952e+02	1.312081092276845551e+00	7.084714900000000171e+01	4.871101704933436416e+00	1.401677483431889470e+00	9.775768899999999484e-02	7.721249966219914107e-01	3.589201448260741917e-02	3.076051519465033479e+01	3.501194484667139051e+01	3.688949834383450921e-02	1.069159894603247896e+00	1.594145772273515282e+00	3.075727555805634239e+01	8.784794930059549589e-01	1.288615104661494426e+00	6.576922040472773290e+01	3.771515699999999782e+01	9.516497706733093032e-02	2.855577298671446229e+01	4.019551034564230463e-01	3.313199199999999678e+01	1.264316116433213711e+09	6.639272400421675213e-02	5.572826999999999309e+00	9.997223799754659801e-01	1.041672830341562772e+00	7.720828320639853970e-02
6.057996099999999160e+02	9.704453962036996284e-01	7.010560300000000211e+01	3.914239299215851009e+00	6.150899839251596113e+00	4.254065599999999892e-01	1.692387799189500441e+00	4.907182337852720143e-03	3.050890110337866190e+01	3.172059657795754362e+01	4.839901657698926218e-01	5.934336833768347752e-01	1.530707991112550292e+00	3.056210912596602824e+01	9.634783838587531735e-01	8.869372617877413489e-01	6.228270570392356831e+01	3.570479999999999876e+01	7.464297258266722190e-02	2.710449418389343634e+01	4.535969391689255836e+00	3.440080300000000335e+01	1.264316116433213711e+09	4.634697770631113767e-01	5.503068200000000409e+00	1.614930447562340499e+00	1.129850197398709843e+00	1.256030419305245727e-01
1.003103700000000003e+03	5.210514908695147440e-01	7.378430199999998251e+01	4.052129447903385362e+00	1.058282382021806356e+00	1.756881000000000137e-01	2.121926863123588802e+00	8.522283729896720783e-02	3.205730886501908117e+01	3.247690561729372405e+01	5.930036845532957734e-01	7.670475245776562367e-01	5.417884577614489050e-01	2.906748352892432763e+01	8.950201066399039451e-01	3.923615853164693079e-01	6.154438914621803747e+01	3.893589399999999756e+01	5.599941357154513133e-01	2.673939358766638463e+01	5.898835116586658600e+00	3.484840799999999916e+01	1.264316116433213711e+09	4.770775178872843081e-01	5.527129699999999701e+00	1.442632572614734876e+00	1.018793823052055902e+00	1.988794270863942781e-01
8.301380299999998442e+02	9.115263146935461691e-01	7.207548199999999383e+01	6.045119254736127878e+00	4.679370248447151326e+00	-4.408529500000000212e-01	4.841914922766896723e-01	9.268834876814656398e-02	3.132043498047174879e+01	3.248864672539251330e+01	6.633430756769603809e-02	5.773957082922096529e-01	3.690737554421382738e-01	2.923774678690551454e+01	8.999373545483458914e-01	9.063136588146616379e-01	6.172639351229801719e+01	3.793571500000000185e+01	1.360657392514975361e-01	2.682323365636241519e+01	4.116882086461362888e+00	3.413976699999999909e+01	1.264316116433213711e+09	6.333764108194835096e-02	6.055825500000000083e+00	5.624881619857882153e-01	4.924755436044864432e+00	1.676606699148895097e-01
9.310626800000000003e+02	7.859120375467314457e-01	7.658138999999999896e+01	1.724063694888440468e+00	5.262901458197716487e+00	-4.687463199999999941e-01	5.793954181674817461e-01	2.126740141829256414e-01	3.307542500133980923e+01	3.595189727187926110e+01	3.135615845349966069e-01	1.397682183995934357e+00	9.170066540110045628e-01	2.861959279804570855e+01	7.960523635683417476e-01	8.572006248470184220e-01	6.457149006992496254e+01	4.263872899999999788e+01	2.750501302807972781e-01	2.788836135035628772e+01	4.026441204001912411e+00	3.394266100000000108e+01	1.264316116433213711e+09	1.918120003874475288e-01	6.035010999999999903e+00	1.236460254195804298e+00	2.151403809930567956e-01	1.859938483232990158e-01
1.147823699999999917e+03	2.110135301504035277e-01	7.479969400000000235e+01	3.220232602493823038e+00	6.026651150611452401e+00	1.144166100000000019e-01	5.173805332959473535e-01	1.539170256497666700e-01	3.224108593332434225e+01	3.443535588615471710e+01	6.542416992733761649e-01	2.292249147099156836e-02	1.130450631864156508e+00	2.666068031427088769e+01	7.742240388748309332e-01	1.776169207408697381e-01	6.109603620042560834e+01	4.215910300000000177e+01	6.578384138428958194e-02	2.633436646576945606e+01	3.707504635772004065e+00	3.264059100000000058e+01	1.264316116433213711e+09	4.418467743261467184e-01	5.543762300000000032e+00	2.319146514839447892e+00	8.998511537275732941e-01	2.242970027485830520e-01
4.074360499999999661e+02	8.912741186635565471e-01	6.971953600000001927e+01	2.050869554628139912e+00	4.788964148968055667e-01	4.970653399999999666e-02	1.887120658901199510e+00	-4.662130045493950194e-03	3.011699067768252291e+01	3.568171916755858319e+01	7.827521787537810027e-01	9.031709276042410028e-01	1.276005021596063216e+00	2.847690772178648899e+01	7.980811571343058297e-01	1.006964682636114272e+00	6.415862688934508640e+01	3.877441000000000315e+01	6.104091774816543525e-01	2.771482541018799495e+01	4.415137199859589856e+00	3.094512599999999836e+01	1.264316116433213711e+09	5.801238759075153517e-01	5.582071199999999678e+00	2.346944522216801499e+00	6.160951660233444649e+00	8.667437849388322235e-02
1.226270400000000109e+03	3.934421898323970379e-01	7.622811599999999999e+01	4.046798525484968323e+00	3.206099094451593245e-01	-1.429870700000000078e-02	8.562649307502828711e-01	1.731721347430885405e-01	3.315176994063705962e+01	3.195471070110980705e+01	2.713936533851832311e-01	8.588363407212880052e-01	1.819131152269427121e+00	2.962727734184747419e+01	9.271646243011834043e-01	2.829065668919865661e-01	6.158198804295727768e+01	3.955454300000000245e+01	6.036938760809071880e-01	2.678213771001741605e+01	5.095343277036125329e+00	3.667357299999999753e+01	1.264316116433213711e+09	4.560305853328411874e-01	5.581298900000000174e+00	1.508451939588620450e+00	1.844671969904453146e+00	2.378313598259628736e-01
9.666199199999999792e+02	5.401226180624718598e-01	7.617996600000000740e+01	4.878391081117678940e-01	2.915599389851090351e+00	1.053206500000000018e-01	2.186940307839036757e-01	1.811461084182220682e-01	3.298147672859719393e+01	3.496164123103097410e+01	1.986094615325379939e-03	9.820542877948580385e-01	7.025792332549481989e-01	2.892768194242127322e+01	8.274120128189484946e-01	5.493485563611033573e-01	6.388932317345224732e+01	4.168735099999999960e+01	3.378207741247563622e-01	2.766034610006311212e+01	5.497102673776862680e+00	3.449261500000000069e+01	1.264316116433213711e+09	7.329188757647774055e-02	5.532488400000000972e+00	3.701682023253811238e+00	4.392192128117944350e+00	1.923739713626337056e-01
7.342393499999999449e+02	9.184228843391724073e-01	7.426753999999998257e+01	3.945086485555923339e+00	2.980191736068753983e+00	1.603355399999999986e-01	1.172074384933078361e+00	1.444627799378234156e-01	3.229529582804839549e+01	3.359438806289892199e+01	5.942199202228046762e-01	3.033218080848788301e+00	1.138873946706307594e+00	3.099088654057855408e+01	9.225018917610340319e-01	8.525597884717528441e-01	6.458527460347745830e+01	3.863067199999999701e+01	1.242962468809621496e-01	2.808495541194775313e+01	1.083068927773433998e-01	3.563686799999999977e+01	1.264316116433213711e+09	4.921257692338794065e-01	5.527269200000000104e+00	2.871884843291410139e+00	4.243183298842230222e+00	1.499144418904614640e-01
8.722869699999999966e+02	4.214930228705642823e-01	7.327135099999998147e+01	4.125958347025500572e+00	3.045928529260741868e+00	1.171511799999999937e-01	1.066116990810571208e+00	3.448755307718714969e-02	3.160507928080353324e+01	3.498876668011185131e+01	9.242470009770109574e-01	6.980286933709989317e-01	1.797875130286505252e+00	2.735081626457687065e+01	7.817027823425251043e-01	3.786728376118604911e-01	6.233958294468870776e+01	4.112433999999999656e+01	4.634729747974423164e-01	2.688973840947896576e+01	6.036205082890893081e+00	3.214701099999999911e+01	1.264316116433213711e+09	6.797206023508121087e-01	5.538111599999999690e+00	3.292908753549434575e+00	3.895440035697838255e+00	1.753583764750330509e-01
1.124562400000000025e+03	5.346831533832121508e-01	7.609986900000001242e+01	5.714364636047567281e+00	2.941080390910308040e+00	7.517072199999999928e-04	9.320283844758390224e-01	1.612015491111410959e-01	3.310334202063101117e+01	3.219672693991260104e+01	3.496983653781408075e-01	2.288036437645754706e+00	1.498735627191553066e+00	3.016734491958647624e+01	9.369693067213483717e-01	5.161283079223294434e-01	6.236407185949908438e+01	3.928811300000000273e+01	4.841470022552025743e-01	2.712828849369251571e+01	5.780279226126906700e+00	3.681175600000000259e+01	1.264316116433213711e+09	3.886881871823976153e-01	5.565101300000000251e+00	3.443986471962986240e+00	3.785919349400804990e+00	2.202517688621504210e-01
7.700361799999999448e+02	8.450233618329938690e-01	7.417787599999998349e+01	5.021237994801038163e+00	8.302459695727089084e-01	3.375612900000000138e-01	1.047193193375170361e+00	1.205121730495870708e-01	3.210742034575809356e+01	3.515926165390197156e+01	1.582647011867627518e-01	6.398570298426081715e-01	1.671329224721135986e+00	2.897641254411775336e+01	8.241473563737923280e-01	7.112859790976616692e-01	6.413567419801972846e+01	4.066440999999999661e+01	4.658419557545104839e-01	2.776071736853737093e+01	1.550789040478715464e+00	3.351346599999999398e+01	1.264316116433213711e+09	4.034299528001735746e-01	5.496827099999999078e+00	5.562642236273578789e+00	4.333450839859536163e-01	1.565774731076317039e-01
9.361859500000000480e+02	9.525129857495223673e-01	7.499932499999999891e+01	5.003283600897310279e+00	3.925089524952825037e+00	7.436099999999999655e-02	2.460455040256114057e+00	1.634588762298864462e-01	3.256851025113272868e+01	3.357232064195682852e+01	8.493544373945948189e-01	9.367384410210234380e-01	5.900204380255523740e-01	2.961610251527196169e+01	8.821583360626965575e-01	8.263447389459050996e-01	6.318842315722879022e+01	3.984751099999999724e+01	4.053910640651408603e-01	2.743961772121440745e+01	5.283481724404690993e+00	3.515181400000000167e+01	1.264316116433213711e+09	4.094834546208733217e-01	5.619424900000000278e+00	4.924793107727720276e+00	3.656278268286806465e+00	1.869155970767413799e-01
4.316250800000000254e+02	1.286499352416486053e+00	7.504915600000001064e+01	5.520291732686719577e+00	6.213865124301894305e+00	3.709452899999999831e-01	6.421184890620038610e-01	1.475019813423078530e-01	3.264520935468217289e+01	3.552554941078500406e+01	1.078845896280330174e-01	1.595798669505449130e+00	1.053442505892576708e+00	3.323102022500047781e+01	9.354118592438164237e-01	1.251059339447546881e+00	6.875656963578549608e+01	3.877683999999999997e+01	2.941522404983806793e-01	2.990803268020762928e+01	4.757741635464732610e+00	3.627231599999999645e+01	1.264316116433213711e+09	1.761658151556261265e-01	5.440274299999999563e+00	1.456123488837161251e+00	3.478838292839530499e+00	9.151978345556444072e-02
8.173718499999999949e+02	8.560769039295470506e-01	7.575603499999998292e+01	4.404663560767923869e+00	4.441160255005687674e+00	1.269664899999999874e-01	1.931992257744900909e+00	1.552516865636189292e-01	3.297255511222073920e+01	3.284522255671343061e+01	3.953373763126462603e-01	1.220492320719323898e+00	2.845539032935897050e-01	3.216371966891706080e+01	9.792510802257582414e-01	8.244284067404701322e-01	6.500894222563047720e+01	3.827510099999999937e+01	1.819068002832153197e-01	2.829491974232515616e+01	3.575110323773120768e-01	3.748093399999999775e+01	1.264316116433213711e+09	1.701692383163166677e-01	5.535687300000000199e+00	4.083649222628375597e+00	1.589236779497077201e+00	1.653171457100304220e-01
1.180688000000000102e+03	5.859015989430144122e-01	7.964896099999999990e+01	1.016875756343207149e+00	1.243987875903696860e+00	9.082111599999999341e-02	1.215324766596100003e+00	2.510777791794428504e-01	3.466513483366347970e+01	3.283191643015125294e+01	5.131042991775396356e-01	2.635483046563336096e+00	8.871734192055241719e-01	3.192401825269556781e+01	9.723470855139627611e-01	6.086469463541136493e-01	6.475593468284682785e+01	4.038283200000000051e+01	5.174647414854630645e-01	2.818333320205885073e+01	4.469990541604872192e+00	3.926612899999999939e+01	1.264316116433213711e+09	4.851141264653580087e-01	5.572798599999999603e+00	3.057182641478411789e+00	5.670659741312528368e+00	2.299870489105639015e-01
8.115380599999998594e+02	4.492577256029992028e-01	7.289778199999999231e+01	5.748499241056472364e+00	2.743100886665846616e+00	4.416334100000000040e-01	2.508664905020646874e+00	9.513593761653296732e-02	3.169727818347429604e+01	3.261648441783403030e+01	6.550927779668126449e-01	7.108473158898650501e-01	5.391927071334364774e-01	2.999733315784532905e+01	9.196985418037083582e-01	3.635257756605274615e-01	6.261381757567935580e+01	3.797355699999999956e+01	4.147054413031158737e-01	2.722562387187062427e+01	2.584307801671297256e+00	3.492422499999999985e+01	1.264316116433213711e+09	3.056682674755620832e-01	5.436339900000000114e+00	1.587930849945498046e-01	5.966049949447812750e+00	1.642443285284552468e-01
7.051177799999999252e+02	9.181981273110747521e-01	7.225355500000000575e+01	4.263231342063411589e+00	3.185801953852696045e-02	2.976443299999999986e-02	2.434582236090893304e+00	8.189224411170988038e-02	3.131994452958435815e+01	3.418739427993479296e+01	3.041408285513143017e-01	1.238097973204047131e+00	8.230059192912413113e-02	2.894599489628059885e+01	8.466861984058705604e-01	8.986756218847075095e-01	6.313338917621539537e+01	3.912606000000000250e+01	1.386425698237984672e-01	2.736660150443431405e+01	2.619642379158705126e+00	3.312749500000000324e+01	1.264316116433213711e+09	9.005717731745466192e-02	5.569177299999999775e+00	3.695400947559407179e+00	4.917796725964298510e+00	1.444586761900072680e-01
9.966970700000000534e+02	7.320267749756792508e-01	7.451011299999997561e+01	4.848137694835585876e+00	3.826209679932676799e+00	3.485040999999999833e-02	1.353507304488913654e+00	1.077034789948789206e-01	3.243228451942066215e+01	3.118357807737808329e+01	3.008793584605214400e-01	1.110527906715754076e+00	8.263844728631262182e-01	3.102534256798739420e+01	9.949256782208235617e-01	6.772654986626998053e-01	6.220892064536545973e+01	3.734981899999999655e+01	5.583584166228608425e-02	2.707790033839507515e+01	2.322245646942684871e+00	3.716029400000000038e+01	1.264316116433213711e+09	2.200098527467675980e-01	5.558930900000000008e+00	1.503964032989991040e+00	4.394595321946081157e+00	1.977400062084335441e-01
1.062724400000000060e+03	4.513070967981134829e-01	7.588005400000000122e+01	4.606826816453923890e+00	1.043220106711581607e+00	1.990513299999999985e-01	8.380345493408638546e-01	1.811468479311426627e-01	3.302598037782695428e+01	3.173861814034858497e+01	2.833901641872755839e-01	4.227838793731792943e-01	1.634002670516589983e+00	3.100203447298108728e+01	9.767921947921516246e-01	3.577347918954928430e-01	6.274065261332967935e+01	3.838544799999999668e+01	5.614595521494808450e-01	2.730719672524064379e+01	5.343677834116610015e+00	3.749460599999999744e+01	1.264316116433213711e+09	4.173496263139538365e-01	5.528082900000000244e+00	1.982727579774557602e+00	1.751204246004318898e+00	2.094240470791463860e-01
7.832772300000000314e+02	1.110829101569365873e+00	7.178041400000000749e+01	5.493524886040092703e+00	5.291720868463777094e+00	1.034515899999999961e-01	1.507599403088050849e+00	-1.186850756804555020e-02	3.123467794801874575e+01	3.166503470632438777e+01	5.026610300039155987e-01	1.553885557909068904e+00	1.657030162078306557e+00	3.026640684129628411e+01	9.558305279624795814e-01	9.831703865586040036e-01	6.193144154762067899e+01	3.670073299999999961e+01	2.876687514332348927e-01	2.694897568571392199e+01	6.249765636576113614e+00	3.507968100000000078e+01	1.264316116433213711e+09	4.755947809255919867e-01	5.543957900000000549e+00	5.325140539067249712e+00	2.914353703404808371e+00	1.590302470968029680e-01
1.015104299999999967e+03	3.685730072353001763e-01	7.237809399999999016e+01	6.455777874748663825e-01	3.596282675045192612e+00	1.117751699999999931e-01	2.773161127965828143e+00	1.152994504180746560e-01	3.137421016974776222e+01	3.263107664257576346e+01	6.927482313398224401e-01	6.495277819546261266e-01	1.385537762279368812e-01	2.763325975194880257e+01	8.468387376435504432e-01	3.881946960312930295e-01	6.026433639452455537e+01	3.919026199999999704e+01	3.945623258929386590e-01	2.612317969829646103e+01	1.451830937946626321e+00	3.318783200000000022e+01	1.264316116433213711e+09	1.421026697090681246e-01	5.569124900000000267e+00	2.144451737098567179e+00	1.762292710420169106e+00	2.010103874067724339e-01
7.813583599999998341e+02	1.087853891841714660e+00	7.816792699999997751e+01	5.630418710464593524e+00	2.766729620627126351e+00	5.090956399999999743e-02	1.154286443208539570e+00	2.504731991295804927e-01	3.390658534981255201e+01	3.629442705335886643e+01	5.320118304360011985e-01	1.776800524047822405e+00	9.651409586224347636e-01	3.116876537169534700e+01	8.587755174058006036e-01	1.028664583873712290e+00	6.746319242505420277e+01	4.205345200000000006e+01	5.078758372931536647e-01	2.926323595521381193e+01	5.026400278670312360e+00	3.611447499999999877e+01	1.264316116433213711e+09	4.644557583338532192e-01	5.596641800000000444e+00	4.023514649136401111e+00	4.468824264008150138e+00	1.586751855367327102e-01
5.532323400000000220e+02	1.315373268893097913e+00	7.323091900000000010e+01	2.730417738795647864e+00	3.165056576330797622e+00	-4.623803300000000061e-01	7.119180440144178279e-01	1.014237023441201396e-01	3.187470364612268625e+01	3.305129715478906149e+01	1.269182960216271548e-02	1.225715297561328354e+00	1.297577533904467950e+00	3.259963107090408840e+01	9.863343916043691983e-01	1.332748363801607550e+00	6.565092822569314990e+01	3.686736700000000155e+01	2.616310203600130113e-01	2.857541472730719789e+01	3.711452247414709582e+00	3.636355199999999854e+01	1.264316116433213711e+09	1.709201816996462064e-01	6.040912699999999802e+00	5.736789636095673828e+00	2.204839513767140158e+00	1.154590038430004378e-01
7.221351200000000290e+02	9.430116252105406049e-01	7.210647600000000068e+01	4.024735562161749769e+00	3.489287878591598613e+00	4.593423499999999687e-02	2.249633688374940821e+00	7.875114539149420667e-02	3.127697492135098756e+01	3.380556036190088065e+01	4.629518401780126635e-01	7.208818684235043239e-01	5.576440684821720728e-01	2.902407750887628879e+01	8.585592783602146172e-01	9.002424253294690759e-01	6.282963787077716944e+01	3.879697399999999874e+01	3.040231309827410855e-01	2.725304462253656368e+01	5.704772693352227364e+00	3.330950200000000194e+01	1.264316116433213711e+09	2.366221915212420590e-01	5.567940700000000298e+00	4.067700492418956593e+00	2.332466819393422597e+00	1.476506700277769035e-01
