chirp_mass	mass_1_source	luminosity_distance	mass_ratio	chi_p	total_mass	mass_1	chi_eff	ra	total_mass_source	chirp_mass_source	mass_2_source	phase	a_2	geocent_time	tilt_2	theta_jn	phi_1	psi	iota	phi_2	phi_12	dec	mass_2	a_1	phi_jl	tilt_1	redshift
6.034804007980583407e+01	1.263053977874510139e+02	4.479423399999999674e+03	1.237710898947122218e-01	4.747440158356650008e-01	2.431672409999999900e+02	2.163850300000000004e+02	5.475111478349430350e-01	1.097148000000000290e-01	1.419383545311889918e+02	3.522555699889642256e+01	1.563295674373798505e+01	1.772465298317633220e+00	8.205136139242233950e-01	1.238303737229980469e+09	1.398546941318743908e+00	7.361928900826594235e-01	4.712594242147218004e+00	2.993204849701128989e+00	7.307252534224374374e-01	5.474676028249628956e+00	7.620817861024113959e-01	-1.123708699999999894e+00	2.678221100000000021e+01	7.634338087695674568e-01	2.896406251924311004e+00	6.711073091790105138e-01	7.131890939778884331e-01
7.394945826709046344e+01	8.795760704006764286e+01	8.479270099999999729e+03	2.151198732801436753e-01	8.111944944824488191e-02	2.348927569999999889e+02	1.933083000000000027e+02	8.364290576316892878e-01	3.082067599999999796e+00	1.068790363205516627e+02	3.364789505201082420e+01	1.892142928048402695e+01	2.588680245489864973e+00	8.228759967947903986e-01	1.238303737229980469e+09	5.840740448672242513e-01	2.523770537043540152e+00	6.177444225433520231e+00	2.818697222902040611e+00	2.546743653647414618e+00	3.857993762932163673e+00	3.963734844678229674e+00	4.758670500000000136e-01	4.158445700000000045e+01	8.708763602819006300e-01	5.288538968873570667e+00	7.087543709849168649e-02	1.197743964452575138e+00
6.345156033701607612e+01	1.032213008193424741e+02	6.933193199999999706e+03	1.442981029914402746e-01	1.467115882588616860e-01	2.383048860000000104e+02	2.082541999999999973e+02	6.560132883300309192e-01	3.188005500000000048e+00	1.181159387158824075e+02	3.144979835702615389e+01	1.489463789653991732e+01	3.235110835625861103e+00	8.634550774889807601e-01	1.238303737229980469e+09	1.280205951808107701e+00	2.414690333673940703e+00	1.485967066811349824e+00	1.964286190593800718e+00	2.296030152304338046e+00	2.336022042019481049e+00	8.500549752081308919e-01	5.542120299999999666e-01	3.005068599999999890e+01	7.298733388477254280e-01	1.672601548117860881e+00	2.023885045048028630e-01	1.017550625180414059e+00
7.111833815973503192e+01	1.021851965817402714e+02	7.616926899999999478e+03	1.673704759349628757e-01	2.066379270042368044e-01	2.502791870000000074e+02	2.143956799999999987e+02	6.747057275528552944e-01	4.106175999999999604e+00	1.192879815671338832e+02	3.389639831091375299e+01	1.710278498539361181e+01	9.188245133982911872e-01	1.329013898514132264e-01	1.238303737229980469e+09	6.013759535451991267e-01	2.785999916117425368e+00	5.756030149509998139e+00	1.678984811963789014e-01	2.864588604786867165e+00	5.978111701336651151e+00	2.220815518266523458e-01	7.395798799999997453e-01	3.588350700000000160e+01	7.965593219763302812e-01	3.900824384136743816e+00	2.624144545488363844e-01	1.098108993982312986e+00
1.014617264958715595e+02	6.779617534796281575e+01	7.189409800000001269e+03	7.088296136155435301e-01	6.180955829330667672e-01	2.372551510000000121e+02	1.388407300000000077e+02	4.918177025842013772e-01	4.078694800000000065e+00	1.158521121244709349e+02	4.954394146891299755e+01	4.805593677650811912e+01	1.033270154470284696e+00	5.471923067866709678e-01	1.238303737229980469e+09	6.879131459814745719e-01	2.277111578600448105e+00	1.136889206413786546e+00	1.067286304668142893e+00	2.377581484176067850e+00	3.207045135754579501e+00	2.070155929340792511e+00	5.084134300000000550e-01	9.841442100000000437e+01	8.212690628124412751e-01	5.487891342922360138e+00	8.520174116772846196e-01	1.047913902036540001e+00
6.734391551903647155e+01	1.029269088761887616e+02	5.911664499999999862e+03	1.796888598340712073e-01	3.126372589777776101e-01	2.299887779999999964e+02	1.949571500000000128e+02	7.033054589279762459e-01	3.174932599999999994e+00	1.214217277783964590e+02	3.555397201894683690e+01	1.849481890220770808e+01	3.422556034610693132e+00	1.178376820728467556e-02	1.238303737229980469e+09	1.319574102187793807e+00	2.528977666873228891e+00	8.429716269205007606e-01	1.234642827781933017e+00	2.358453454771392011e+00	3.412106244524939935e+00	2.569134617604439175e+00	4.968127800000000094e-01	3.503162800000000487e+01	8.861379617403800646e-01	1.012780847173129217e+00	3.605712283042732946e-01	8.941319828667431135e-01
9.400389654290714248e+01	7.844149235380828600e+01	1.190055399999999827e+04	3.051150065927977217e-01	8.546913410570414205e-02	2.637826670000000036e+02	2.021144999999999925e+02	7.556679624447738552e-01	5.780059900000000361e+00	1.023751688104893987e+02	3.648330986593558123e+01	2.393367645668110200e+01	3.118180234897720560e+00	2.495926876762807611e-01	1.238303737229980469e+09	4.020673050261789339e-01	8.147671857525874417e-01	5.619979348780804962e+00	1.044948736703934511e+00	8.418653442934982412e-01	3.843020673405165510e+00	4.506226631803946781e+00	-8.951153600000000266e-01	6.166816699999999685e+01	9.201302709926023615e-01	5.515646593162497169e+00	9.302217727044093110e-02	1.576627419177185851e+00
1.139098960358749508e+02	7.712615111292682002e+01	1.300845999999999913e+04	4.116966393668858304e-01	4.830684748675995732e-01	2.934301389999999969e+02	2.078563699999999983e+02	5.554527806033967563e-01	3.109953799999999102e+00	1.088787283334213924e+02	4.226683962065090583e+01	3.175257722049457598e+01	4.069528690227525836e+00	8.057254610112924986e-01	1.238303737229980469e+09	1.738001499420102292e+00	6.163643958174710447e-01	8.769726879123576069e-01	2.054030384743376736e+00	4.726463018875849964e-01	3.372081458221975581e+00	2.495108770309617530e+00	2.855226299999999995e-01	8.557376899999999864e+01	9.684224017764269110e-01	1.918022355411065138e+00	5.222367788456019344e-01	1.695018058085903778e+00
9.998022925756620793e+01	7.193259041728558145e+01	8.168316600000001017e+03	5.547412656496478744e-01	4.982377559732668049e-01	2.417962689999999952e+02	1.555218700000000069e+02	5.067972464667673815e-01	1.418250399999999800e+00	1.118365666668283041e+02	4.624325106823125253e+01	3.990397624954272970e+01	5.780333321726875973e+00	8.867619321409967448e-01	1.238303737229980469e+09	1.082890808647225533e+00	2.453149629265100717e+00	3.909933079254334309e+00	7.674674930994591637e-01	2.357614521414776121e+00	4.828318338931509857e+00	9.183852596771755472e-01	-1.445923199999999964e+00	8.627439900000000250e+01	7.475724684965222577e-01	3.333418857975016802e-01	7.294694525083269543e-01	1.162050179172022579e+00
6.999606627779104429e+01	1.050407723992037603e+02	5.615368899999999485e+03	1.920406774671407912e-01	4.863460757622640185e-01	2.325878299999999967e+02	1.951173599999999908e+02	1.951191320636616877e-01	2.840201799999999555e+00	1.252128734924185949e+02	3.768214610286358379e+01	2.017210109321483458e+01	3.369530543811109613e+00	2.087145069316107271e-01	1.238303737229980469e+09	1.964170660010832847e+00	6.989089262451768647e-01	3.864307871847661335e+00	2.672901215908588757e+00	1.013964593415142446e+00	1.453386008667405527e+00	3.872263443999330423e+00	-2.523721500000000173e-01	3.747046999999999883e+01	5.459060925613905546e-01	3.821908985944551862e+00	1.099316139751003396e+00	8.575392730211780501e-01
5.889412683817435834e+01	9.016731523524678948e+01	5.957406300000000556e+03	1.782189469901264423e-01	1.271828866686713910e-01	2.018230969999999616e+02	1.712950699999999813e+02	5.622427179379689832e-01	3.032968700000000073e+00	1.062368392093992497e+02	3.100103990221245809e+01	1.606952397415247091e+01	2.241332698434757464e+00	2.759726564587047792e-01	1.238303737229980469e+09	2.896321979338816188e+00	4.230072423320231922e-01	3.752004098986394975e+00	4.815130080344360852e-01	3.905722509444717327e-01	3.972609223171295501e+00	2.206051241849005251e-01	3.983440799999999893e-01	3.052802700000000158e+01	7.214553883620050678e-01	2.667487598073762900e+00	1.772126424020595559e-01	8.997468157179866477e-01
7.600258283884315347e+01	9.897699814220918313e+01	7.261016300000000228e+03	2.061205814541818560e-01	5.340330376901907261e-01	2.454846890000000030e+02	2.035324599999999862e+02	6.291907081874047458e-01	3.134696700000000114e+00	1.193781945498708268e+02	3.695974342590503170e+01	2.040119640766163300e+01	5.529171503256622877e+00	9.702029766795362831e-02	1.238303737229980469e+09	2.963017558888993097e+00	2.163052403767438570e+00	2.740188112307103907e+00	1.098839087275349513e+00	2.459594135711064666e+00	3.835928396899659809e+00	1.095740284592555014e+00	5.087724200000000030e-01	4.195222900000000266e+01	9.441115095772965038e-01	5.024880113580906027e+00	6.012165858953234521e-01	1.056361213416136646e+00
7.270638118408385253e+01	6.481050190362421404e+01	1.467804399999999987e+04	2.234459254974835163e-01	2.324727627504476479e-01	2.275992359999999906e+02	1.860312999999999874e+02	6.610858868313828074e-01	2.366658899999999899e-01	7.929214448343594768e+01	2.532980770513722391e+01	1.448164257981173009e+01	2.992336920380473497e+00	6.551950930213183977e-01	1.238303737229980469e+09	1.832544002700916330e+00	3.386989443242561237e-01	5.103912150233439249e+00	2.345379624371433103e+00	4.802462251260949944e-01	4.611170338756032550e+00	5.790443495702180421e+00	-1.161063500000000026e+00	4.156793600000000311e+01	8.780217140809476462e-01	4.970906886743679642e+00	2.679641664106662824e-01	1.870388201539249007e+00
9.752711011726250945e+01	8.546441139594573144e+01	1.161395100000000275e+04	2.854793908550115056e-01	3.130476238891845009e-01	2.796782160000000204e+02	2.175672500000000014e+02	7.740126238420877991e-01	3.087469299999999972e+00	1.098627395010424408e+02	3.831043992751401817e+01	2.439832810509669159e+01	3.842990243269607809e-01	5.222371861122866443e-01	1.238303737229980469e+09	1.219970009115632692e+00	1.808373713222339862e-01	1.173953079314080661e+00	1.340549257331610900e+00	3.468494814696632123e-01	1.067232223867630836e+00	6.176464451733135519e+00	4.349462399999999840e-01	6.211096599999999768e+01	9.943054438151647245e-01	4.665859116839333964e+00	3.202886041684427365e-01	1.545705825926052768e+00
8.561739722502080951e+01	9.230114457153256069e+01	9.125740700000000288e+03	2.416412809694375996e-01	1.545301672627445166e-01	2.602883410000000026e+02	2.096324799999999868e+02	8.906600147757282038e-01	4.055242200000000352e+00	1.146049113807429478e+02	3.769732514305501070e+01	2.230376680921037646e+01	2.285574243043811293e+00	8.473014955571639417e-01	1.238303737229980469e+09	6.027813195642187649e-01	2.899425377330868248e+00	3.962386169781799694e+00	2.901954806333132186e+00	2.923023961936488835e+00	5.692411921748908199e+00	1.730025751967108505e+00	5.205829600000000390e-01	5.065586100000000158e+01	9.498748688454148326e-01	3.605276803788385553e+00	1.634110575557572997e-01	1.271179636754522502e+00
4.290445335237788527e+01	9.384487120291349527e+01	3.930075100000000475e+03	1.235999344773726499e-01	2.586582921803443069e-01	1.729917829999999981e+02	1.539620799999999861e+02	5.939441717740510107e-01	6.189879499999999535e-01	1.054440911346310941e+02	2.615165304914894051e+01	1.159921993171758281e+01	5.842361124890385504e+00	5.127404953790541953e-01	1.238303737229980469e+09	2.642900817626784082e+00	2.967434471595780998e+00	5.843602306650909739e+00	7.906282881551274233e-01	2.871192831002728152e+00	1.074022496809998728e+00	1.513605497338674555e+00	-1.360738299999999956e+00	1.902970300000000137e+01	7.678868767869868606e-01	3.092156643691271078e+00	3.435632803156988269e-01	6.406019639272529931e-01
6.276428715776203404e+01	1.081783373342351382e+02	5.792824200000000019e+03	1.476211898993415872e-01	4.709833420250901237e-01	2.333359470000000613e+02	2.033214000000000112e+02	5.877844738536344149e-01	4.033595000000000041e+00	1.241477522128473368e+02	3.339410523779190498e+01	1.596941487861216302e+01	1.186713569400637436e+00	7.519514993918201551e-01	1.238303737229980469e+09	1.148167505222128293e+00	2.237789543980312601e+00	2.071707479558824616e+00	2.594670144139339829e+00	2.252014796842748634e+00	1.903646017031450199e+00	6.115123844652210039e+00	6.962144099999999503e-01	3.001454700000000031e+01	7.858099319530464921e-01	6.096038649431963385e+00	6.427018274161311329e-01	8.795019872768463642e-01
7.530997891168478020e+01	7.742095075405823934e+01	6.579766499999999724e+03	3.384293360580776233e-01	7.538911411479805036e-01	2.046851150000000246e+02	1.529293399999999963e+02	4.104586084947632885e-01	2.934621299999999877e+00	1.036224717147393051e+02	3.812590944687730854e+01	2.620152096068104797e+01	2.277826988135756014e-01	9.534405340619577229e-01	1.238303737229980469e+09	2.315096241197816540e-01	1.056827361694267386e+00	1.737416186294908016e+00	1.433827063414272018e+00	1.421435320833048355e+00	1.554537478464750322e-01	4.701222868731152360e+00	2.023236999999999952e-01	5.175577499999999986e+01	7.897599804718367089e-01	5.125301669907281976e+00	1.268255723405524282e+00	9.752965897539531692e-01
1.342726552856589421e+02	8.382585100539368739e+01	1.129872199999999975e+04	5.464631053022617202e-01	7.463069305889572513e-01	3.255806200000000104e+02	2.105324200000000587e+02	4.222312090862909151e-01	4.593776799999999660e+00	1.296335858504058081e+02	5.346216794579300569e+01	4.580773484501214199e+01	2.124849087540874315e+00	4.431999379489936497e-01	1.238303737229980469e+09	9.890706872391865634e-01	4.491967578115427240e-01	2.286407986873168596e+00	2.855441726439845063e+00	2.229095034384065421e-01	5.357437078245522954e+00	3.071029091372353026e+00	7.430252400000000312e-01	1.150481999999999942e+02	9.095372103307153289e-01	1.425257203770381897e+00	9.623460117643120038e-01	1.511545274815684126e+00
9.115168627830098558e+01	8.589626604674694477e+01	1.036890300000000025e+04	2.764961029075507226e-01	6.574824754616671596e-01	2.642254770000000121e+02	2.069927800000000104e+02	4.309995486306065215e-01	3.017211200000000204e+00	1.096462488629826311e+02	3.782542316292651918e+01	2.374998281623569341e+01	2.641197236331568998e+00	6.304762403814179184e-01	1.238303737229980469e+09	2.368425284498712369e+00	7.582641970759667061e-01	5.110255957607449773e+00	7.390989050615794920e-01	1.097203697489113949e+00	1.613438129269984422e+00	2.786367478842120882e+00	4.503966099999998779e-02	5.723269700000000171e+01	9.422411526876718346e-01	4.603820695814254904e+00	7.723016574105030507e-01	1.409799511975867059e+00
1.074930312705929651e+02	6.162072625352941913e+01	1.010953100000000086e+04	7.122599553171299336e-01	2.901443418010111186e-01	2.512353999999999985e+02	1.467273700000000076e+02	4.853042225060542059e-01	4.642791599999999796e+00	1.055107019814773821e+02	4.514357923874248257e+01	4.388997572794796298e+01	4.063434158702795784e+00	4.824507968037466399e-01	1.238303737229980469e+09	8.258726021628306491e-01	2.452803120792279579e+00	4.943535788412614984e+00	5.011005458826639503e-01	2.496257048137795032e+00	2.456295848535642534e+00	3.795945367302613782e+00	2.055779100000000026e-01	1.045080300000000051e+02	6.646842337228393571e-01	5.196265358570723691e+00	4.517209947645153822e-01	1.381136655162287896e+00
6.042849371566431671e+01	1.216426087767208486e+02	3.007661099999999806e+03	1.643275501525991444e-01	2.885169376941415509e-01	2.143412449999999865e+02	1.840901599999999974e+02	6.110462896493172869e-01	1.136658399999999958e+00	1.416318406711704370e+02	3.992978016870151237e+01	1.998923189444959192e+01	4.933367424853741134e+00	5.976783960448778243e-01	1.238303737229980469e+09	1.308743750036460263e+00	2.157323503893500583e+00	3.177260337400356516e+00	3.975619580642715256e-01	2.352052511694370907e+00	4.826195765732324006e+00	1.648935428331967934e+00	-1.319211199999999806e+00	3.025108499999999978e+01	7.442159341932600425e-01	4.976056597900849532e+00	3.981124112520375014e-01	5.133690558865253717e-01
9.139930581588575365e+01	8.130558234437339138e+01	1.260335899999999674e+04	2.582388412330969274e-01	1.666261435629328713e-01	2.712974200000000451e+02	2.156167900000000088e+02	7.269003433943891368e-01	3.024169300000000060e+00	1.023018417147665389e+02	3.446519069888789488e+01	2.099625937039313328e+01	3.124056168776676135e+00	5.567742046986151605e-02	1.238303737229980469e+09	2.168996038274508820e+00	4.134761628280282375e-01	5.391485084999502853e+00	1.269155905730630751e+00	4.777101630828730072e-01	3.388096220728017638e+00	4.279796442908100573e+00	5.003649900000000095e-01	5.568063000000001495e+01	9.376355836847267700e-01	5.470634846374910154e+00	1.786577541310397366e-01	1.651930947210310086e+00
5.668810935786599714e+01	9.637101590883747804e+01	4.868793500000000677e+03	1.690068411436924656e-01	3.584112366008564421e-01	1.986688900000000046e+02	1.699467300000000023e+02	4.693855743872457076e-01	9.823762299999999614e-01	1.126583768853986243e+02	3.214590059349080775e+01	1.628736097656115689e+01	2.741054211128468934e-02	5.424110799741683753e-01	1.238303737229980469e+09	1.515358726428214897e+00	2.881248245586387036e+00	3.572297432149563967e+00	1.665656112677506240e+00	2.901041097361531929e+00	5.136139566038524507e+00	1.563842133888960317e+00	-1.129750800000000055e+00	2.872215999999999880e+01	6.511514363143916517e-01	5.659380222624678325e+00	5.828754256059945904e-01	7.634630951775143171e-01
8.393295998120203194e+01	4.722211139862932328e+01	7.438155299999999443e+03	9.661849966353588393e-01	6.040718088549039688e-01	1.928615350000000319e+02	9.808921100000000592e+01	1.395368265211899828e-01	3.687680999999999987e+00	9.284740694142854522e+01	4.040700853684121796e+01	4.562529554279920774e+01	4.403491163373625561e+00	7.144390330120208299e-01	1.238303737229980469e+09	9.866919378894631887e-01	8.530145134769278048e-01	3.430819383293909564e+00	7.287895344129557973e-01	9.612154860762029962e-01	5.168578348764480523e+00	1.737758965470571626e+00	9.309270099999999992e-01	9.477232399999999757e+01	6.133537076121823306e-01	5.609097338580477654e+00	1.744987892307597432e+00	1.077188166619063026e+00
5.978335144388577049e+01	8.019586483345577221e+01	6.390709799999999632e+03	2.143765360464760517e-01	7.298817678643697293e-02	1.901507089999999778e+02	1.565829899999999952e+02	6.403775590473664847e-01	2.091398999999999897e-01	9.738797654170342355e+01	3.061876370916692025e+01	1.719211170824765489e+01	2.042063778714792832e+00	2.839162142776129397e-02	1.238303737229980469e+09	5.833862884541416438e-01	2.995637216376820788e-01	6.017243336114280972e+00	6.098993902942857481e-01	3.403414804247052450e-01	2.627315844914438259e+00	2.893257815979743963e+00	-1.264946900000000207e+00	3.356771899999999675e+01	7.760197378004813906e-01	4.947892770878502766e+00	9.419376324212050400e-02	9.525070316927034542e-01
1.119201039923468528e+02	5.213717149804094220e+01	1.114704699999999684e+04	9.767570989034235485e-01	5.420560442725829153e-01	2.571462099999999964e+02	1.300848799999999983e+02	2.870953374957102011e-01	4.010377799999999660e+00	1.030625238754976891e+02	4.485684774377748596e+01	5.092535237745673982e+01	3.869370143572532061e+00	5.904820624754678615e-01	1.238303737229980469e+09	1.231521064528053433e+00	2.553234645280732629e+00	5.724770946128661109e-01	1.361430253992542472e+00	2.449909495214801503e+00	2.135046516637718383e+00	1.562569422024852717e+00	5.342234099999999541e-01	1.270613299999999981e+02	5.269270379681606498e-01	2.387317874366942316e+00	7.773759959726237456e-01	1.495050580273383778e+00
6.332985202123032309e+01	7.738988200749138002e+01	8.263385699999998906e+03	2.092248837958694541e-01	4.999606887682829792e-01	2.033522409999999638e+02	1.681674299999999960e+02	6.010203537678239227e-01	3.001673200000000818e+00	9.358177107748480239e+01	2.914410819904249550e+01	1.619188906999342947e+01	5.774558512328791693e+00	8.292602743082985173e-01	1.238303737229980469e+09	1.503049370780031424e+00	7.350798662405487738e-01	5.425755132876439291e+00	2.678705237175478704e+00	4.622613067730784175e-01	2.158039997034228108e+00	3.015470171337375049e+00	1.623969799999999963e-01	3.518481100000000339e+01	8.724788489262765845e-01	1.712859698931008534e+00	6.102040998283041473e-01	1.172989874615925965e+00
8.920389254994906025e+01	1.015865630433782343e+02	7.030861500000000888e+03	2.679736696122361206e-01	4.070151421811051828e-01	2.613730550000000221e+02	2.061344499999999869e+02	5.973984934744424047e-01	4.794332099999999208e+00	1.288090871254070748e+02	4.396119549274824578e+01	2.722252408202883700e+01	4.078098181182313375e+00	6.378474264706325558e-02	1.238303737229980469e+09	1.089366058624232414e+00	2.766557123841444366e+00	2.186740160566884583e+00	2.644676456653874297e+00	2.830210016398612805e+00	4.344633779416942509e+00	2.157893618850058814e+00	1.850937199999999894e-01	5.523860500000001394e+01	8.529465420900484984e-01	3.721797741624696787e+00	4.974511584817734033e-01	1.029150744198118250e+00
4.416915299733128819e+01	8.278700951253937035e+01	5.069872800000000097e+03	1.390121150076033263e-01	3.384914560998357191e-01	1.687024899999999832e+02	1.481129899999999964e+02	5.395912486855853896e-01	3.051459400000000155e+00	9.429540680003202624e+01	2.468812552734822319e+01	1.150839728749267188e+01	2.172619770271052353e+00	5.100158601453579355e-01	1.238303737229980469e+09	1.449707255414562690e+00	1.118362140626997903e+00	1.580196547459054024e+00	2.421172493501790424e+00	9.589982224536975908e-01	5.076981870860231894e+00	3.496785323401178314e+00	2.075265000000000026e-01	2.058950000000000102e+01	6.941593530378975530e-01	7.215878842602082566e-01	5.093706442352170516e-01	7.890849164876042598e-01
6.521140630926967674e+01	9.577062821637177592e+01	5.256892600000000130e+03	2.082843352640711410e-01	3.069959284901643826e-01	2.097647819999999967e+02	1.736054800000000000e+02	6.122347436046352565e-01	3.007940300000000011e+00	1.157181498522412681e+02	3.597430996482269450e+01	1.994752163586949223e+01	6.989245646434220222e-03	2.183841339627917710e-01	1.238303737229980469e+09	7.946805268317386206e-01	1.912540096500484843e+00	2.318666434908337237e+00	1.031759335499165431e+00	2.052390143929652133e+00	6.209583721717872429e+00	3.890917286809533415e+00	3.242183399999999938e-01	3.615930199999999672e+01	7.715924672650035232e-01	5.399108092106558843e+00	4.091974385991942742e-01	8.127215330338881660e-01
8.542933710929503377e+01	5.845218016991414345e+01	1.466242100000000028e+04	3.600576066780284412e-01	3.484025634128612992e-01	2.280618310000000122e+02	1.676854199999999935e+02	7.529972634720377700e-01	2.955955400000000122e+00	7.949833226700634725e+01	2.977916031405023389e+01	2.104615209709219670e+01	1.279501462441470894e+00	8.106726468314809919e-01	1.238303737229980469e+09	9.366524145785504185e-01	6.442393161148393665e-02	5.247133026055479377e-01	1.465769345112398758e+00	1.766685801362100627e-01	1.282805804625019697e+00	7.580925020194714259e-01	3.805155800000000199e-01	6.037641099999999739e+01	9.197227933090764695e-01	5.285439465971363687e-02	3.885129174440715150e-01	1.868762456978622088e+00
4.268083866236835888e+01	1.092044869755042242e+02	3.354003400000000056e+03	1.026394176286377219e-01	3.367928577507663390e-01	1.880895439999999894e+02	1.705811899999999923e+02	5.300909786348865227e-01	3.090776400000000201e+00	1.204131719211041229e+02	2.732387486456275028e+01	1.120868494559990580e+01	4.333809114690513553e+00	3.317370203559560360e-01	1.238303737229980469e+09	1.977032343682114446e+00	5.860593089470945705e-01	3.619988128330328347e+00	2.720097420039182978e+00	8.903672896270630188e-01	6.973974613599613903e-01	3.360594640209220163e+00	4.158318200000000187e-01	1.750835400000000064e+01	6.862786188749747662e-01	4.849947130853365707e+00	5.129530452894259795e-01	5.620346262719337904e-01
1.032499185858524839e+02	7.429307733692969862e+01	5.888348899999999958e+03	7.164606487558964343e-01	2.340596246583814544e-01	2.411764699999999948e+02	1.405080100000000130e+02	7.183992735080207970e-01	4.771219999999999573e+00	1.275211437238183265e+02	5.459300282261795445e+01	5.322806638688863501e+01	2.104437985033436043e+00	5.058360612470571560e-01	1.238303737229980469e+09	5.030481700666762368e-01	2.060167129371842876e+00	4.925157013735752543e+00	7.110583064522971730e-01	2.096493369267664164e+00	1.106881202300059819e+00	2.464909495743893064e+00	5.459965599999999641e-01	1.006684599999999961e+02	9.450329166741942011e-01	4.415651379172265578e+00	2.502782147651637090e-01	8.912665222195086390e-01
9.016995583599086217e+01	7.090755081851098396e+01	1.297434499999999935e+04	3.139380880730474055e-01	2.336761058678974989e-01	2.507525359999999921e+02	1.908404500000000041e+02	8.012193469767423526e-01	5.895586699999999958e+00	9.316813175241676959e+01	3.350301639795657849e+01	2.226058093390578563e+01	1.684442143002986558e-01	6.494021603183597335e-01	1.238303737229980469e+09	7.748476185818321538e-01	2.340509505848961780e+00	4.568443952986280365e+00	9.500098950968703937e-01	2.231857224264764739e+00	5.834899430581495849e+00	1.266455477595215928e+00	-1.140975000000000072e+00	5.991208600000000217e+01	9.366959728766566240e-01	1.786192892595660719e+00	2.521313263029172358e-01	1.691398134571862721e+00
9.087442394226791009e+01	8.761976269196497924e+01	1.097356099999999969e+04	2.527741529162630396e-01	4.434281595797370246e-01	2.717999759999999583e+02	2.169584800000000087e+02	6.791856713043541438e-01	3.078256699999999846e+00	1.097677739851503986e+02	3.670008870172087967e+01	2.214801129318543715e+01	5.691291264622675428e+00	6.218561506287045848e-02	1.238303737229980469e+09	1.848290101303219579e+00	7.544642575452339406e-01	2.964475114479167672e+00	1.112555782500433077e+00	9.003979691261817520e-01	4.966013141441005807e+00	2.001538026961838135e+00	3.269020899999999785e-01	5.484149599999999936e+01	9.633007581628736382e-01	5.688556558266817831e+00	4.783574433029526007e-01	1.476136357076618832e+00
9.502168949287042210e+01	6.134521568365305200e+01	5.574950300000000425e+03	9.228091751153435496e-01	1.515387774414936606e-01	2.185138800000000003e+02	1.136430399999999707e+02	5.621737852241681654e-01	4.064732700000000420e+00	1.179551435659577976e+02	5.129329553807471598e+01	5.660992788230471717e+01	4.653856499437466709e+00	1.659434553557221081e-01	1.238303737229980469e+09	1.501346289611371621e-01	1.845901636790576505e+00	6.890725974442020174e-01	2.322286028329590302e+00	1.821877477646934418e+00	1.685869888271687600e+00	9.967972908274858046e-01	8.757423699999999922e-01	1.048708399999999727e+02	9.418127113056798949e-01	2.315720310068317023e+00	1.616036629651436130e-01	8.525167567433130644e-01
8.030952487762789360e+01	8.657989730273291684e+01	9.641682800000000498e+03	2.310438251887980965e-01	3.760957095191995725e-01	2.482439390000000117e+02	2.016532100000000014e+02	6.318958254627792259e-01	3.428350599999999915e+00	1.065836479600096425e+02	3.448093098213659857e+01	2.000375065727672208e+01	4.610347374026996792e-01	2.009664138640202685e-02	1.238303737229980469e+09	1.126029598843115931e+00	2.402287253603500705e+00	5.812398499801338048e+00	2.382113082429452078e+00	2.425916865398610067e+00	2.687857319970092362e+00	3.158644127348340103e+00	7.297726999999998299e-01	4.659072900000000317e+01	8.622407200654129689e-01	3.371174462174642006e+00	4.513537548257329224e-01	1.329099667269237450e+00
8.563318646667129030e+01	6.581320559734042774e+01	6.813761900000000423e+03	5.656221168796693455e-01	6.729592554404800753e-01	2.064194479999999885e+02	1.318449999999999989e+02	6.706401695423559739e-03	5.613514200000000010e+00	1.030386102659450103e+02	4.274560663571941888e+01	3.722540466860459674e+01	9.829758355186164476e-01	3.997678511517215316e-01	1.238303737229980469e+09	1.876690241222960909e+00	2.704875950298124554e+00	5.616264008447980238e+00	1.084749952593709876e+00	2.899646535870226138e+00	8.716222965963078551e-01	1.538543595327913183e+00	-9.675423499999999954e-01	7.457444800000000384e+01	6.775331572335778763e-01	4.190322474748556125e+00	1.454534334215589864e+00	1.003321351745978252e+00
6.908004379107936188e+01	1.027247961652887795e+02	5.559031399999999849e+03	1.964558536979132686e-01	8.432210250462451873e-02	2.274414600000000064e+02	1.900959900000000005e+02	6.994872187857006374e-01	5.801745700000001449e+00	1.229056836918847324e+02	3.732973755799820026e+01	2.018088752659594221e+01	4.281455781797513183e+00	6.111696309825360718e-01	1.238303737229980469e+09	1.018549738890252909e+00	3.146259587581228812e-01	6.050985283417555927e+00	2.428043110051398390e+00	3.159641108864252868e-01	2.615066374027144036e+00	2.847266397789174341e+00	-1.352519300000000202e+00	3.734546999999999883e+01	7.740080525227320818e-01	3.365062291328762445e+00	1.526784249199330916e-02	8.505365510205253887e-01
9.488021210327943322e+01	6.782932495325805178e+01	9.128846499999999651e+03	5.115307832772518770e-01	2.986290492340814562e-01	2.328911459999999920e+02	1.540763499999999908e+02	3.973264834325989092e-01	4.712618099999999366e+00	1.025261126757653756e+02	4.176929644547906406e+01	3.469678772250733090e+01	2.034445932068430274e+00	5.798210222216961807e-01	1.238303737229980469e+09	1.650406519395120508e+00	2.957322796280643207e+00	1.244825489830469145e+00	1.094917423066608109e+00	2.969812686726008621e+00	1.931045567247561934e+00	6.862200774170936768e-01	1.428040399999999932e-01	7.881479600000000119e+01	6.919197748435303996e-01	5.771042907884907258e+00	4.462600852346537694e-01	1.271530051436834174e+00
