mass_ratio	phi_2	phi_jl	geocent_time	theta_jn	chi_p	phi_1	chirp_mass_source	phase	mass_1	a_1	mass_2	phi_12	mass_2_source	iota	mass_1_source	ra	dec	chirp_mass	tilt_1	total_mass_source	psi	luminosity_distance	total_mass	a_2	chi_eff	tilt_2	redshift
7.352158463725110282e-01	1.338851130751761431e-01	1.398968867172869279e+00	1.266238148158797026e+09	2.935099831089724720e+00	3.057018479759370799e-01	1.801971732396136616e+00	2.714308954225462500e+01	2.999362885715377125e+00	6.606592263898815531e+01	5.161499116910120977e-01	4.857271322940451341e+01	4.615098687858625759e+00	2.679760146591052106e+01	2.798832811011368715e+00	3.644861791013820351e+01	5.187146815834353220e+00	1.114821958085333353e+00	4.919893693370836019e+01	2.507715249375102040e+00	6.324621937604872812e+01	3.017400186476037138e+00	5.255743869722611635e+03	1.146386358683926687e+02	1.128124566461199824e-01	-2.277121552610874566e-01	1.317916709023489563e+00	8.125768939132225199e-01
8.289529787576039865e-01	3.363915303665726331e+00	1.372774356137227647e+00	1.266238148165616274e+09	2.619107484885861314e+00	2.613624815202276186e-01	1.786139052052138965e+00	2.557693447585360147e+01	1.368813240562550604e+00	6.470993303592636892e+01	1.331602503252584113e-01	5.364149174533624631e+01	1.577776251613587366e+00	2.677324162804291774e+01	2.544016455473142813e+00	3.229766019801196109e+01	4.245299923378411222e+00	8.779002345782465078e-01	5.124463218232259010e+01	2.804363303787749562e+00	5.907090182605487172e+01	1.048461929599259657e+00	6.815666396363439162e+03	1.183514247812626081e+02	4.024420018249441622e-01	3.959156891706848425e-02	9.351116520544164867e-01	1.003548636006440953e+00
6.522154640356759847e-01	5.423003437876600330e+00	6.007576701727820989e+00	1.266238148127142906e+09	4.187113089194324234e-01	6.384058141648889517e-01	4.318868285344135138e+00	2.314275949014988143e+01	3.870953358488556706e+00	6.474629715053717405e+01	7.300758404651458422e-01	4.222853624062936717e+01	1.104135152532464970e+00	2.156676048590636086e+01	6.461164192088185709e-01	3.306692600089387923e+01	1.347601077693184379e+00	-7.880262965734670111e-01	4.531440215495545942e+01	2.077317172101142084e+00	5.463368648680024364e+01	2.659164906064148237e+00	6.436490478793682996e+03	1.069748333911665412e+02	8.154795117657441805e-01	-1.986338516518940667e-01	1.521889682360747953e+00	9.580379848065381232e-01
6.919439240589255746e-01	3.300146376456447594e+00	2.090694017266616189e+00	1.266238148134364128e+09	6.618595955784356555e-01	4.871126308671486216e-01	2.231620737772281871e+00	3.473187018322065711e+01	2.893278242582661086e+00	6.960441905033259502e+01	5.156150161518685549e-01	4.816235484952896684e+01	1.068525638684166612e+00	3.329919404324285637e+01	4.240047560454813791e-01	4.812412232469739592e+01	2.759727043688258163e+00	-1.052152909525949642e+00	5.023450880462043955e+01	1.904848271897650047e+00	8.142331636794025940e+01	2.300787662031488434e+00	2.544940689242550889e+03	1.177667738998615619e+02	6.971090783519491296e-01	-8.367219391299463016e-02	1.513779152297321628e+00	4.463519683685008288e-01
6.886763567374762918e-01	4.598570514384295649e+00	2.703936017831629623e+00	1.266238148167547941e+09	7.973723912258803281e-01	9.267871823889274330e-01	2.850306102809859965e+00	2.741700624002974607e+01	3.124997362327711858e+00	6.609741399720321908e+01	9.611608338155090969e-01	4.551972626136258526e+01	1.748264411574436128e+00	2.622620096444073212e+01	7.057208107188315260e-01	3.808204058098392153e+01	4.138740979789076846e+00	7.507928002758288422e-01	4.758655745238767310e+01	1.839041961513253831e+00	6.430824154542465010e+01	2.087028986573958189e+00	4.652581596604676633e+03	1.116171402585657972e+02	5.738122048640257322e-01	-5.261499295261173187e-02	1.137560663809600081e+00	7.356584098124363535e-01
7.930711783022669215e-01	4.052160155002007436e+00	1.903345135501049556e+00	1.266238148162998199e+09	1.036362550270587546e+00	7.296581027398549857e-01	3.360994099187555317e+00	3.139242910604891890e+01	1.189821447096572005e+00	6.488957060298855595e+01	4.875848822476660516e-01	5.146204821764027315e+01	6.911660558144520072e-01	3.215653865617874629e+01	7.794232971639373231e-01	4.054685069380087725e+01	3.934020146202897195e+00	4.621268263863758108e-01	5.023919762004384637e+01	2.870924770171781493e+00	7.270338934997963065e+01	1.482419580115408975e+00	3.632496436338170952e+03	1.163516188206288291e+02	9.820723326888931570e-01	-1.534324173116421997e-01	1.318109981982247936e+00	6.003603114090779735e-01
5.962788652165919023e-01	4.699252943035370222e-01	5.461115133555167311e+00	1.266238148165874004e+09	1.139583249045999919e-01	2.227661533888985190e-01	1.582794371065057604e+00	2.187846862003982196e+01	9.393536610420645250e-01	7.131904770094672585e+01	1.319425829719786392e-01	4.252604083144850478e+01	5.170316230418065651e+00	1.953522598703399282e+01	2.181336450522707582e-01	3.276189569445502059e+01	4.007934253385542434e+00	6.491988281527641957e-01	4.762702261457894792e+01	1.742317768327138694e+00	5.229712168148901696e+01	2.475176138636109524e+00	8.297330542385097942e+03	1.138450885323952377e+02	6.523731790264515329e-01	-2.061491787312401125e-01	2.478443116844234240e+00	1.176890139877269759e+00
8.812188385318568962e-01	5.280620094506145001e+00	2.474445161964840878e+00	1.266238148128177166e+09	1.166691572816677347e+00	5.366485972168293372e-01	2.770985054118757063e+00	2.842134258272704628e+01	6.477276420436781645e-01	5.257155927347154289e+01	1.644714604392035762e-01	4.632704840277726532e+01	2.509635040387388827e+00	3.065956314424452955e+01	1.097547118822606027e+00	3.479222391037905027e+01	1.290936020056619782e+00	-7.768771339776892049e-01	4.294506439336137760e+01	1.454117365032535858e+00	6.545178705462357982e+01	1.035405059836196573e+00	2.991119655945545219e+03	9.889860767624881532e+01	6.376055213794400434e-01	-5.938539938674931157e-02	1.805862741550942063e+00	5.110146281217926578e-01
3.626475679530916096e-01	9.210488964120973066e-01	4.103206963992866996e+00	1.266238148165874004e+09	9.092491413621968110e-01	3.801321229362685794e-01	5.836399985558529124e-01	2.489181407110582356e+01	4.188922337933836948e-01	7.834543062842041650e+01	4.189689677881868746e-01	2.841177987763431645e+01	3.374088978562445607e-01	1.764928699250964783e+01	1.174735853363075178e+00	4.866787634101155646e+01	4.652540128728219315e+00	1.098343436902885273e+00	4.007078260121235758e+01	1.136826692106472469e+00	6.631716333352120785e+01	5.720427459695736072e-01	3.701817632369102739e+03	1.067572105060547329e+02	8.333209689036763512e-01	-2.634171815378809345e-02	2.348603831892608795e+00	6.097976020046739221e-01
8.951764053575322899e-01	2.953730856185657672e+00	6.211728006079617614e+00	1.266238148163426161e+09	1.816470771882477075e+00	5.770430787226662472e-01	1.398328763870318348e+00	4.228537808102387174e+01	4.031615862941033690e-01	6.681055492958144271e+01	2.130571015158258252e-01	5.980723240180467570e+01	1.555402092315338658e+00	4.597096252000955019e+01	1.824788212457320702e+00	5.135408199420627540e+01	3.834400407314319636e+00	5.343906844391548283e-01	5.501236640388374610e+01	2.475961173505217161e+00	9.732504451421583269e+01	2.904227570111455603e-01	1.604486811117166326e+03	1.266177873313861255e+02	7.757004411494504703e-01	1.079513227951739568e-01	1.005156361595417769e+00	3.009784682183384019e-01
8.947926509679610119e-01	5.978798871783665092e+00	4.610003382060612331e+00	1.266238148162462950e+09	4.971209871514994938e-01	8.712721350216939831e-01	1.346890578929960114e+00	2.621807735829090902e+01	2.213040881028390527e-01	6.482184220576664302e+01	8.721638598667912357e-01	5.800210802792479825e+01	4.631908292853705866e+00	2.849719684380784201e+01	7.764912052568638812e-01	3.184782174169668423e+01	4.674353444613302599e+00	1.114558887516649222e+00	5.336327511632121201e+01	1.616020266960324525e+00	6.034501858550453335e+01	1.646856374486415087e-01	7.083267892428200867e+03	1.228239502336914484e+02	1.130819055338372764e-01	-6.164447786702244997e-02	2.441344360954917914e+00	1.035361875970902013e+00
7.799896746866814556e-01	1.100923277753607543e+00	4.762074194289104057e+00	1.266238148163249969e+09	9.746524559842364432e-01	5.090733322109820547e-01	3.604256197776191772e+00	3.052882854480319708e+01	5.014413703951656309e+00	6.486651424133209787e+01	6.739267372091519714e-01	5.059521134115561125e+01	3.779852387157002003e+00	3.101909893046821054e+01	1.090351510671446311e+00	3.976860199197950863e+01	4.599940753766645685e+00	1.114706541444010712e+00	4.979553196192430420e+01	2.285353047067401722e+00	7.078770092244771206e+01	9.321649517113933525e-01	3.859336548729215792e+03	1.154617255824877020e+02	7.999051310219852384e-01	6.466048861858282289e-04	7.817945279995484054e-01	6.310986806731174736e-01
6.979033324503419733e-01	8.993924142388447507e-01	5.226611938376545252e-01	1.266238148140186071e+09	2.305108652360703836e+00	8.427316520690883994e-01	3.725654778889090135e+00	2.974413686872639673e+01	2.447047220299865822e-01	6.038780790592042536e+01	8.434840530337712750e-01	4.214485237691297215e+01	3.456922942529340848e+00	2.863532205062950453e+01	2.173999588432575791e+00	4.103049909518378513e+01	2.684892406686344657e+00	-8.922512144566008274e-01	4.377678222702617461e+01	1.528555392059671059e+00	6.966582114581329677e+01	5.739649819476430048e-01	2.718484451245753007e+03	1.025326602828334046e+02	6.438173336997218277e-01	-8.724912404528807619e-02	1.992121914310468034e+00	4.717785363963272749e-01
6.092831732916775822e-01	4.416858779187304407e+00	2.581583695367900333e+00	1.266238148130240202e+09	5.623076207929004200e-01	6.315648700376387259e-01	4.094922328981995818e+00	2.425844768075443270e+01	2.255001439206860248e+00	5.928972640930854965e+01	6.951084081502155732e-01	3.612423265025889663e+01	3.219364502053089216e-01	2.188351970039236960e+01	4.716389054377154166e-01	3.591682925061880383e+01	8.769623447798267080e-01	-2.719615994509509971e-01	4.004464637093978041e+01	2.001709470094993559e+00	5.780034895101117343e+01	6.572641769329152783e-01	4.005927289516466772e+03	9.541395905956744627e+01	4.858209975347774212e-01	-3.374735831783171602e-01	2.594143833167145807e+00	6.507505714270995778e-01
7.919427838127676145e-01	1.482948329466000637e+00	2.456071220977508407e+00	1.266238148171185017e+09	1.168549536992651516e+00	8.759036843202738787e-01	1.522976933448176418e+00	2.155708095931196411e+01	4.298097645359870711e+00	4.632010808449399519e+01	8.782755445904291136e-01	3.668287534294245944e+01	6.243156703197411339e+00	2.206644148190278543e+01	9.291745591220985645e-01	2.786368148424188007e+01	3.764712752860873479e+00	2.567827721646667172e-01	3.583612311195229694e+01	1.497287085722743605e+00	4.993012296614465839e+01	2.878102111290387288e+00	4.093258302895355428e+03	8.300298342743644753e+01	7.979146517539871253e-01	-1.403703496847566179e-01	2.094555002454831616e+00	6.623829162951789806e-01
7.403174225628976757e-01	5.837527295402669125e-01	4.313918683654522468e+00	1.266238148123998165e+09	3.498254995685152746e-01	4.474372739263043908e-01	5.311022968453580795e+00	2.497175756991284601e+01	1.362875813930605196e+00	6.440399202410841895e+01	7.446810191466908257e-01	4.767939737804936584e+01	1.555915068266272572e+00	2.473671307994144541e+01	5.693611023677298544e-01	3.341365787975873758e+01	1.077646607161227621e+00	-7.813494449707980571e-01	4.813243976903520149e+01	2.796119837927327545e+00	5.815037095970019010e+01	4.163308698517900752e-01	6.184353436114580290e+03	1.120833894021577919e+02	6.606933761189361931e-01	-4.863189857465760602e-01	1.873198061115062041e+00	9.274750539396331428e-01
8.097818882610912095e-01	2.589825165171321331e+00	6.113709735914510945e-01	1.266238148158243895e+09	2.068406774201482001e+00	3.968640502087417699e-01	3.826087382899204137e+00	3.247046137921277875e+01	1.898657572869098809e-01	5.957357461173258883e+01	4.995481267592860042e-01	4.824160173955181818e+01	5.046923089451703426e+00	3.360167529650082940e+01	1.987127354824394176e+00	4.149472318855681863e+01	5.985984041685149748e+00	9.779405558630149820e-01	4.661752880870806592e+01	9.180949811603921207e-01	7.509639848505764803e+01	2.639793248478224719e+00	2.472929321881376836e+03	1.078151763512844070e+02	1.517126558343647180e-01	1.505015630007550120e-01	1.826036128316357310e+00	4.356903729908832568e-01
9.987510774925139057e-01	3.716782963094825032e+00	1.156685641029502554e+00	1.266238148163749933e+09	3.287589782951899076e-01	3.074299515726376941e-01	6.744583522428726496e-02	2.714341477543315406e+01	4.490227463528763785e+00	5.419315419153801372e+01	4.274138752838085309e-01	5.412547114151653460e+01	3.649337127870536879e+00	3.116012058553839026e+01	2.738899728727329230e-01	3.119908582603952141e+01	3.828325014786173597e+00	2.620527517411586071e-01	4.714840910441670729e+01	2.338828292292883138e+00	6.235920641157790811e+01	1.255080995593457205e+00	4.663050110732857320e+03	1.083186253330545412e+02	1.497615456945931844e-01	-1.767262438398589097e-01	1.956693118602415904e+00	7.370109654401180155e-01
6.208395940376441047e-01	4.117473496777267705e+00	1.777474786180369692e-01	1.266238148165896893e+09	2.396923732715893429e+00	3.869724736183107749e-01	4.777822566375634850e+00	2.472254319965454528e+01	5.275779240063011244e+00	6.020159571105848784e+01	4.057404304691193953e-01	3.737553424167192873e+01	5.622836237581219976e+00	2.250261108926136444e+01	2.323790877623461260e+00	3.624545100758656702e+01	4.695728318270198542e+00	1.061497554541910748e+00	4.106271295515831810e+01	1.265453447625040306e+00	5.874806209684793856e+01	9.777001724479376099e-01	4.082418886087502415e+03	9.757712995273041656e+01	7.887149004811669917e-01	-1.626856743194001476e-01	2.477702825439408674e+00	6.609421054922901551e-01
8.346266565782766156e-01	5.046567048410554257e+00	3.525702723828468610e+00	1.266238148164781094e+09	2.876101819049015518e+00	4.353387159856851318e-01	5.881107730173786408e+00	2.522848183590732773e+01	1.037734606609628907e+00	6.451242283218823559e+01	4.272369099858783215e-02	5.384378777619334500e+01	5.448644625416354081e+00	2.649705195585362105e+01	2.893990826022616147e+00	3.174719109078510115e+01	4.512046504779505085e+00	1.014009058060240331e+00	5.126596815945222119e+01	1.360305624776546374e+00	5.824424304663872221e+01	9.829990939144590545e-01	7.055458711148143266e+03	1.183562106083815877e+02	5.454294792633391786e-01	5.268383558606232892e-02	1.376870651071755880e+00	1.032067109424163576e+00
8.255765289484336966e-01	1.398225733849372432e+00	9.470888543528288572e-02	1.266238148129532337e+09	1.893302460850232904e+00	3.653642361017594986e-01	1.481884400486901399e+00	3.115007128142861248e+01	1.863569882038175418e+00	5.451429457463717654e+01	7.183163251503064950e-02	4.500572209300138837e+01	6.199526640542057265e+00	3.254183123856700632e+01	1.879356418222702274e+00	3.941709835188350297e+01	1.519450047067152809e+00	-8.836672432580550129e-01	4.308090226980399251e+01	1.064455417133004955e+00	7.195892959045050929e+01	9.078231060474494241e-01	2.123936536033856100e+03	9.952001666763857202e+01	4.563627410021803832e-01	2.043773772323176797e-03	1.653451410136366873e+00	3.830113543107181440e-01
6.967774361096096269e-01	6.089526368111852328e+00	4.983071403985504411e+00	1.266238148127404213e+09	1.005383798551950925e+00	5.512445348805565803e-01	4.851088933839866613e+00	2.670413660940611678e+01	2.823095699345423260e+00	6.237189421130440081e+01	5.519882697171254460e-01	4.345932853385248507e+01	1.238437434271986382e+00	2.568864212100229594e+01	1.301358028607358275e+00	3.686778702885727199e+01	8.621489141506799569e-01	-3.421218145361757390e-01	4.517731379706639672e+01	1.518879527410021968e+00	6.255642914985956793e+01	7.123440401082642426e-01	4.315714685379919501e+03	1.058312227451568788e+02	8.729429528180141507e-01	-2.327194620605246567e-01	2.341015251516455731e+00	6.917721197229567132e-01
3.505414510988084098e-01	3.505557707246209631e+00	3.725561219668384272e+00	1.266238148167162895e+09	2.026486799213816081e-01	1.761580980942828445e-01	4.000366713923377837e+00	2.151561978357437610e+01	3.489280896057542325e+00	7.143845013346948747e+01	1.788143682464665984e-01	2.504213797403625819e+01	5.788376300502418026e+00	1.502281076445183849e+01	3.559536565236405825e-01	4.285601807535538654e+01	4.066741194684368566e+00	7.402411197011432575e-01	3.586526700396958489e+01	1.743375744640161429e+00	5.787882883980722681e+01	2.494144284286367586e-02	4.127590087499878791e+03	9.648058810750575276e+01	9.648646788615580228e-01	-2.253884076849045903e-01	2.513575186182158472e+00	6.669409184926260448e-01
6.163349854395440142e-01	4.324898639566939984e+00	5.570488107211666318e+00	1.266238148126908541e+09	2.980948834248402513e+00	9.100846251737646497e-01	5.631706445386973847e+00	2.792850617926190182e+01	5.124418717615320418e+00	7.497898946315574165e+01	9.111048687129184032e-01	4.621217437904581971e+01	4.976377501359552369e+00	2.533265507999335497e+01	2.804434973397523567e+00	4.110208843966106684e+01	8.224097182456944211e-01	-3.868381753527809774e-01	5.094756130483928303e+01	1.523467768482568152e+00	6.643474351965441826e+01	2.458662808652658072e+00	5.348336435472353514e+03	1.211911638422015614e+02	3.982703346664807631e-01	-4.568724399771582206e-02	2.067398993578617006e+00	8.242136180799388701e-01
5.021500980451230056e-01	1.507426308398034820e+00	8.803382958223492372e-01	1.266238148168417692e+09	2.005055972306934997e+00	6.688351177881072251e-01	4.841581931221051960e+00	2.600765388101475395e+01	5.492043080790908860e+00	7.499139411292415502e+01	7.676189727982839495e-01	3.765693590634532484e+01	2.949029684356568204e+00	2.141791859671068821e+01	1.789357319358681586e+00	4.265242340903831320e+01	3.957813888663736179e+00	5.676864079409982278e-01	4.572659807485657524e+01	1.057868239129413857e+00	6.407034200574901206e+01	1.008809764595699932e+00	4.827687958995284134e+03	1.126483300192694799e+02	4.677662541487525583e-01	1.454223087445497553e-01	2.310019903872345459e+00	7.581977322543649311e-01
9.030139153237667360e-01	4.781856036556819234e+00	5.051133960310505877e+00	1.266238148126966476e+09	5.730589187719732358e-01	9.296832393336461609e-01	6.055957693451440527e+00	2.542414010203913577e+01	2.523444027500850062e+00	6.268683335730543860e+01	9.515942842563209769e-01	5.660708282922888657e+01	5.009083650284965827e+00	2.775955136452731864e+01	9.536147553326883575e-01	3.074100065730925735e+01	1.296077544079821564e+00	-7.772790648947256464e-01	5.184472853034363737e+01	1.785805750515967016e+00	5.850055202183657599e+01	1.277122459048644076e+00	7.115631346420250338e+03	1.192939161865343181e+02	7.948553064524799261e-01	-5.656384679240941682e-02	1.437507380915861388e+00	1.039193000127679678e+00
9.739774656210014037e-01	3.315985228314251465e+00	2.756556985007377336e-01	1.266238148126918793e+09	6.032638090041524404e-01	2.825482239545391017e-01	5.518555287277759902e+00	2.506834093680063091e+01	4.816170552204805055e+00	5.406915839740031515e+01	5.664812274321345820e-01	5.266214186416044640e+01	4.080615248216076907e+00	2.841931424909158110e+01	5.860164681829053146e-01	2.917861578139451240e+01	7.928581440129391922e-01	-1.779736895086880821e-01	4.645265241595806316e+01	2.619404653119095538e+00	5.759793003048609705e+01	2.357427530065334675e+00	5.579162711868541010e+03	1.067313002615607616e+02	2.547706325596544308e-01	-3.238659091172650939e-01	2.211445547106580811e+00	8.530405555385199845e-01
6.442512845460143245e-01	2.743192153151637669e+00	4.844008381170498367e+00	1.266238148165169001e+09	1.194469034517122275e+00	1.036642949876675768e-01	2.354082068917469073e+00	2.924738177281181706e+01	5.492457952908605279e+00	6.630550274935305310e+01	1.100713728652355922e-01	4.271740531873999203e+01	3.891100842341677080e-01	2.709584812102093920e+01	1.263204917808092187e+00	4.205788761463567482e+01	4.166218295772637248e+00	8.283788926159024735e-01	4.610936170445495463e+01	1.913672485569723358e+00	6.915373573565661047e+01	2.331787520559278626e+00	3.458751484535354848e+03	1.090229080680930451e+02	1.408439749766867699e-01	-3.821909502836334793e-02	1.859521269244757136e+00	5.765295527177044521e-01
5.858437852294896553e-01	4.068064128526129863e-01	2.542071660323923510e+00	1.266238148126197577e+09	6.291107074679122002e-01	3.939645878980646554e-01	1.470269079259914236e+00	2.645547078376156946e+01	5.174060294975473262e+00	7.346575076979681285e+01	1.233845892025806634e-01	4.303945351570406075e+01	5.219722640772284095e+00	2.342503811145442683e+01	5.572153298529108900e-01	3.998512692641819655e+01	8.099022777670370488e-01	-2.057318239259264825e-01	4.860734909442916063e+01	1.011205191394393355e+00	6.341016503787261627e+01	8.433272253294222809e-01	5.453084632480412438e+03	1.165052042855008665e+02	7.341377999148327449e-01	-2.282152579283747672e-03	1.732198764098332733e+00	8.373269367130095064e-01
4.312535723020474165e-01	3.843584730255447113e+00	1.978391581286670586e+00	1.266238148128236055e+09	1.591428886559060230e+00	5.459284807655162552e-01	5.968418247839522017e+00	2.687649289651747964e+01	5.469847670308577214e+00	6.558088859994055042e+01	6.476503919163417722e-01	2.828199248346697914e+01	4.158351789595510439e+00	2.062571422194293191e+01	1.217545843887587242e+00	4.782734694078500581e+01	1.417029226081581328e+00	-8.050704608486256575e-01	3.685306418492876901e+01	2.138873562239528070e+00	6.845306116272793417e+01	1.299105227029052623e+00	2.047297750397525533e+03	9.386288108340752956e+01	2.754520038808773788e-02	-2.481597604216508046e-01	2.173687170660508983e+00	3.712006371822421102e-01
9.563464861353575541e-01	3.310624053010110313e+00	5.751321574778492263e+00	1.266238148153734207e+09	6.421829400386745990e-01	6.899482445592877156e-01	4.343564125280506616e+00	3.529913009291124126e+01	4.464930556515527726e+00	6.661370832959755717e+01	6.902576421813825247e-01	6.370578588945622300e+01	5.250245234909190373e+00	3.965511962726530015e+01	7.746063422011473243e-01	4.146522228310113434e+01	6.051840192749658343e+00	1.075347505010260996e+00	5.670790669452190258e+01	1.540854100018325124e+00	8.112034191036643449e+01	7.592732932967376502e-01	3.677532034402553109e+03	1.303194942190537802e+02	1.225626041881206635e-01	2.558483455499497780e-02	1.317367393881421878e+00	6.064958695939638433e-01
8.888438091321972934e-01	5.447587890418642331e+00	7.686919434385730554e-01	1.266238148124117851e+09	2.207801359873109437e+00	5.759630438928567964e-01	4.443475733867565225e+00	2.906205392541759025e+01	5.827904998523033342e+00	5.943308313890945982e+01	6.194923838257611060e-01	5.282672800565885041e+01	1.004112156551076662e+00	3.148441979835212479e+01	2.066727922554103092e+00	3.542176867844895582e+01	9.512881875117500385e-01	-5.351974418058196292e-01	4.876231570524858228e+01	1.947903226296987311e+00	6.690618847680107706e+01	4.489661326119237517e-01	4.210156140757007051e+03	1.122598111445683173e+02	6.652027190947516939e-03	-1.199071498786730416e-01	1.291292201943789797e+00	6.778688743193472810e-01
6.846313442200709920e-01	2.373054975207121942e+00	3.907548626309943263e+00	1.266238148159487724e+09	5.794952871471604761e-01	8.092573016402453412e-01	3.238495261107568801e+00	3.294712052640822719e+01	4.129329147305861980e+00	7.705847300959030122e+01	8.916851436281326704e-01	5.275664596010187068e+01	5.417745021279140261e+00	3.142687161546987085e+01	8.272183647348551050e-01	4.590334912473402085e+01	5.559832541875152856e+00	1.158615206502709327e+00	5.530870505611845545e+01	1.137435232391212470e+00	7.733022074020389880e+01	2.603459756634354250e+00	4.216536182949525937e+03	1.298151189696921790e+02	2.534412598412341677e-01	1.562350165693602300e-01	2.266738145132929816e+00	6.787113463158840343e-01
4.057815585075943421e-01	3.875622566991821394e+00	1.259301987327586581e+00	1.266238148127326012e+09	1.694315446334581088e+00	7.597340673220972507e-01	3.872716550253469059e+00	2.861654473702202139e+01	5.162834578745930658e-01	8.416214368880596908e+01	7.861217051729669780e-01	3.415144583338378226e+01	2.906016738352589553e-03	2.135589048202051288e+01	1.277071671859377089e+00	5.262903164097544817e+01	1.239421895529744688e+00	-8.402189180364234566e-01	4.576238009591758527e+01	1.310964269067567356e+00	7.398492212299595394e+01	3.043693337217694417e+00	3.623686667592932736e+03	1.183135895221897442e+02	5.463847264292222283e-02	1.526777523162796968e-01	9.629216873048360714e-01	5.991581274560208170e-01
7.678210997044240260e-01	8.344903484511405622e-01	5.466400057007335000e+00	1.266238148162003994e+09	2.672960494639331497e+00	2.749413384057562415e-01	2.826848005303407518e+00	2.850198736463887172e+01	6.089824607832731829e+00	6.614082727914463078e+01	4.452278021905971550e-01	5.078432273683319664e+01	4.290827650327319276e+00	2.873868040701397319e+01	2.730993602085436400e+00	3.742887557801817167e+01	3.627072110684025574e+00	1.023698129873078511e-01	5.036606080958735276e+01	6.655979783853446241e-01	6.616755598503215197e+01	1.500408963114710503e-01	4.897284120350492231e+03	1.169251500159778345e+02	9.294557588754488731e-02	1.812242324550142059e-01	2.001885538459124092e+00	7.671069797776365329e-01
8.438766638003664111e-01	1.621082172770925922e+00	3.897205884127488140e+00	1.266238148129545212e+09	1.023753079083765227e+00	5.599901333442071083e-01	5.663083293175573019e+00	2.874920571883032139e+01	4.352225198812048612e-01	6.371384283174077723e+01	9.133943094107369598e-01	5.376662512675029859e+01	2.241184186774939580e+00	3.035874505020689540e+01	1.111481559130552688e+00	3.597533425499342741e+01	9.045539395511923431e-01	-4.094713590169618556e-01	5.091606270350893482e+01	6.463697942004120733e-01	6.633407930520031925e+01	1.446314862812075441e+00	4.928094368670558652e+03	1.174804679584910758e+02	6.898606745694414455e-01	3.418274941907131770e-01	1.741426958775186051e+00	7.710424142312787277e-01
8.428338829023521717e-01	5.707828177062001629e+00	6.129944775497659037e+00	1.266238148125616312e+09	1.123903286635245413e+00	2.832299688988850761e-01	5.299209248742964284e+00	3.146349306379332234e+01	3.583172357984221623e+00	6.079225983718739457e+01	4.935867848633695293e-02	5.123777640898536845e+01	4.086189283190372890e-01	3.320480762602198865e+01	1.141579377386600314e+00	3.939662168264892017e+01	1.448838995492337745e+00	-9.461981813980426814e-01	4.855078339273124044e+01	1.812471306572060348e+00	7.260142930867091593e+01	2.620374503701894398e+00	3.218137119630061534e+03	1.120300362461727559e+02	3.906167852666447282e-01	-9.076184606915066455e-02	2.062532815272580589e+00	5.430830675504735305e-01
4.597301661910991322e-01	4.267589598204169832e+00	4.138776996310483014e+00	1.266238148165287256e+09	9.149949574485630732e-01	4.930873927443845117e-01	1.051765231862892058e+00	2.875721077634780798e+01	2.590073769947450616e-02	8.378841375592394058e+01	6.330971943437391225e-01	3.852006138089949161e+01	3.215824366341278662e+00	2.273015922411503453e+01	1.100798231201691957e+00	4.944239228945145470e+01	4.492014236463660382e+00	1.057855423036786702e+00	4.873390957478036256e+01	8.928293089292844709e-01	7.217255151356648923e+01	8.899456890193768732e-01	4.337768673549065170e+03	1.223084751368234322e+02	3.162968970080565212e-01	2.280715282469427674e-01	2.027786617283784398e+00	6.946674680585839257e-01
6.613083087186157893e-01	5.715520298340248218e+00	4.422791584078533234e+00	1.266238148123782873e+09	2.962765253211378180e+00	2.330128711038193523e-01	3.182187205874438707e+00	2.429243890301063757e+01	2.865206884679135868e+00	7.467575700684726314e+01	1.614352144761138086e-01	4.938369856848048300e+01	2.533333092465810399e+00	2.278886828348019122e+01	2.999150561849223795e+00	3.446027818346490790e+01	9.009511840550885609e-01	-5.751241807314468879e-01	5.264195068208547212e+01	1.133702202900686906e+00	5.724914646694509912e+01	5.181935868331857264e-01	8.211390352857866674e+03	1.240594555753277461e+02	4.137557359564238979e-01	1.120058637559392528e-01	1.125968683905912648e+00	1.167009697637292343e+00
8.287904805580619261e-01	2.929824142032384060e+00	5.444470209802382277e-01	1.266238148165751696e+09	8.336666664932086412e-01	1.196371595298127422e-01	9.755335517440331117e-01	2.978592250405749198e+01	8.617127168308871266e-01	5.928444265245997968e+01	1.457483751982479800e-02	4.913438171554916778e+01	1.954290590288350504e+00	3.117609724041290775e+01	8.167024610971850285e-01	3.761637949728940100e+01	4.458110935177614920e+00	1.041612787691275521e+00	4.694342831876359412e+01	1.255443893333433536e+00	6.879247673770231586e+01	1.761138551487880788e+00	3.455110415428492161e+03	1.084188243680091546e+02	1.845663058981408533e-01	-4.734249080277672800e-02	2.208750764624217933e+00	5.760273435334721803e-01
6.111167919280895422e-01	4.446273967049446441e+00	1.006858949764591449e+00	1.266238148124697685e+09	1.117327331508877641e+00	3.359734094128273840e-01	4.818053130920318949e+00	2.774885199805086344e+01	5.770602782958288657e+00	6.701896386066142952e+01	1.580290156068852314e-01	4.095641419287198204e+01	5.911406143308712835e+00	2.506802460307295632e+01	9.661602477476103346e-01	4.102002257863456691e+01	9.438382726140162049e-01	-5.340512781265043252e-01	4.533637946364380866e+01	1.529685817745197074e+00	6.608804718170752324e+01	9.202585788429278324e-01	3.879497092898529900e+03	1.079753780535334045e+02	7.776836088802178137e-01	-1.885706140015584176e-01	2.282230315863191361e+00	6.338109939405177640e-01
