phi_12	total_mass_source	mass_2_source	theta_jn	phi_2	chi_p	mass_ratio	chirp_mass	chirp_mass_source	mass_1_source	dec	psi	luminosity_distance	mass_1	tilt_1	a_1	tilt_2	iota	total_mass	ra	a_2	chi_eff	mass_2	phi_1	phase	phi_jl	geocent_time	redshift
4.065633920483893604e+00	7.478884242150496675e+01	3.564880701980857225e+01	2.783190893487960338e+00	1.962022219786410560e+00	1.753260011919263173e-01	9.108016038806008297e-01	5.265214213034573021e+01	3.251115261232031628e+01	3.914003540169639450e+01	-1.244548059548776564e+00	2.974603284697268979e+00	3.773461383901682439e+03	6.338768519009460078e+01	1.237364465384287682e+00	1.855449439251995458e-01	1.350562198559141835e+00	2.812379020257495643e+00	1.211212905275113769e+02	3.127253924371125038e+00	7.345505090876057464e-02	3.942957447447473923e-02	5.773360533741676903e+01	4.179573606482103187e+00	3.272712586157715542e+00	4.050816746842055949e+00	1.248617394611106157e+09	6.195101649639098707e-01
1.533391000255773573e+00	7.232792289943331809e+01	2.709147566565621901e+01	7.449746807171296892e-01	4.650875408579584480e+00	9.771141902231663678e-01	5.988860160845606018e-01	4.864361016348270539e+01	3.027830028344106950e+01	4.523644723377711330e+01	-1.384701060312166998e+00	1.702324865399971854e+00	3.677931620944565111e+03	7.267462452719723842e+01	1.624767902519656415e+00	9.785390526594790472e-01	1.259022514862030651e+00	3.668415659657432437e-01	1.161984408807316811e+02	3.037994952114040359e+00	7.002321159792619376e-01	4.743909140406323693e-02	4.352381635353444977e+01	3.117484408323811351e+00	1.301335679516758992e+00	1.541236059391357216e+00	1.248617394617173195e+09	6.065502260074174812e-01
3.349576727363950956e-01	8.101623607770295621e+01	3.195596001096828687e+01	2.083514728792359882e+00	1.349865373674886015e+00	2.609140135627268098e-01	6.513611942888357653e-01	4.222589006946857637e+01	3.431268485704936921e+01	4.906027606673468000e+01	-2.815128479109474391e-02	2.936386347676970487e+00	1.184356516740774850e+03	6.037457670836025869e+01	1.946463703385543198e+00	2.804733942292496618e-01	2.227941080043607247e+00	1.969310675646095410e+00	9.970023309780071941e+01	2.768152413273952561e+00	1.605322373512853007e-01	-1.009942406332196285e-01	3.932565638944046782e+01	1.014907700938491253e+00	3.671622606768755404e+00	1.603504542822199452e+00	1.248617394627553940e+09	2.306204030779444025e-01
5.126124790782174756e+00	6.768082176785827642e+01	2.592451521850698981e+01	5.850793692758103903e-01	4.487985907967880550e+00	5.060094295318804392e-01	6.208526893504604516e-01	4.803581952573330938e+01	2.848173937605037409e+01	4.175630654935127950e+01	1.352023382374871741e-01	1.751101938791408186e+00	4.275984146715979477e+03	7.042401375080564208e+01	1.426867921198728073e+00	2.410085086634579099e-01	1.688184244843468740e+00	7.406431093063359228e-01	1.141469520828471360e+02	1.403204159217153801e+00	8.774160833394563097e-01	-1.803465597959156771e-02	4.372293833204149394e+01	5.645046424365292026e+00	2.408118182423881759e+00	4.100297851710822172e+00	1.248617394643728495e+09	6.865479629423723029e-01
3.720436466611524828e+00	6.928274846399740738e+01	3.333358580574191876e+01	2.272834487315070096e+00	4.715562276219378290e+00	9.080487328874604636e-01	9.272423428223324215e-01	5.352725003878126842e+01	3.013127205246313878e+01	3.594916265825548152e+01	-9.189707574325622907e-01	2.109631219056038898e+00	4.970640761441592076e+03	6.386254834986156936e+01	1.494947971015590626e+00	9.106669986534502437e-01	6.855473534986831208e-01	2.358469230197292266e+00	1.230786073003916954e+02	3.369675149229969691e+00	7.588712861397708398e-01	3.184282825288917151e-01	5.921605895053011892e+01	9.951258096078534621e-01	1.749313731534620636e-02	3.869823557993107954e+00	1.248617394612284184e+09	7.764683132388889852e-01
2.232690470998494714e+00	7.220915186231991356e+01	3.330299743748815189e+01	2.148739946945864787e+00	1.527825479730565483e+00	5.106170695570217966e-01	8.559827597926922271e-01	4.693291916549097920e+01	3.131717140732546412e+01	3.890615442483175457e+01	-1.470246983069988467e+00	8.558456405568402037e-01	2.904458603174564360e+03	5.830601291895791860e+01	1.118855901972031441e+00	5.050658331795860878e-01	1.322558120313295893e+00	2.054666054144099085e+00	1.082149547698358845e+02	2.180513072557829446e+00	6.291873575174916633e-01	1.901385936436057189e-01	4.990894185087796586e+01	5.578320315911657445e+00	4.600111132031632799e+00	1.869535970704653272e+00	1.248617394618880749e+09	4.986321259688480945e-01
2.220544534648680735e+00	7.843206409912953347e+01	3.732033648869397524e+01	8.704704844604169711e-01	4.502963904812074425e+00	1.368014858469114303e-01	9.077783556636719320e-01	4.634621952495587038e+01	3.409165131699099760e+01	4.111172761043555823e+01	-7.266291221304626013e-01	9.249442495444156753e-01	1.971712429791422437e+03	5.588972898868684069e+01	6.392141095812186036e-01	2.293153458897787822e-01	5.628936115529068474e-01	8.410976103108303015e-01	1.066252152685252383e+02	1.099561824967992152e+00	3.262463826680208484e-02	1.095971469699041773e-01	5.073548627983839765e+01	2.282419370163394134e+00	2.684451830490576008e+00	1.905212039329629237e+00	1.248617394634827614e+09	3.594595079604517851e-01
4.896968852125373139e+00	5.451830052051486319e+01	2.197680385003857495e+01	5.603789805718764616e-02	5.806624400891452709e+00	5.020587513513331546e-01	6.753470521832920515e-01	3.883597591875559374e+01	2.319170998028604203e+01	3.254149667047629180e+01	-6.968173295116097954e-01	2.529798928794027013e+00	4.185139773410199268e+03	5.449278134855735090e+01	1.920753042094831775e+00	5.344532712922320794e-01	2.116914193537560163e+00	1.460595992813993604e-01	9.129432059757422735e+01	3.268022761569390866e+00	2.171777090288560252e-01	-1.548442340535615691e-01	3.680153924901688356e+01	9.096555487660795691e-01	5.698342890388095050e-01	2.271371136211438380e+00	1.248617394615992069e+09	6.745628481801408949e-01
5.804040286555585126e+00	8.917746869874692095e+01	3.957526641445968352e+01	2.456425697580328027e+00	2.150014603295890225e+00	8.267525986733261778e-01	7.978530103893424208e-01	5.700375192900932575e+01	3.852155904800927289e+01	4.960220228428723033e+01	3.151061344888350657e-01	2.454998692948687555e+00	2.773670595629177569e+03	7.340075801766309382e+01	1.010726385819303630e+00	9.758440453114083368e-01	1.990242855965864699e+00	2.357544294947923280e+00	1.319637737669152671e+02	2.470860693038872569e+00	1.152236137801087995e-01	2.675264009679565458e-01	5.856301574925215903e+01	2.629159623919891331e+00	1.099036814924264194e+00	3.165679487172916584e-01	1.248617394636052847e+09	4.797882883703061263e-01
4.167636553308656566e+00	6.220767363479058787e+01	3.090282639747891480e+01	5.471894217247651460e-01	9.528089448309016163e-01	4.742154813955022363e-01	9.871578724922318582e-01	4.185545881338266128e+01	2.707678412736418139e+01	3.130484723731167307e+01	-3.415266128974647764e-02	1.315272009289414124e+00	3.237582324232050723e+03	4.839122467561975327e+01	2.648025489243930775e+00	3.640794232765683369e-01	1.249360926999081078e+00	4.989285966968469155e-01	9.616100307369814004e+01	1.428480056888389527e+00	5.072524601925615384e-01	-8.173903036444268855e-02	4.776977839807838677e+01	3.068357698701831282e+00	4.507928725454608987e+00	2.545225901294427828e+00	1.248617394646016359e+09	5.458061273636606314e-01
2.154288341705687948e+00	7.252579237832412673e+01	2.981600475050305121e+01	2.953791432812023832e+00	4.943738365415815572e+00	5.797745437097188148e-01	6.981070711548321706e-01	5.055164821367895200e+01	3.096617901036532672e+01	4.270978762782106486e+01	4.508563893701458269e-01	2.067294513943203516e+00	3.869596252984521016e+03	6.972284693955454316e+01	5.949924431032964645e-01	3.853096663108800946e-01	1.562905063848102571e+00	3.036721087802507935e+00	1.183968594091036266e+02	2.194795753241947978e+00	8.738065652433646413e-01	1.907470753303389666e-01	4.867401246954907634e+01	2.789450023710127624e+00	2.446125602093808027e+00	4.222715332829419133e+00	1.248617394640387774e+09	6.324793639136998546e-01
6.678929569108862374e-01	7.329783668803143826e+01	2.525971530675423793e+01	2.676773871129183302e+00	1.055428399034363807e-01	1.397316061061388837e-01	5.258264599122974836e-01	4.195658441376149739e+01	3.001860101715313078e+01	4.803812138127720743e+01	9.782000026545611959e-03	1.568481534790598486e+00	2.219993055067184741e+03	6.714221937459306844e+01	5.843268475887267721e-01	1.556612519798011574e-01	1.387854545117965133e+00	2.622818994851768171e+00	1.024473748989902049e+02	2.601326264858386139e+00	2.953567579816939737e-01	1.036083176675540590e-01	3.530515552439714355e+01	5.720835190172135931e+00	5.494266359070955730e+00	2.177830483979358966e+00	1.248617394631256104e+09	3.976862009587588953e-01
2.260269562046885117e+00	7.504763470559282723e+01	3.646064210152093921e+01	9.285755761707149558e-01	1.074326970946781756e+00	2.972297769476443530e-01	9.448946300539999843e-01	4.840765886372005156e+01	3.265064348717191933e+01	3.858699260407188802e+01	-1.387060952039857575e+00	2.269297472447870501e+00	2.793061655317246277e+03	5.720885639784344789e+01	2.033706273991447766e+00	3.321905613426117676e-01	1.990913683397006029e+00	9.121932978562770078e-01	1.112651975996961369e+02	1.406359108684142711e+00	1.791039393537537383e-01	-1.117624198806288771e-01	5.405634120185269609e+01	5.097242716079482427e+00	4.326394774052614856e-01	2.847395793331062741e+00	1.248617394617043257e+09	4.825943287377750801e-01
2.563670952140946202e+00	7.480597455888182878e+01	3.638812975072139011e+01	9.304156193242960615e-01	4.876526644346968808e+00	1.604933584029936688e-01	9.471673888117765339e-01	5.100522163434744982e+01	3.254680653860918937e+01	3.841784480816043867e+01	-7.946488634205084445e-02	3.003892861528485891e+00	3.390776000322690834e+03	6.020592794041668583e+01	1.500012315378012939e+00	1.608962655500780492e-01	1.064158079749349062e+00	9.295169157435061447e-01	1.172310194987311434e+02	1.325679094809771641e+00	1.507154983928004621e-01	4.141853652523198870e-02	5.702509155831445042e+01	2.312855692206021274e+00	3.127383269401032617e+00	3.092428425611964737e+00	1.248617394641077042e+09	5.671344460121350295e-01
1.035765619268509630e+00	7.393549183206816622e+01	3.116460690383710030e+01	6.240815824065379935e-01	7.880500387587110467e-01	9.357134751843050602e-02	7.286406852729575556e-01	4.947414143291543098e+01	3.170409350907191381e+01	4.277088492823106947e+01	-1.334854815146762519e+00	2.376127333272818110e+00	3.342933338305821053e+03	6.674383576192647638e+01	1.523465852966521261e+00	4.893245823295475777e-02	2.660586420599192481e-01	6.519302633209407283e-01	1.153761099892423090e+02	1.280662680651317942e+00	5.108222310810807132e-01	2.090803586640733458e-01	4.863227422731583971e+01	6.035469726669787427e+00	7.252446623480076626e-01	4.223423127297525781e+00	1.248617394620246172e+09	5.604969566077875331e-01
4.499488973812470149e+00	8.922676604984347648e+01	3.915728751376062178e+01	1.022179745975347220e+00	4.099934414950427986e+00	3.044507819550623662e-01	7.820590239529198184e-01	5.298812284724107968e+01	3.848862270933185670e+01	5.006947853608284760e+01	1.794635367315671193e-01	4.497646200334553535e-01	2.083048531149986047e+03	6.893173859723479779e+01	4.926078296725778238e-01	6.437608821277800430e-01	1.567693090392235922e+00	1.074207381013521534e+00	1.228404268039660536e+02	2.971962182111546724e+00	3.053905908963394089e-01	3.187102678180013249e-01	5.390868820673125583e+01	5.883630748317544068e+00	1.688980398763449520e+00	3.789684312437939795e+00	1.248617394626638412e+09	3.767217197510605575e-01
1.069889586460159858e+00	7.000171263931503063e+01	2.842907972420533014e+01	5.086524712374165258e-01	4.587740637035959246e+00	6.333179512299658143e-01	6.838412130946052159e-01	4.914609499720668140e+01	2.982088074996343607e+01	4.157263291510970049e+01	-1.534800283177235602e-01	3.027610031088933340e+00	3.985659725031037397e+03	6.851348837282372983e+01	1.165835204608044240e+00	6.890498799594726442e-01	1.483960382735660000e+00	7.212002785430954299e-01	1.153658353750386425e+02	3.207672702619838390e+00	3.052683638572616931e-01	1.719750221193821760e-01	4.685234700221490556e+01	3.517851050575799832e+00	3.925543647241261702e+00	4.391718887867122945e+00	1.248617394619557858e+09	6.480430410247672857e-01
3.527120938689945362e+00	6.818683185479876840e+01	3.121334003353167219e+01	2.520715507564499358e+00	2.002086546372135345e+00	4.512722800036050863e-01	8.442086071940277936e-01	5.111695673041069199e+01	2.955277887986288121e+01	3.697349182126709621e+01	-1.081337784663978230e+00	1.996784117795083580e+00	4.606398718605949398e+03	6.395244214708085195e+01	8.215899326199525010e-01	6.162988844141070732e-01	1.701627367547150049e+00	2.483958416637904953e+00	1.179416442587246081e+02	3.408980831058379124e+00	1.680238574663184270e-01	2.175622039430972210e-01	5.398920211164376326e+01	4.758150914861776215e+00	5.285861730119261637e+00	3.831455324230725878e-01	1.248617394613109589e+09	7.296835921322285534e-01
1.497659655541421220e+00	7.326469071387728604e+01	3.056588713748390518e+01	9.524166211474930366e-01	3.120728943786216902e+00	2.929494828255174155e-01	7.158487961564964364e-01	4.686741652354962184e+01	3.136264503700202866e+01	4.269880357639337376e+01	2.503723820150369761e-01	1.715285792837414114e+00	2.874764995313292275e+03	6.380783922756001658e+01	1.052959391566581804e+00	3.371529552136852681e-01	1.658873915026923607e+00	1.035528228684864382e+00	1.094846041239561316e+02	1.454705816186930178e+00	3.762507811689411175e-02	9.588381297508202783e-02	4.567676489639610793e+01	1.623069288244796127e+00	5.760220540037852999e+00	4.282665374049317464e+00	1.248617394647031546e+09	4.943706587328611790e-01
3.218988674667278560e-01	7.172912143003792096e+01	3.093881771055526286e+01	2.252612947997498782e+00	2.703264942673273552e-01	7.699483927182215748e-01	7.584846125030925146e-01	5.357614518323379826e+01	3.086720379617176491e+01	4.079030371948265810e+01	5.434599272303883843e-01	1.125707479907166686e+00	4.652888242316058495e+03	7.079965028818847372e+01	1.261432156994680254e+00	8.083215652424902142e-01	1.190808241772779663e+00	2.494809758974909197e+00	1.245000956023795737e+02	1.775749912699126298e+00	3.744974884021279316e-01	1.998612883269209883e-01	5.370044531419110001e+01	6.231612933980185787e+00	2.088095948468915886e+00	5.116747099721010272e+00	1.248617394648177862e+09	7.356980417474179301e-01
5.368384057841677937e+00	6.684351991743584165e+01	3.098987369914254231e+01	9.182938506237584564e-01	4.151482828299468686e+00	6.171497496437829966e-01	8.643437130623228271e-01	5.127323949945211012e+01	2.900280607798427823e+01	3.585364621829330645e+01	4.934366954653923720e-02	2.932219075484968851e+00	4.903267716508654303e+03	6.338464576621214519e+01	1.567727507833707401e+00	2.805259543415133949e-01	8.651149489082814448e-01	1.098940487040963365e+00	1.181707658389199906e+02	1.320214792208304289e+00	9.577488710764323621e-01	2.884384706729655745e-01	5.478612007270784545e+01	5.066284077637376981e+00	3.455399599766888930e+00	4.772977834553334908e+00	1.248617394647067785e+09	7.678716797811189210e-01
2.981560505500521874e+00	6.066846294919012195e+01	2.487655673047980898e+01	1.589102289815726710e-01	1.141211857826985643e+00	5.651356148280667346e-01	6.950330216688912488e-01	4.812638319665546049e+01	2.589121669039615270e+01	3.579190621871030942e+01	-7.273923366019352521e-01	2.320517251722898688e+00	5.625458667926540329e+03	6.652970444063176103e+01	1.416835676647701270e+00	5.719003657382184524e-01	1.014278123669719589e+00	1.024540671517324836e-01	1.127700459487423075e+02	3.363058985209299578e+00	9.278255529428085513e-01	2.527054099448903246e-01	4.624034150811054644e+01	4.442836659506050445e+00	5.779213790335756329e+00	1.277543876362091879e+00	1.248617394613979578e+09	8.587918741766591424e-01
1.899379639190206914e+00	6.846846598504585302e+01	2.845243067689457561e+01	2.121901020157261009e+00	3.617131752820762269e+00	2.710420876381793298e-01	7.110257290056620771e-01	4.489529390588187852e+01	2.928963362967056128e+01	4.001603530815128096e+01	3.481097593356194952e-01	1.535082895828528748e+00	3.144976668202086330e+03	6.133677494305362643e+01	1.523492212452915107e+00	1.410154012433298965e-01	1.774903672385833131e+00	2.075890966901774881e+00	1.049488000617945573e+02	1.710978338031878820e+00	4.085279954296234250e-01	-3.051324185372812636e-02	4.361202511874093091e+01	1.717752113630554689e+00	2.604975310768002927e+00	2.404575513574222612e+00	1.248617394645711422e+09	5.328048986042179802e-01
5.906672215482315913e+00	7.326779866512562478e+01	2.966771129162871290e+01	8.595353893984377658e-01	2.293136653155922744e+00	2.941518947692675634e-01	6.804507302355260467e-01	4.494830515005370586e+01	3.119465691414186281e+01	4.360008737349691188e+01	-1.219128550965930646e+00	1.096587899475619965e+00	2.508043517667012566e+03	6.282325967638723796e+01	2.028520922057258424e+00	3.279064764086168648e-01	9.836293092924600634e-01	9.741615431211253506e-01	1.055713925989610118e+02	3.042408285115179467e+00	9.835577902367124981e-02	-6.416555483716471220e-02	4.274813292257377384e+01	2.669649744853192175e+00	5.075792447808050945e+00	4.547559665077632651e+00	1.248617394614148855e+09	4.408975637644128587e-01
