phi_12	total_mass_source	mass_2_source	theta_jn	phi_2	chi_p	mass_ratio	chirp_mass	chirp_mass_source	mass_1_source	dec	psi	luminosity_distance	mass_1	tilt_1	a_1	tilt_2	iota	total_mass	ra	a_2	chi_eff	mass_2	phi_1	phase	phi_jl	geocent_time	redshift
5.470351371463040735e+00	6.268610988779027338e+01	1.936565289118770750e+01	8.665314709120076619e-01	3.494897203130972851e+00	2.616309266082681995e-01	4.470325161321929697e-01	3.882611669933812948e+01	2.481994642526702677e+01	4.332045699660256588e+01	2.055009499999999878e-01	5.638122499999999704e+00	3.370406800000000203e+03	6.776667000000000485e+01	1.740479158754652200e+00	2.654431207505636992e-01	1.161271318462383517e+00	6.972510600000000336e-01	9.806057500000000005e+01	1.406527599999999989e+00	5.993222179177482012e-01	4.274402117128681816e-02	3.029390499999999875e+01	4.307731138847518793e+00	8.747231199999999651e-01	1.770513249404897627e+00	1.248617394629394531e+09	5.643110599067465705e-01
3.278101462923684206e+00	6.834843910475044026e+01	2.754541319085022621e+01	2.213193492354970537e+00	2.626955109364478957e+00	2.697595896542523408e-01	6.750826090441109928e-01	4.539505570528654488e+01	2.907363121424316432e+01	4.080302591390021405e+01	-1.318535800000000036e+00	7.588773199999999663e-01	3.349306799999999839e+03	6.370912599999999770e+01	2.080128848569334554e+00	3.089781345633951237e-01	7.634144916266986103e-01	2.169807599999999947e+00	1.067180490000000077e+02	3.744849700000000059e+00	4.265135430365026292e-01	3.424834061466605628e-02	4.300892300000000290e+01	5.632038953620380539e+00	5.904593000000000202e+00	1.992440320425420186e+00	1.248617394629394531e+09	5.613823870424385909e-01
5.403264607014980569e+00	9.082962334245740976e+01	4.068094969033118957e+01	1.868432372360710580e+00	4.043902949646227540e-02	7.140459990939364010e-01	8.112068919814071633e-01	5.540032673160656174e+01	3.927758867574546997e+01	5.014867365212621309e+01	-2.062422299999999986e-01	3.690746700000000047e+00	2.304489700000000084e+03	7.073379500000000064e+01	9.246909463021734110e-01	8.943072939727991777e-01	1.570988973128282451e+00	1.810983900000000091e+00	1.281135370000000080e+02	3.185642300000000038e+00	1.399725065765967669e-01	2.972735461838976190e-01	5.737974200000000025e+01	9.203597296610688261e-01	5.134424100000000379e+00	2.873903801999822871e+00	1.248617394629394531e+09	4.104818701820445170e-01
5.725590708608903512e+00	7.843289288514637292e+01	3.627408313799011097e+01	1.191365594024685892e+00	5.604807057083396771e+00	2.516451662376879561e-01	8.604152573457533038e-01	4.881286568433799999e+01	3.402445867567824678e+01	4.215880974715626195e+01	-3.326864600000000172e-01	2.525322300000000020e+00	2.465862599999999929e+03	6.048273499999999814e+01	5.175146476939983531e-01	5.086599821900834595e-01	1.750950975822474165e+00	1.252147300000000074e+00	1.125230029999999886e+02	3.160502199999999817e+00	1.796234442040691437e-01	2.227239367810066317e-01	5.204026799999999753e+01	6.162401655654079491e+00	2.699932800000000022e+00	5.556409581306205325e+00	1.248617394629394531e+09	4.346404787692028648e-01
1.020469281033918207e+00	6.765080793840770923e+01	2.769189448356125638e+01	2.611006070141601132e+00	3.614697406458285300e+00	3.751438604234680896e-01	6.930091959295409110e-01	4.626932109265955972e+01	2.886191914374602518e+01	3.995891345484645996e+01	-3.393789199999999728e-01	1.620278600000000013e+00	3.652788799999999810e+03	6.405921200000000226e+01	1.474466381753311683e+00	3.768911816174126961e-01	2.068155729269776977e+00	2.755965600000000126e+00	1.084528349999999932e+02	3.016081799999999813e+00	2.897144390890157295e-01	-3.516884060482101948e-02	4.439362299999999806e+01	2.594228125424367093e+00	5.378532800000000336e+00	4.971434066856191158e+00	1.248617394629394531e+09	6.031269737198151626e-01
3.975233545274530655e+00	7.101364163743606639e+01	3.317271372394964146e+01	2.177396804339600145e+00	2.758830518215917849e+00	5.808519360358487260e-01	8.766358425403980581e-01	4.199773589738744306e+01	3.083026871885824960e+01	3.784092791348642493e+01	1.698717199999999830e-02	1.427225299999999919e+00	1.989455600000000004e+03	5.154782500000000312e+01	1.872883977748458939e+00	6.084019173225202470e-01	1.722367444926717672e+00	2.316056099999999951e+00	9.673649600000000248e+01	2.932464500000000029e+00	1.613256860869144091e-02	-9.759136276001657839e-02	4.518867099999999937e+01	5.066782280120973425e+00	3.271010500000000043e+00	5.127709560746492201e+00	1.248617394629394531e+09	3.622241272161952907e-01
2.919276590297268825e+00	6.005834239087825210e+01	2.996115525087933662e+01	6.135721443384533069e-01	2.322569960399340161e+00	7.211768226597784492e-01	9.954802457622760059e-01	4.670584677147883212e+01	2.614183143139205967e+01	3.009718713999891548e+01	-1.245256399999999930e+00	6.277801199999999859e+00	5.050551699999999983e+03	5.377261399999999725e+01	8.290577979954228960e-01	7.018980268737388117e-01	1.839676304119046479e+00	6.057026199999999694e-01	1.073021889999999985e+02	2.873280199999999951e+00	7.519379943449957526e-01	1.379772654812221888e-01	5.352957500000000124e+01	5.686478677281657568e+00	1.421173599999999926e+00	1.865510126307911021e-01	1.248617394629394531e+09	7.866325430969138832e-01
6.235447649003438286e+00	6.790312137121510716e+01	2.178322852808028287e+01	2.474111625195437369e+00	1.086819069356025125e+00	2.747040145038747161e-01	4.723174141399339443e-01	4.252487262735238005e+01	2.721625558331125205e+01	4.611989284313482074e+01	-6.833906400000000492e-01	1.371317899999999979e+00	3.357215900000000147e+03	7.206144000000000460e+01	1.786436177215325882e+00	2.812170912630856390e-01	1.225979952850612120e+00	2.650296700000000172e+00	1.060973130000000140e+02	3.281596299999999911e+00	4.332907078957222158e-01	6.115604837474059897e-03	3.403587300000000226e+01	1.134556727532172182e+00	2.280455000000000121e-01	4.545240486642755151e+00	1.248617394629394531e+09	5.624806468024289297e-01
1.433785196656283567e+00	5.528271643468028884e+01	2.749489032419408829e+01	2.611552386448300900e-01	2.504079442193848593e+00	8.777047463586502563e-01	9.894581251110690090e-01	5.266520713876148108e+01	2.406279457623681850e+01	2.778782611048620410e+01	3.674759699999999851e-01	1.859937600000000080e+00	8.399900299999999334e+03	6.081802400000000119e+01	1.500539696792453581e+00	8.798753831160652794e-01	8.974447565957655026e-01	4.704367600000000094e-01	1.209949119999999994e+02	1.401322799999999980e+00	6.736670005035866327e-01	2.399863032736266610e-01	6.017688799999999816e+01	1.070294245537565914e+00	5.974367700000000170e+00	4.136928237799560648e+00	1.248617394629394531e+09	1.188657139215697933e+00
1.833091606278482333e+00	8.293519527718520123e+01	3.931399613089963196e+01	1.035305690662374101e+00	2.631888082932086093e+00	4.836631079026570412e-01	9.012589497839904595e-01	5.068588102579197141e+01	3.604118818662922052e+01	4.362119914628556927e+01	-1.291247199999999928e+00	3.130622799999999817e+00	2.277011899999999969e+03	6.134589400000000126e+01	7.492634245717217922e-01	3.707227802053240651e-01	1.011240744714599238e+00	1.124196399999999985e+00	1.166344300000000089e+02	1.233299099999999981e+00	6.426915667956150102e-01	3.044832219364317916e-01	5.528853600000000057e+01	7.987964766536030936e-01	5.282207599999999559e+00	4.170545998917677188e+00	1.248617394629394531e+09	4.063321320964584649e-01
5.507130194462630079e+00	6.867302363909416840e+01	2.934659207825510308e+01	2.339689642063142117e+00	1.157963770718694718e+00	1.123442373395003024e-01	7.462307388061670821e-01	4.736601673872227991e+01	2.951128333525829817e+01	3.932643156083906888e+01	2.433425200000000066e-01	3.424450400000000005e+00	3.666642199999999775e+03	6.311946499999999816e+01	2.483334798971477575e+00	1.832919778324924032e-01	3.061812972086272455e-01	2.306396499999999961e+00	1.102211499999999944e+02	1.499581899999999912e+00	5.206441201818112763e-01	1.291102882466790835e-01	4.710168500000000336e+01	1.934018883435651759e+00	4.023148700000000133e+00	2.519801013039344451e+00	1.248617394629394531e+09	6.050137908483371740e-01
1.373941050437647915e+00	6.596230562648200646e+01	2.749118143413210547e+01	6.853708864997301031e-01	1.341909824749006219e+00	4.523354681243595410e-01	7.145926200825400976e-01	4.831389401013913698e+01	2.823175024520218912e+01	3.847112419234989744e+01	-9.086103300000000216e-01	3.737866700000000098e+00	4.465174699999999575e+03	6.583686099999999897e+01	1.181028602434914143e+00	4.890127213285270225e-01	2.129824714000454478e+00	6.943162400000000289e-01	1.128833960000000047e+02	3.405504399999999876e+00	7.211110975415752078e-01	-5.102341234792039104e-02	4.704653499999999866e+01	6.251154081490944314e+00	5.941542499999999727e+00	3.068518506999261319e+00	1.248617394629394531e+09	7.113318724668790116e-01
5.291267630662915167e+00	7.464695891512225501e+01	2.001120799646569637e+01	1.026964298134397602e+00	3.227247305453984971e+00	8.228384950172482615e-01	3.662658178938369424e-01	4.352738477502246184e+01	2.809620801425876735e+01	5.463575091865655509e+01	-1.218012700000000059e+00	2.222220999999999780e+00	3.262042300000000068e+03	8.464314299999999491e+01	1.419971005925785290e+00	8.322871120360006980e-01	4.235923614197441012e-01	8.799337499999999590e-01	1.156450329999999980e+02	3.094989399999999780e+00	2.051384495054039414e-01	1.416629159747002653e-01	3.100188999999999950e+01	4.219164981970656036e+00	1.911744099999999946e+00	2.665054687322055305e+00	1.248617394629394531e+09	5.492263138474916540e-01
4.229667397133730411e+00	8.338736315055574266e+01	2.980345314487757236e+01	8.744016450601422852e-01	5.214051145547378141e-01	5.504804910655017869e-01	5.562015377698149576e-01	5.467874726238625271e+01	3.449534905793054662e+01	5.358391000567817741e+01	-1.473441299999999954e+00	3.588049799999999845e+00	3.521055400000000191e+03	8.493611900000000503e+01	8.073693107921405820e-01	7.619414933883840169e-01	3.215924842939776318e-01	1.055407900000000065e+00	1.321777189999999962e+02	1.350686599999999959e+00	3.618693999718620158e-01	4.612263619273697102e-01	4.724159999999999826e+01	2.574923024600593635e+00	5.452960299999999982e+00	4.843225748349816229e+00	1.248617394629394531e+09	5.851049128553608147e-01
2.137613485402282798e+00	9.098688314233990582e+01	3.707118460345758137e+01	8.669033926287824654e-01	3.959321173864531307e+00	6.122967363762399362e-01	6.875768210018273763e-01	5.274900435475373683e+01	3.878423794905489785e+01	5.391569853888233155e+01	-8.808993000000000517e-01	2.094378900000000154e+00	1.975582300000000032e+03	7.332874300000000289e+01	1.171932501989441766e+00	6.644545249689910449e-01	1.046021316550218350e+00	6.971180999999999628e-01	1.237478870000000057e+02	1.078061200000000053e+00	3.512903599678113831e-01	2.246243132470068793e-01	5.041914400000000285e+01	1.821707688462248953e+00	2.733526900000000204e+00	1.626090361187558342e+00	1.248617394629394531e+09	3.600629313393312603e-01
6.017840054595983368e+00	7.453394472644643542e+01	2.844194050490559533e+01	2.750995667804248535e-01	3.255975850169013253e+00	4.172759062371665384e-01	6.170688601042306765e-01	5.379973974958861760e+01	3.133863444872631732e+01	4.609200422154084009e+01	-4.947229300000000052e-01	1.269156399999999962e+00	4.506559100000000399e+03	7.912718200000000479e+01	1.107221211380974291e+00	3.586128744258238465e-01	1.433289893177876806e+00	1.635764200000000002e-01	1.279541020000000060e+02	1.097157600000000066e+00	7.304719711323631737e-01	1.373716348449055547e-01	4.882692000000000121e+01	3.521321102752616117e+00	2.825892099999999907e+00	2.212382289161832105e+00	1.248617394629394531e+09	7.167225278309846681e-01
5.063484537847597888e-01	7.852268819390123156e+01	3.418229111712845736e+01	7.607917214348428603e-01	4.852847952820511068e+00	5.427550140513277555e-01	7.709062924705847308e-01	5.067400931210281101e+01	3.383462879378370758e+01	4.434039707677278130e+01	-1.421837500000000087e+00	6.032395000000000174e+00	2.897934299999999894e+03	6.640846299999999758e+01	1.863482775283126225e+00	5.668624124951614496e-01	1.728294321661816291e+00	9.345768599999999537e-01	1.176031649999999900e+02	1.334259099999999920e+00	2.398669787621769411e-01	-1.087339971771233427e-01	5.119470199999999949e+01	4.346499499035751057e+00	2.825163100000000149e+00	4.018616542392976498e+00	1.248617394629394531e+09	4.976966238037441870e-01
4.318337416826890873e+00	6.813045565332438969e+01	2.855107719399163102e+01	2.443078539200742028e-01	1.312000796030872607e+00	3.445474953701828658e-01	7.213624444185613438e-01	4.762969270807293753e+01	2.918680941132310380e+01	3.957937845933275867e+01	-2.762311900000000153e-01	1.079776800000000092e+00	3.865223700000000008e+03	6.458923299999999301e+01	1.759740873694904506e+00	2.783580463703178576e-01	1.150202377821786914e+00	3.327589599999999925e-01	1.111814799999999934e+02	1.256856200000000090e+00	5.480079972049912707e-01	6.339470376165499965e-02	4.659224700000000041e+01	3.276848686383568854e+00	5.228448700000000393e+00	4.309808064054512222e+00	1.248617394629394531e+09	6.318910380658074866e-01
1.032441725684966061e+00	6.890190790192859538e+01	2.021041870527661644e+01	1.211821307413748716e+00	2.318317227297049143e+00	1.574427842870508021e-01	4.150708684150551941e-01	3.689595177167974072e+01	2.680222023431588241e+01	4.869148919665197894e+01	2.547082800000000091e-01	3.993191899999999794e+00	2.082262700000000223e+03	6.702873200000000509e+01	2.308444128173271714e+00	7.526541896311116087e-02	1.709022937170500578e+00	1.183676299999999904e+00	9.485040600000000666e+01	1.483811400000000003e+00	4.310359502744386950e-01	-5.319252665532790691e-02	2.782167400000000157e+01	1.285875501612083305e+00	3.950074499999999933e+00	2.666783893337558720e+00	1.248617394629394531e+09	3.766005744718297077e-01
4.465611774032061554e+00	6.925662891596773818e+01	3.384847153606483516e+01	6.000561357111783289e-01	5.401691226180768801e+00	3.259574931051249513e-01	9.559512282126458871e-01	5.197588054093512966e+01	3.013652437237531245e+01	3.540815737990289591e+01	-9.716911200000000193e-01	4.957539799999999830e-01	4.567804799999999886e+03	6.106776399999999683e+01	1.020450343787431269e+00	2.533109749888973750e-01	4.825849902526816448e-01	6.202879999999999505e-01	1.194455679999999944e+02	3.312153200000000020e+00	7.394957804791015832e-01	3.878763958254189959e-01	5.837780399999999759e+01	9.360794521487072473e-01	5.441096899999999792e-01	3.383825409532210227e+00	1.248617394629394531e+09	7.246806532401226519e-01
4.225270279929908668e+00	8.310653253384144534e+01	4.106785431949614207e+01	8.396313200030214308e-01	5.010026329717801374e+00	5.039282014259147680e-01	9.769064124733144450e-01	5.196498436531619802e+01	3.617125743862346354e+01	4.203867821434529617e+01	6.075065699999999680e-01	5.793638399999999855e+00	2.479307999999999993e+03	6.039434099999999717e+01	7.363436332794274231e-01	7.503584477885364423e-01	2.256939286852908566e+00	8.071508400000000361e-01	1.193939599999999928e+02	2.287859999999999783e+00	1.927792442269891382e-01	2.208734685992889135e-01	5.899961900000000270e+01	7.847560497878927066e-01	2.923061800000000154e+00	3.739610084937819989e-01	1.248617394629394531e+09	4.366374863658535888e-01
1.001031970593295961e+00	7.763706298701541186e+01	2.642464098814385665e+01	7.009500907505405998e-01	2.247318252216221168e+00	9.197697555607443898e-02	5.159810834317914985e-01	4.397702613529622795e+01	3.168230912802228616e+01	5.121242199887155522e+01	-7.396236000000000477e-01	2.695912499999999934e+00	2.156896400000000085e+03	7.108604400000000112e+01	9.493133651379356275e-01	9.267114697050869709e-02	1.655606463107141435e+00	6.915314000000000183e-01	1.077650979999999947e+02	9.922322599999999770e-01	1.959990249049756161e-01	2.994118001851586719e-02	3.667905400000000071e+01	1.246286281622925429e+00	4.473558599999999608e+00	2.920796110089625142e+00	1.248617394629394531e+09	3.880625290787136361e-01
2.325754131815041870e+00	6.824976044957406884e+01	2.517589597227139464e+01	1.110562846738487736e-01	3.113677014996696357e-01	2.017140141734877212e-01	5.844819423048882578e-01	4.424160401965807665e+01	2.846420360967255192e+01	4.307386447730267065e+01	-4.345996999999999777e-01	2.947789400000000004e+00	3.298324999999999818e+03	6.694924199999999814e+01	1.515943571242334365e+00	2.020178561450556576e-01	1.238186098259577150e+00	1.158918599999999993e-01	1.060798649999999981e+02	1.177997500000000031e+00	2.342417246495000216e-01	3.520290181022492360e-02	3.913062299999999993e+01	4.268798876864214442e+00	4.453359400000000079e+00	2.006155136817272255e-01	1.248617394629394531e+09	5.542891916576978550e-01
5.732678391344892432e+00	5.490833269996297616e+01	2.439661342541496580e+01	1.449659693795354753e+00	5.728407644947261623e+00	5.067985735539312087e-01	7.995817346735329956e-01	3.837110908825150801e+01	2.372193346563889804e+01	3.051171927454800326e+01	-1.055016299999999907e+00	5.634713800000000106e+00	3.758883299999999963e+03	4.935383999999999816e+01	2.342554238679070977e+00	1.307035022878742236e-01	2.381139126755060342e+00	1.308840500000000073e+00	8.881626900000000546e+01	3.408246500000000179e+00	9.493273962018309309e-01	-3.562563592267781742e-01	3.946242900000000020e+01	6.278914560781955423e+00	5.671793700000000271e+00	2.058697821471246137e+00	1.248617394629394531e+09	6.175371684534848304e-01
9.013782602964297563e-01	6.776039316395008427e+01	2.967148546944532228e+01	5.229325224052231436e-01	4.639282425488223893e+00	1.339112148324574647e-01	7.790059433425585711e-01	5.143132246581298261e+01	2.922049045242528820e+01	3.808890769450476199e+01	-1.218544800000000095e+00	7.965557199999999394e-02	4.842619999999999891e+03	6.704072600000000648e+01	6.956824273933130687e-02	6.389219747832551866e-01	1.730717367571618093e+00	5.556857200000000496e-01	1.192658500000000004e+02	3.033334299999999928e+00	1.804135953220641631e-01	3.456966218699441540e-01	5.222512400000000099e+01	3.737904165191794359e+00	3.883607099999999868e+00	5.155080263686795838e+00	1.248617394629394531e+09	7.601115405489097254e-01
1.427340169861428087e+00	8.472961896899518308e+01	2.912162050055375317e+01	2.487451941139207090e+00	1.931152545418740374e+00	5.720949394779012431e-01	5.236948155413436723e-01	5.472464887779239007e+01	3.467405472438618830e+01	5.560799846844142280e+01	-4.602056299999999767e-01	3.563991999999999827e+00	3.471298999999999978e+03	8.776384000000000185e+01	7.476813348642845636e-01	8.413898479605105285e-01	2.268203053763726107e+00	2.489304999999999879e+00	1.337253080000000125e+02	1.008721800000000002e+00	7.337167601415697238e-01	2.429555640659109006e-01	4.596146800000000354e+01	5.038123755573122864e-01	2.530081200000000141e+00	6.123551110973650680e+00	1.248617394629394531e+09	5.782592867428527628e-01
9.719304745180270544e-01	7.284793170088801162e+01	2.889654886868734351e+01	2.436113117029947706e+00	3.273034950188503878e+00	2.684946144203257390e-01	6.574662048520687474e-01	4.325743964427573474e+01	3.088927163187076275e+01	4.395138283220066455e+01	-1.203055700000000075e-02	5.026465300000000358e-01	2.237878600000000006e+03	6.154966399999999993e+01	2.111907391164373760e+00	3.132458888047525147e-01	2.131202525140012405e+00	2.367873400000000128e+00	1.020164880000000096e+02	2.853102699999999992e+00	2.988765037377389966e-01	-1.603626926810466091e-01	4.046682400000000257e+01	2.301104475670477711e+00	3.097843300000000077e+00	2.644551834703494642e+00	1.248617394629394531e+09	4.004033555664618382e-01
4.407764344384796473e+00	6.845045184368093771e+01	3.252806759168693418e+01	2.312269793272261786e+00	6.244517860688578281e+00	5.971343223954496127e-01	9.055097056894640950e-01	5.049206382412986471e+01	2.975080948255451929e+01	3.592238425199400353e+01	-1.259309100000000070e+00	4.476821499999999787e+00	4.356820099999999911e+03	6.096625099999999975e+01	1.110928259678398256e+00	3.107953629884971369e-01	1.431456744966925099e+00	2.444120100000000129e+00	1.161717830000000049e+02	3.304895099999999974e+00	6.754012254643710911e-01	1.169673449911210611e-01	5.520553199999999805e+01	1.836753516303781808e+00	1.076835599999999893e+00	4.700692219042925224e+00	1.248617394629394531e+09	6.971660503468904979e-01
3.181386104605847809e+00	7.544487336594413307e+01	2.856121006867114076e+01	1.135687636447338056e+00	6.171505651795471614e+00	4.473966939753217242e-01	6.091932255287828557e-01	4.536499246341050906e+01	3.166306396692596437e+01	4.688366329727298165e+01	-8.051791099999999757e-01	1.320925399999999916e+00	2.453093499999999949e+03	6.717217999999999734e+01	2.119302292991612102e+00	4.998104327889783538e-01	1.189704482244570594e+00	1.104154999999999998e+00	1.080930170000000032e+02	3.384133900000000139e+00	8.480384038380377465e-01	-4.254259735395550523e-02	4.092083699999999880e+01	2.990119547189623361e+00	2.772489499999999829e+00	2.513370475298124962e+00	1.248617394629394531e+09	4.327417116295839694e-01
3.091961462329812615e+00	7.454968631029163362e+01	1.894165103632359504e+01	2.443160535259132349e+00	5.627540440197179805e+00	3.624078974731538838e-01	3.406279495940187085e-01	4.014705942026843388e+01	2.748172979874007282e+01	5.560803527396802792e+01	2.497823899999999930e-01	5.258093399999999917e+00	2.643678600000000188e+03	8.123575599999999497e+01	1.664087282327838313e+00	3.639906913518943798e-01	2.096991311922224099e+00	2.501762600000000170e+00	1.089069250000000011e+02	2.658460900000000127e+00	6.678752350226150325e-01	-1.105208999129261155e-01	2.767116899999999902e+01	2.535578977867366746e+00	3.888309099999999852e+00	3.549815896179418839e+00	1.248617394629394531e+09	4.608636251895983360e-01
4.084393656069703837e+00	7.038027129846651064e+01	2.022362575497349013e+01	2.756672568542919421e+00	5.854619341381495978e+00	5.833927688084260543e-01	4.032092963122244633e-01	4.550804985159810201e+01	2.717830165641441909e+01	5.015664554349302051e+01	-1.273003600000000024e-04	6.153993999999999964e+00	4.184103600000000370e+03	8.398358199999999840e+01	1.165978893184465903e+00	6.346921997056671483e-01	2.040442499815232846e+00	2.955335400000000057e+00	1.178465429999999969e+02	1.255792000000000019e+00	8.632419797030104203e-01	6.588403057567795984e-02	3.386296099999999853e+01	1.770225685311793029e+00	1.141554500000000028e+00	5.178177249810176797e+00	1.248617394629394531e+09	6.744258131691475144e-01
4.555551698026043539e+00	7.076033939818157137e+01	2.675189514766008614e+01	1.817183292631892044e+00	4.539981783740367760e+00	6.111304643087966948e-01	6.078809556496214128e-01	4.500085355193478875e+01	2.968768684520340884e+01	4.400844425052148523e+01	-7.062811900000000032e-01	1.649879899999999955e+00	3.024822500000000218e+03	6.670838200000000029e+01	1.587776132622635172e+00	6.112185735684456667e-01	2.468309022621141047e+00	1.817079399999999900e+00	1.072591370000000097e+02	3.288766400000000090e+00	6.912165404739024910e-02	-2.688409938296149743e-02	4.055075500000000233e+01	6.267615392893911341e+00	3.212596500000000077e+00	6.254488130153372794e+00	1.248617394629394531e+09	5.158086848118819123e-01
4.338963163488562813e+00	7.849509598092249973e+01	3.913368936568040368e+01	2.191461455965911576e+00	8.409661997545754275e-01	8.183593892288427707e-01	9.942147075233456199e-01	5.154610237595185396e+01	3.416680248081012650e+01	3.936140661524210316e+01	-5.713746400000000447e-01	3.924469799999999786e+00	2.974599900000000162e+03	5.938299599999999856e+01	1.072565433165993509e+00	9.316166357865195424e-01	1.642771090668807776e+00	2.151103099999999824e+00	1.184224439999999987e+02	3.346288799999999952e+00	5.366399622969935113e-01	2.040030117195071602e-01	5.903944800000000015e+01	2.785188343445598846e+00	3.871901900000000118e+00	2.963163701570659558e+00	1.248617394629394531e+09	5.086604140057546797e-01
5.982779187269060550e+00	8.220002276818513565e+01	3.093451033215120916e+01	1.672007523119235506e+00	2.045780562504186051e+00	5.988804630199160428e-01	6.034175581634818597e-01	4.898996317647092980e+01	3.444980291309384768e+01	5.126551243603393004e+01	-9.448111900000000229e-01	4.978312400000000082e+00	2.381584800000000087e+03	7.290304600000000335e+01	1.578241340607668297e+00	5.988970608454688982e-01	1.000797024744579211e+00	1.961591800000000108e+00	1.168940240000000017e+02	3.450138100000000208e+00	7.827065143979455852e-01	1.561717741734412190e-01	4.399097799999999836e+01	2.346186682414712621e+00	5.862676999999999694e+00	4.962290679778485369e+00	1.248617394629394531e+09	4.220680245996585311e-01
1.452633670650782527e+00	7.430794546834728465e+01	2.218804508048010149e+01	1.408671619391136831e+00	4.035256545510872428e+00	2.757726183792997277e-01	4.257115787896860182e-01	3.951750139637204740e+01	2.908482929763212965e+01	5.211990038786717605e+01	-1.268866100000000108e+00	2.839635299999999862e+00	1.966831500000000005e+03	7.081520799999999838e+01	1.819638392220454648e+00	2.845368514339972066e-01	1.720207786245177839e-01	1.470935199999999998e+00	1.009620620000000031e+02	3.381586899999999840e+00	8.255258494271373870e-02	-2.486573155772450056e-02	3.014685400000000115e+01	2.582622874860089013e+00	1.172331600000000029e-01	5.868866758367975223e+00	1.248617394629394531e+09	3.586980687416057023e-01
5.379992806137509298e+00	6.897436570199529626e+01	3.259905754675546774e+01	5.258531738067314665e-01	5.777286685036711944e+00	7.101102386097618568e-01	8.961864297515128586e-01	4.888358265173344819e+01	2.996880958900812786e+01	3.637530815523982852e+01	-3.231106200000000150e-01	3.613542499999999880e+00	3.859707600000000184e+03	5.933353400000000022e+01	1.803060674369850069e+00	7.297044980485464238e-01	1.119405074928669475e+00	2.719356900000000077e-01	1.125074419999999975e+02	3.234352299999999847e+00	6.664196624708974559e-01	4.881404687430561384e-02	5.317390799999999729e+01	3.972938788992017578e-01	4.182025300000000279e+00	1.315274156300475061e+00	1.248617394629394531e+09	6.311486282612582821e-01
5.061564017814750294e+00	7.028876895760586763e+01	3.139531956854763806e+01	3.034561856175978178e+00	2.721840943674678215e-01	4.461493760842656919e-01	8.072135555397660367e-01	4.596057402198255915e+01	3.038558726296356127e+01	3.889344938905823312e+01	-1.195781100000000013e-01	5.917949499999999752e+00	3.002101900000000114e+03	5.882938000000000045e+01	2.237220527366436951e+00	2.497628382485153342e-01	7.429279390107736969e-01	3.116652999999999896e+00	1.063172529999999938e+02	2.987258000000000191e+00	8.423561822046555791e-01	1.916692585391295833e-01	4.748787300000000045e+01	1.493805383732303760e+00	3.431019099999999877e+00	4.846696692732225920e+00	1.248617394629394531e+09	5.125781056732467977e-01
2.090339741581945798e+00	6.361463218341351933e+01	2.120476667280172123e+01	2.330067903966646981e+00	8.766716619102270514e-01	3.435856194554116061e-01	4.999960838710008626e-01	4.435178057713409316e+01	2.580054214632566101e+01	4.240986551061179455e+01	-1.129733700000000063e+00	2.141812999999999967e+00	4.524261599999999817e+03	7.290362500000000523e+01	1.332974104182687247e+00	3.535364928768385817e-01	1.063739544510993174e+00	2.457696700000000067e+00	1.093551520000000039e+02	3.421258499999999980e+00	7.257954737135324796e-01	1.730088535210159983e-01	3.645152699999999868e+01	5.069517227507867929e+00	2.402856799999999904e+00	4.797570322580275715e+00	1.248617394629394531e+09	7.190251400763829626e-01
3.411619329500196862e+00	6.213370429031064646e+01	3.048946556439144118e+01	2.739376024623978889e+00	3.905519874723315077e+00	8.730251949620965179e-01	9.635076333632284218e-01	4.670821159271740441e+01	2.703966017323975990e+01	3.164423872591920883e+01	-1.214303200000000027e+00	5.508710500000000287e+00	4.588746000000000095e+03	5.466214399999999785e+01	1.875269235441585858e+00	9.151158553935850870e-01	8.882625818392740902e-01	2.811477399999999793e+00	1.073295369999999878e+02	3.418271799999999860e+00	6.348282142262012817e-01	5.677065500553298005e-02	5.266739299999999702e+01	4.939005452231182147e-01	4.301396699999999740e-01	3.991952222297182828e+00	1.248617394629394531e+09	7.273963982336931755e-01
2.920322994638626213e+00	7.442339908020622374e+01	3.448513747633744231e+01	1.142254042396644076e+00	5.047949074695340599e+00	5.223477311625001063e-01	8.634611545785683129e-01	5.104501785654468904e+01	3.229020269031162371e+01	3.993826160386878144e+01	5.533254600000000467e-01	3.380952600000000086e+00	3.489897199999999884e+03	6.313522700000000043e+01	7.611413408119221957e-01	2.999236883494473260e-01	1.903832372339449908e+00	1.071192300000000097e+00	1.176500430000000108e+02	2.549206299999999814e+00	6.536607121992734637e-01	1.751896928160205300e-02	5.451481600000000327e+01	2.127626080056714386e+00	6.131839399999999607e+00	1.580939084741131095e+00	1.248617394629394531e+09	5.808206082230717993e-01
2.837749324422985664e-01	7.834495931302643612e+01	3.266315679369201774e+01	7.597580866121844689e-01	5.292073744312553174e+00	4.158572627758440610e-01	7.150146227235152363e-01	5.086253655174731136e+01	3.353347963305764523e+01	4.568180251933441127e+01	-1.610779800000000095e-01	5.758702399999999777e+00	3.031582399999999780e+03	6.928873400000000515e+01	2.291567912917545080e-01	6.505196310897038980e-01	2.261906270239116612e+00	8.522146499999999625e-01	1.188311920000000157e+02	1.244827300000000081e+00	7.915124813537696147e-01	1.590574899231725070e-01	4.954245800000000344e+01	5.008298811870254497e+00	3.418273099999999953e+00	5.571426490029979917e+00	1.248617394629394531e+09	5.167688265075390808e-01
