a_1	a_2	chi_eff	chi_p	chirp_mass	dec	geocent_time	luminosity_distance	mass_1	mass_2	mass_ratio	phase	phi_1	phi_12	phi_2	phi_jl	psi	ra	theta_jn	tilt_1	tilt_2	total_mass	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	iota	redshift
3.579285861737698804e-01	7.165598772289502039e-01	-3.631508916891899030e-01	1.011585710686374456e-01	6.752625738629330954e+01	-2.061037343450171644e-01	1.268903511211008310e+09	2.437746834215210038e+04	3.062704758378874885e+02	2.530522671246045263e+01	8.262378749773713338e-02	3.508463812921981173e+00	3.114484136297196670e+00	1.937697292982988539e+00	5.052181429280185654e+00	3.346727719286148428e+00	9.425894085822585922e-01	5.298959850524305182e+00	9.022562774839710809e-01	2.855065974508105953e+00	2.570805511251526010e+00	3.315757025503479554e+02	7.976651804400989931e+01	6.590611836302688431e+00	8.635712988031258419e+01	1.758685493112718845e+01	2.176223743167534863e+00	2.839586876149058803e+00
4.263475978658183285e-01	2.651641947134482091e-01	2.685089344577358261e-01	2.941775719265571909e-01	1.562509337811061449e+01	9.361355463215537132e-01	1.268903511305780172e+09	1.840779477276366833e+03	5.460262524083378111e+01	7.066089677951012504e+00	1.294093396935563356e-01	3.653857689743943649e+00	3.483427460639938023e+00	2.980907932731161392e+00	1.811500861915131821e-01	4.360116917879044429e+00	6.994574992534955404e-01	4.222693048964764273e+00	2.556344768616387597e+00	7.614816948921289130e-01	1.727051216230508057e+00	6.166871491878479361e+01	4.078194987621887435e+01	5.277565204897197049e+00	4.605951508111607495e+01	1.167016736185808057e+01	2.846365438346432519e+00	3.388919707508672996e-01
9.351366896852342236e-01	7.744705387159659393e-01	8.626091947262233273e-01	1.848080264986903254e-01	2.322505290233867470e+01	1.373036796757043376e-03	1.268903511284895420e+09	2.639467356085898246e+03	1.753813136597583764e+02	6.103201750937877534e+00	3.479961247626502802e-02	1.001344515520421252e+00	5.247994948656472758e+00	2.537658937307894824e+00	1.502468578784782238e+00	2.794971658442494622e+00	7.315072197148378974e-01	3.489494259739920778e+00	5.271685814235335110e-01	1.989363306538124987e-01	2.674612172784855080e+00	1.814845154106962468e+02	1.201038555702062638e+02	4.179567630748482365e+00	1.242834232009547435e+02	1.590487801228576359e+01	4.931675813926955088e-01	4.602471571550829088e-01
1.046715530099720931e-01	4.836894618405965796e-01	-7.384643523953222932e-02	7.690887154014854066e-02	2.375303299972065219e+01	-7.685738333027369862e-02	1.268903511235511541e+09	1.442554916409927273e+03	1.699613159069073447e+02	6.477082129126753962e+00	3.810915498368132315e-02	2.886128618022263392e+00	3.633796312903777803e+00	7.845432003791992237e-01	4.418339513282976583e+00	2.170194402891380658e+00	2.905464587641223506e+00	1.866937722182818504e+00	9.523142644862084838e-01	2.316274200697808539e+00	1.882870149250132741e+00	1.764383980360341013e+02	1.333716973372797554e+02	5.082682684263031270e+00	1.384543800215427893e+02	1.863943163288024252e+01	4.933027217787170904e-01	2.743432024944331138e-01
6.295839378741652226e-01	5.824891698976639720e-01	1.254373872384729749e-01	5.819421983932269171e-01	1.651443279984377810e+01	-1.307119774387497380e-01	1.268903511302772760e+09	1.141256725392524686e+03	4.031156973335757954e+01	9.794280530225810466e+00	2.429645036154745030e-01	5.115891465184245313e+00	1.824531019586776992e-01	3.519429404354835533e+00	3.701882506313513232e+00	1.921922237675246947e+00	2.817409921888324842e+00	3.260379399734709693e+00	8.885741553288623029e-01	1.179271377069235571e+00	2.209179984518175210e+00	5.010585026358339178e+01	3.295700105088077692e+01	8.007381400981920194e+00	4.096438245186269711e+01	1.350148810227983809e+01	5.196194390536241769e-01	2.231564902134882677e-01
7.330621236021428455e-01	2.966951600978579573e-01	2.393653807188154958e-01	6.974108772872572581e-01	7.164696987775782588e+01	7.537418818300903878e-01	1.268903511282625675e+09	9.895541758078652492e+03	9.098226556317283098e+01	7.459435653699367208e+01	8.198779847397804632e-01	5.937386158423092475e+00	4.384277458535486005e+00	8.433353844837531144e-01	5.227612843019239008e+00	9.289000931378500470e-01	2.051699919363437985e+00	4.149169630881850424e+00	2.111587014583053534e+00	1.257642320985745021e+00	5.307559970154691609e-01	1.655766221001665031e+02	3.859448515216889319e+01	3.164276870862961388e+01	7.023725386079851774e+01	3.039249350440758946e+01	1.910274506175240639e+00	1.357390316374252670e+00
4.253799305582118273e-01	6.039667135948729726e-01	5.573246667881715660e-02	4.159350210647635437e-01	1.151167942421797221e+02	7.742872107272460447e-01	1.268903511211807966e+09	1.178413477211142163e+04	2.909613679861206492e+02	6.644297830285097461e+01	2.283567016567657204e-01	5.599634961857018034e+00	3.704001554312437161e+00	1.187667113415091569e+00	4.891668667727529396e+00	5.784985763389430269e-02	3.135219231288288166e-01	1.887623577416569276e+00	1.369721528936540977e+00	1.359674924614626246e+00	1.721319264927912318e+00	3.574043462889716238e+02	1.134758286655781490e+02	2.591296595183969131e+01	1.393887946174178296e+02	4.489590391456822260e+01	1.368587402827767585e+00	1.564082337249158128e+00
9.386905528603053384e-01	8.611374484481597591e-01	4.204910332247199234e-01	7.307037761495660533e-01	6.813355881890517196e+01	1.209910768086135624e+00	1.268903511282980204e+09	8.767259791932428925e+03	8.347201090842202120e+01	7.344273332401816390e+01	8.798486166170469414e-01	9.743183558615615691e-01	1.821897723678382874e+00	6.272752034325399961e+00	1.811464450824196604e+00	5.590651899950518811e+00	2.878450265560541718e-02	1.882080495162561817e+00	2.323048340567957393e+00	8.087583405462190900e-01	1.381740673252332741e+00	1.569147442324401709e+02	3.742162226763944943e+01	3.292536258374824598e+01	7.034698485138768831e+01	3.054518843050673027e+01	2.500184168796038442e+00	1.230582370572558037e+00
6.005724935944574128e-01	5.534161932662948757e-01	-2.534854577185849736e-02	6.000962388797695946e-01	5.331523805815407258e+01	7.911981167017447802e-01	1.268903511275381804e+09	7.020714183991402024e+03	8.928246090035570148e+01	4.311324760143060786e+01	4.828859684943881958e-01	4.647197046623071870e+00	2.355205168233045043e+00	1.005049155720794563e+00	3.360254323953838718e+00	4.312272064002073968e+00	5.996342383600514747e-01	2.123917069345814923e+00	2.347900131625621611e+00	1.610623604924661612e+00	1.621994847774558490e+00	1.323957085017863164e+02	4.402603174800810137e+01	2.125955297960157253e+01	6.528558472760967391e+01	2.629025163207110083e+01	2.690367116111187951e+00	1.027947043044486586e+00
1.897151785042893724e-01	1.640499642917963574e-01	1.250449360995574688e-01	1.353559819896424377e-01	1.160803512750885744e+02	1.261966189933818150e+00	1.268903511227063894e+09	4.211386104450630228e+03	4.244045531066198009e+02	5.078960710612268770e+01	1.196726254097543046e-01	6.052987715607001995e+00	1.888441415513606003e+00	1.635467952867559083e+00	3.523909368381164864e+00	4.838218722806008287e+00	3.216748922517683185e-01	2.412824990949637538e+00	8.382565283350301710e-01	7.944372962367849400e-01	1.201931521677309211e+00	4.751941602127424744e+02	2.529181372629507507e+02	3.026737750000192761e+01	2.831855147629526641e+02	6.917651095498216307e+01	1.124551317331723643e+00	6.780313096540806495e-01
2.811858531211720025e-01	2.398101460660534701e-01	-6.822318796462926993e-02	2.664566259626062750e-01	2.031045740569479108e+01	4.070166478357140072e-01	1.268903511268222809e+09	9.922775327081900514e+02	9.882447484061813725e+01	7.242042937454450602e+00	7.328187626733410898e-02	2.654489117487023098e+00	5.363951073527379876e+00	1.641972966906063869e+00	7.227387332538572906e-01	1.425780290920924065e+00	1.369958631497594670e+00	1.078277330966415093e-02	5.354657195112214607e-01	1.895900470565216933e+00	3.361519036510443592e-01	1.060665177780725941e+02	8.256335303608202025e+01	6.050397421406385590e+00	8.861375045748840762e+01	1.696846320524496221e+01	4.624005127073444466e-01	1.969532632405283090e-01
5.490826000832820242e-01	3.381256859529529479e-01	-2.422033578793826580e-01	3.777495506103654144e-01	4.604171693503854357e+01	-1.034713309198932230e+00	1.268903511252119780e+09	5.011536241028396034e+03	8.370226253340078415e+01	3.469756605509123659e+01	4.145355812962095432e-01	4.134088532328132892e+00	2.662511364824062809e+00	6.070625606362385795e+00	2.449951664006864149e+00	3.426673794057368827e+00	1.764177073901790571e+00	5.756049108764713651e-01	9.804123549089245326e-01	2.382911512123607078e+00	1.160664146802604213e+00	1.183998285884920278e+02	4.697955298385254252e+01	1.947469630519739070e+01	6.645424928904994033e+01	2.584182571354086022e+01	1.124844104946816303e+00	7.816743075901614324e-01
5.333526720499257578e-01	7.664628528132434448e-01	2.310807300762121042e-01	4.939622538533123275e-01	8.685782641962873640e+01	-2.428599958631936229e-01	1.268903511270898581e+09	4.330758571050929277e+03	1.446790841430704404e+02	7.056443568514445985e+01	4.877307324904310848e-01	4.331403107029634825e+00	5.837280825162873832e+00	6.069434622552866365e+00	5.623530140536154853e+00	7.168848900013480296e-01	2.421670876208922074e+00	2.401519518063331304e+00	1.587409625036328542e+00	1.184061859411218665e+00	1.179354159290674442e+00	2.152435198282149145e+02	8.541951149615347560e+01	4.166172091099373631e+01	1.270812324071472119e+02	5.128144919030258819e+01	1.356189501981885925e+00	6.937475011149587534e-01
9.325104260835509473e-01	8.952352186346452800e-01	-3.265741999825028663e-01	8.757256418391058395e-01	1.006232294649391719e+02	4.472680920496319157e-01	1.268903511395527124e+09	1.177205278063540754e+04	8.497730202356640348e+02	2.449489950814937700e+01	2.882522617787548411e-02	4.416159768818268105e+00	3.102669805328840624e+00	1.924479344676131021e+00	5.027149150004970757e+00	4.051837607620607073e+00	1.210842100229425622e+00	5.780157211932348105e+00	4.521702104362375074e-01	1.921574862907487136e+00	2.217541944203569315e+00	8.742679197438134224e+02	3.315826103336841584e+02	9.557943739518798054e+00	3.411405540732029635e+02	3.926332360721085024e+01	2.186240087378583663e+00	1.562779210226088678e+00
5.280882851849525439e-01	8.999795697773335101e-01	7.762555887543125255e-02	5.278176993180165866e-01	1.736365149695377852e+01	7.469431034904183697e-02	1.268903511306787491e+09	2.904039039200493335e+03	2.833420640100817067e+01	1.436220690864436911e+01	5.068858010483520138e-01	3.003196583908339434e+00	6.050064886562275923e+00	2.717861820180988985e+00	2.484741399563679565e+00	3.312885409348828580e-01	9.780189086673992671e-01	3.524748401492296068e+00	3.261236925244843654e-01	1.602809802737667155e+00	1.272944546415347711e+00	4.269641330965254156e+01	1.890747103967652265e+01	9.583928603744951147e+00	2.849139964342147380e+01	1.158679841514841158e+01	3.093818903649897534e-01	4.985719846694487978e-01
5.589660000132269380e-01	4.556427034174083679e-01	7.774767912746873011e-02	4.963260453811205175e-01	1.798651198242588123e+01	9.817003088820424050e-01	1.268903511309046030e+09	4.620849170082635283e+03	3.009614400207823692e+01	1.455497680430474361e+01	4.836160008836904445e-01	4.537427114393034699e+00	1.089295908114915612e+00	4.192389742787944407e+00	5.281685650902859130e+00	2.851668968155538053e+00	2.941820744202797155e-01	3.995919694216034657e+00	2.885878799249673055e+00	1.092838313976210118e+00	2.269615603246297297e+00	4.465112080638297698e+01	1.738099745212332436e+01	8.405728479165496481e+00	2.578672593128882085e+01	1.038749412275347339e+01	2.782159617833440457e+00	7.315544798265637416e-01
8.278252165588085854e-01	3.833742819293811666e-01	3.302716223040280674e-01	6.336428639104176863e-01	7.601262598882158272e+01	9.482802909216644371e-01	1.268903511270756483e+09	4.932968329163740236e+03	1.107821278139301597e+02	6.956233081933656592e+01	6.279201545593489087e-01	5.228864050439089084e+00	4.165564593567708584e+00	3.833418929436442912e-01	4.548906486511352654e+00	6.060939326980868458e+00	9.765395317103168216e-01	1.798476147525114754e+00	2.284861894804340654e+00	8.717104079765868319e-01	1.550293937635748298e+00	1.803444586332667257e+02	6.252996994972475164e+01	3.926382839542260683e+01	1.017937983451473656e+02	4.290463915681363005e+01	2.311806204169289725e+00	7.716644978879891870e-01
7.165348955274327691e-01	9.768407381190772343e-01	-8.836286982628260844e-02	7.097094031833134364e-01	1.123819260317089999e+02	7.900512062520138601e-01	1.268903511236384869e+09	1.314108715446802671e+04	2.531017340206011283e+02	7.102959426310155777e+01	2.806365374696331849e-01	5.223622716213023764e+00	1.065097927711327941e+00	1.923124497120659582e+00	2.988222424831988633e+00	2.559453061045678268e+00	4.787085021802707230e-01	2.423166170113880469e+00	9.646033051827275218e-01	1.708932896458714046e+00	1.623697916853853895e+00	3.241313282837027145e+02	9.342731725580365776e+01	2.621911881974564906e+01	1.196464360755493175e+02	4.148348448821030132e+01	7.624369414937786082e-01	1.709076332863219472e+00
5.404691413527031862e-01	6.055573351560851192e-01	4.787935308691946834e-01	2.873452346704298277e-01	4.640337083597891166e+01	-3.040097749396830640e-01	1.268903511269043207e+09	6.170657553622877458e+03	1.115835582434233970e+02	2.784630738487458856e+01	2.495556498039514515e-01	6.126576123756053427e+00	4.430030451566127070e+00	4.796347879749174759e+00	2.943193024135716485e+00	1.207591295994218772e+00	2.282367674027223625e+00	2.218746484557094334e+00	7.159800296918593654e-01	5.605580314239143602e-01	3.767009465071237129e-01	1.394298656282979891e+02	5.794117394158155321e+01	1.445954731339516286e+01	7.240072125497671607e+01	2.409553722258748110e+01	5.217850100242754641e-01	9.258076882585446477e-01
3.335237599331704935e-03	4.748396703881858083e-01	-7.796281469204069219e-03	6.241291111411559171e-03	9.239426008283895442e+01	-1.524854089943941116e-01	1.268903511310067415e+09	2.054917231744198943e+04	8.362184830654412053e+02	2.145503483960806435e+01	2.565721192977867340e-02	5.799028747395693628e-01	1.684136025161783401e+00	9.607907712594973004e-01	2.644926796421280812e+00	5.422910922119417165e+00	1.191342901754373740e+00	5.478509044705468511e+00	2.358349603320619714e+00	1.262228140970175216e+00	2.403103140571019924e+00	8.576735179050492661e+02	2.413206840976384058e+02	6.191615934932278797e+00	2.475123000325706926e+02	2.666366087502627025e+01	2.395965511720536067e+00	2.465175337921332144e+00
7.073316331805272750e-01	1.118856101169315165e-01	3.593384347039522697e-01	4.628006206536432465e-01	5.007666446619187184e+01	-9.112811385619519200e-01	1.268903511256294012e+09	1.566890900292337756e+04	7.878475369291321329e+01	4.277761030650559348e+01	5.429681290017600581e-01	1.496958379635166425e+00	2.346523640403704647e+00	4.699723980484032282e+00	7.630623137081506968e-01	5.170316731603908922e-01	2.747634606722491490e+00	6.495570044513883090e-01	2.262188722277088893e+00	7.132445215793769000e-01	1.243449640203599271e+00	1.215623639994188068e+02	2.650044022274692779e+01	1.438889444546788532e+01	4.088933466821481488e+01	1.684404140442521935e+01	2.159840507380745844e+00	1.972960185970325853e+00
6.764690412072199566e-01	3.020280413915886197e-01	1.922618345688735519e-01	5.359553173699787010e-01	6.683173373719164090e+01	5.093936346040581764e-01	1.268903511272453547e+09	3.154956245064476661e+03	1.110377273724800915e+02	5.441593698993366246e+01	4.900670995128837970e-01	5.381620131735409984e+00	5.876721263382871818e+00	3.315156842693498529e+00	2.908692798896783671e+00	1.778981362265483090e+00	1.932738475448455340e+00	2.441394903756780366e+00	1.064686121618584558e+00	9.145425993740302628e-01	2.592640938867536882e+00	1.654536643624137469e+02	7.237452910551216689e+01	3.546837555734913394e+01	1.078429046628613008e+02	4.356100735301082238e+01	8.207479458711489650e-01	5.342100148327358911e-01
1.354397564908161322e-01	2.396537719367387298e-01	-2.074555495666606172e-02	1.264544778232853661e-01	4.724479824310200371e+01	-4.452482052363415654e-01	1.268903511295793056e+09	7.988375301831909383e+03	1.833332521719862882e+02	1.979735688822897899e+01	1.079856308317540259e-01	4.599282501704430537e+00	2.369624923173203612e+00	1.094083365803583341e+00	3.463708288976786509e+00	3.996313209734561056e+00	2.736054160439760352e+00	1.904121779438035844e+00	1.932406386026970013e+00	1.937097591871289159e+00	1.658779122922997562e-01	2.031306090602152779e+02	8.561863725007117409e+01	9.245582554404048636e+00	9.486421980447522628e+01	2.206383836432614132e+01	2.221922913486152229e+00	1.141277390768490552e+00
4.301534185072213301e-01	2.959821343827662710e-01	-2.276208576269183881e-01	3.622172612180386553e-01	3.166757851693435910e+01	3.695871230590923595e-01	1.268903511284211874e+09	4.198030860268340803e+03	8.076253377405312506e+01	1.815097804458990183e+01	2.247450296120022672e-01	4.557373927578504264e-02	2.360522565957491992e+00	2.610812685374126030e+00	4.971335251331616689e+00	5.789940182094641230e+00	2.239088634711227321e+00	5.137738171304270907e+00	9.532039725801444430e-01	2.140491768324522148e+00	2.350389157476993951e+00	9.891351181864303044e+01	4.817999394918240341e+01	1.082821416681508886e+01	5.900820811599749049e+01	1.889172701787294884e+01	1.270916104814900249e+00	6.762669970286212529e-01
8.294641265643354355e-01	1.683741384868073232e-01	8.931591005058031607e-02	7.978917163339505070e-01	3.889798608942925995e+01	-1.155001231014549212e+00	1.268903511258182049e+09	1.156020931646136341e+04	4.965601591061792419e+01	4.029400243520873204e+01	8.114626535431064269e-01	2.839968378573778818e+00	4.292806741369241230e+00	2.045069310263010198e-01	4.497313672395542028e+00	4.391920761908814086e+00	1.009967595198524748e+00	1.358224258461312672e+00	2.682976791011866258e+00	1.294001897022674097e+00	2.065587390869488171e+00	8.995001834582666334e+01	1.955043396702200553e+01	1.586444702479895597e+01	3.541488099182096505e+01	1.531481119750720410e+01	2.923133695946895649e+00	1.539893282899935212e+00
1.536444710585602447e-01	6.217717346690810167e-04	1.332478291226039946e-01	5.799851385822787225e-02	2.462613052978258921e+01	1.426432737551066587e-01	1.268903511261592388e+09	1.334782609089500966e+03	1.256974597531246616e+02	8.489935052282509886e+00	6.754261437706947369e-02	3.130615918089789229e+00	2.546618147718220371e-01	4.601468226478997003e+00	4.856130041250818152e+00	2.816610144131991844e-01	1.253978830376019982e+00	2.254036984080492800e+00	1.341771746887795436e+00	3.870790671086596912e-01	2.347749620455238162e+00	1.341873948054071661e+02	1.000543952945824486e+02	6.757935438112857796e+00	1.068123307326953153e+02	1.960224656442671076e+01	1.301599334747207237e+00	2.562912342135825194e-01
9.027487886263851902e-01	8.287524435669471057e-01	8.377676828172248014e-01	2.688618795327932243e-01	2.180796449300766682e+01	7.837150196974442817e-01	1.268903511299507618e+09	2.332010634433080668e+03	1.363710086956320993e+02	6.525956398587570817e+00	4.785442639903707274e-02	5.440425033747890105e+00	1.845852660298598735e+00	2.392840890597077497e+00	4.238693550895675344e+00	4.305098855864876839e+00	1.738599757970360205e-01	3.731903154193467742e+00	2.372001679108330485e+00	3.024142866503637395e-01	1.153425104469554041e+00	1.428969650942196665e+02	9.640065827066030124e+01	4.613198206032037341e+00	1.010138564766923395e+02	1.541604885655188006e+01	2.599178686677657613e+00	4.146273598334634380e-01
8.863780709822679515e-01	1.631190677072640385e-02	-8.412610040372968390e-02	8.739233966527908404e-01	5.732590530442403320e+01	-4.326122765569904161e-01	1.268903511248706818e+09	8.677798283906282450e+03	8.291588628511370018e+01	5.282656218150156491e+01	6.371102637660134294e-01	4.792534745200270230e+00	2.969087267520666984e+00	3.066021767494893968e+00	6.035109035015561396e+00	4.568146574915402880e+00	4.057323916738657665e-01	2.863927514350947945e-01	5.502231306044530479e-01	1.738630938901435163e+00	9.684373713495462999e-02	1.357424484666152580e+02	3.734271389470960401e+01	2.379142629919720875e+01	6.113414019390680920e+01	2.581778928560585840e+01	9.534529296208117399e-01	1.220403330055251256e+00
3.152854588167619543e-02	3.056070734536835976e-01	-6.099539906721056226e-02	8.368026688480392772e-02	1.080552669478676080e+02	6.633032151844829860e-01	1.268903511251344919e+09	1.592906574280188397e+04	2.007961569255462280e+02	7.993792780844870549e+01	3.981048692983158999e-01	4.258684589434908574e+00	5.540555325621317806e+00	5.625344125384614813e+00	4.882714143826346387e+00	1.418253374091692567e-02	3.336583808296130771e-01	4.852642889703609796e+00	1.468375298158165920e+00	1.854747194010900824e+00	2.250204134653834398e+00	2.807340847339949050e+02	6.693823971762878955e+01	2.664843917384594363e+01	9.358667889147471897e+01	3.602175197202946322e+01	1.467735250541767122e+00	1.999722696213428241e+00
9.498864781664205781e-01	1.607900688911876874e-01	4.017152832342287261e-01	6.888998791939476840e-01	6.933017453149784615e+01	8.490261011740223296e-01	1.268903511271215200e+09	6.239712329525536916e+03	1.119792446801226617e+02	5.786509162648413707e+01	5.167483652151809714e-01	3.254512598531206002e+00	2.224848978790895160e+00	2.555176228510783965e+00	4.780025207301678236e+00	1.937974974675993778e+00	2.410926322306015113e+00	1.741834531510583872e+00	4.652371647002639943e-01	8.113893531930495007e-01	2.138664812124945414e+00	1.698443363066068059e+02	5.789414133976931254e+01	2.991670289286242124e+01	8.781084423263173733e+01	3.584424001879251165e+01	2.270293854873555450e-01	9.342068487196059090e-01
7.938769101621098168e-01	1.932947929102766249e-01	4.730738513504861853e-01	2.495353953143693571e-01	5.973961939275613275e+01	-5.773356053264628862e-01	1.268903511253827333e+09	1.107751631317373358e+04	8.570673042300654743e+01	5.546295043032184680e+01	6.471247958775678821e-01	3.101996852380508152e+00	4.102636748653885945e+00	5.288586917324207270e+00	3.108038358798506096e+00	3.795999406567053924e+00	9.174656324439516286e-01	4.514284815101277104e-01	1.032215995968674749e+00	3.197455787246870629e-01	1.364908601750228323e+00	1.411696808533284013e+02	3.445529671317552101e+01	2.229687685241474426e+01	5.675217356559026882e+01	2.401615720901492068e+01	1.095550657103380843e+00	1.487476196663624961e+00
2.155345251697363962e-01	8.382497188456186077e-01	3.533312363913100884e-01	4.565689160599474827e-01	1.880985793281044849e+01	5.622498934321185082e-02	1.268903511284320116e+09	2.628666946556405946e+03	2.234012487595519048e+01	2.090227317931349660e+01	9.356381531157302867e-01	3.635257915745673696e+00	2.078175316518352744e+00	7.835753263417123415e-01	2.861750642860066307e+00	2.880981877235206934e+00	8.220252342579921212e-01	8.165371418149192095e-02	4.999278945539216146e-01	1.339741119872765784e+00	6.282052285506637412e-01	4.324239805526868707e+01	1.531545822438639348e+01	1.432972704718600632e+01	2.964518527157240158e+01	1.289525438985640449e+01	4.819175811409122656e-01	4.586651309187477210e-01
6.262311994934947057e-01	5.677031407741139901e-01	-7.777652998786026284e-02	6.252844600309362955e-01	2.545446194237009507e+01	5.450797288317217326e-01	1.268903511273988008e+09	2.410837203914581096e+03	3.892897157951636444e+01	2.230084140294803419e+01	5.728597622312294746e-01	1.755713905771697281e+00	4.775055392804261167e+00	3.005281835165358739e+00	1.497151920790034119e+00	3.372028437653535438e+00	4.557594311096682116e-01	9.422190274214230499e-01	1.216713342684112353e+00	1.515802034622455663e+00	2.073732525559486284e+00	6.122981298246439508e+01	2.729094651933278470e+01	1.563388513413017833e+01	4.292483165346295948e+01	1.784471388175942863e+01	1.268028552162749234e+00	4.264427051637528221e-01
7.365122650353354838e-02	1.512142856953760939e-01	4.923209053310793892e-02	5.447253302487382182e-02	8.315522954673981815e+01	-2.139054901624359850e-01	1.268903511243726969e+09	1.502413327408985788e+04	7.040388448450704573e+02	2.020760204720073361e+01	2.870239645888797778e-02	3.706433136046062060e+00	5.639275666905249729e+00	5.945466247075312793e-01	6.233822291612781008e+00	4.989769723547621272e-01	8.055855144734831719e-02	7.029137224395967110e-01	6.754322699993651202e-01	8.324775846363162701e-01	1.320614562964549155e+00	7.242464468922711376e+02	2.422429767814109880e+02	6.952953958961254344e+00	2.491959307403722335e+02	2.861173142339411513e+01	5.831648673342051392e-01	1.906333360823760703e+00
7.663875969715188141e-01	2.098673490173833533e-01	3.795788908115330096e-01	6.163831843356299967e-01	4.824456648190618324e+01	-1.925183255243505531e-01	1.268903511283088684e+09	1.293798783543902755e+04	1.243623464850872438e+02	2.742434996011215631e+01	2.205197210829462073e-01	4.663260485644255660e+00	4.793637598197697969e+00	2.013676265304209512e+00	5.241285563223216926e-01	2.159699294576667983e-01	1.169650755978869777e-01	3.185460747373916490e+00	1.264610645881261375e+00	9.344474219842856533e-01	1.400400910286422773e+00	1.517866964451993965e+02	4.627369732917870948e+01	1.020426282850716326e+01	5.647796015768587097e+01	1.795120894915623921e+01	1.200908285170222412e+00	1.687538572947969717e+00
7.822265220879186520e-01	5.547023857800518210e-01	4.374599478423777006e-03	7.822204881439397406e-01	6.634459303851393486e+01	4.544427828397368252e-02	1.268903511409885883e+09	2.157096890645469466e+04	5.329732645252362317e+02	1.671122529483944419e+01	3.135471590629508587e-02	3.005989626116329916e+00	3.723628089044268563e+00	4.415277332230433061e+00	1.855720114095115392e+00	2.079193504185204322e+00	7.563648572668625336e-01	5.517198409639284762e+00	1.252145021507936384e+00	1.566868524266505025e+00	1.487945360883159207e+00	5.496844898200756688e+02	1.494607490769685398e+02	4.686299326450404479e+00	1.541470484034189496e+02	1.860489677953331622e+01	5.379057474704524999e-01	2.565974798177736549e+00
7.011238143896307839e-01	7.767650112615869240e-01	4.664002036511328275e-01	4.103179110480532632e-01	2.744283602835133351e+01	9.769019931980544857e-01	1.268903511291512489e+09	2.319112286324352681e+03	1.072299609446041444e+02	1.144235205097436747e+01	1.067085350976260949e-01	2.683468053887756444e+00	3.888978728951906216e+00	2.593409477385681949e+00	1.992028991580019337e-01	3.686975229479105387e+00	3.061559989210342891e+00	2.434563136100813097e+00	2.065449451979337603e+00	6.251623056686245183e-01	2.254382947909272961e+00	1.186723129955785083e+02	7.590503164083293086e+01	8.099714732932241645e+00	8.400474637376517251e+01	1.942600107932817366e+01	2.235389391212506016e+00	4.126858078657335560e-01
4.585049258628587365e-01	8.886199725687063955e-01	1.724893967854261578e-01	4.577993833762340481e-01	4.739859857117675546e+01	-1.558545484241693480e-01	1.268903511257578373e+09	4.746222452919300849e+03	8.728045821943916849e+01	3.533519175635794340e+01	4.048465427108409176e-01	2.708056290271386501e+00	4.669638417748034342e+00	6.350860890081171384e-01	5.304724506756151925e+00	4.293671250522826277e+00	1.501334974372023900e+00	2.503509244721939808e-01	9.418716718108079977e-01	1.515313281904180576e+00	9.236694137703820306e-01	1.226156499757971119e+02	4.993921322644345651e+01	2.021771782042513266e+01	7.015693104686859272e+01	2.712003086337375990e+01	1.265962153541231316e+00	7.477339465416935615e-01
8.256845688742173173e-02	3.314721848555306494e-01	-5.266078885835547702e-02	2.203071831361174127e-01	6.061832306629313649e+01	4.241470275882350816e-01	1.268903511257505417e+09	3.789135956151431856e+03	7.820392382525011499e+01	6.216315917883604669e+01	7.948854243904971417e-01	2.942480330013587775e+00	7.039849859243503261e-01	5.270070581875106797e+00	5.974055567799457123e+00	6.071957651628927977e+00	2.854215321110272097e+00	1.520917946539746879e+00	1.313133731911100055e+00	1.089941061444236636e+00	2.098650871636394744e+00	1.403670830040861688e+02	4.822551330421563165e+01	3.833375760927101084e+01	8.655927091348664248e+01	3.738111340864566046e+01	1.332245970818969560e+00	6.216296824447468117e-01
7.001788585469238546e-01	2.095118004413551449e-01	-5.306192045430669912e-01	4.055666282204450357e-01	7.501488691042443691e+01	6.092130418111395551e-01	1.268903511342865944e+09	1.348853975468892941e+03	2.828823816724001290e+02	3.209211413776452559e+01	1.134468465234066692e-01	1.477809208284017295e+00	4.353067067346822583e+00	4.198331006147650868e+00	2.268212766314887219e+00	3.157414546918844600e+00	1.004822311928157852e+00	2.118280689916431925e-01	2.084501417757910868e+00	2.523805322160336928e+00	2.575214748430566303e+00	3.149744958101646262e+02	2.247481778708121851e+02	2.549697204132533201e+01	2.502451499121374923e+02	5.959883060454257020e+01	1.323801601787265136e+00	2.586637380215119353e-01
9.728823933693522275e-01	9.486118493770924198e-01	8.115545025361835529e-01	4.274292435882718899e-01	7.681440355514870078e+01	1.043709657336882479e+00	1.268903511272023201e+09	8.305134451631936827e+03	1.281427225654247479e+02	6.232317448926209380e+01	4.863575023344948733e-01	1.802265983756853984e+00	3.120561367076231107e+00	4.641571008337616711e+00	1.478947068234262474e+00	1.407610579395714323e+00	2.364342601823094192e+00	1.757521262466660517e+00	2.219639286177806259e+00	4.548673761381481495e-01	7.666233367010121258e-01	1.904658970546868488e+02	5.884081351764150725e+01	2.861767109776990736e+01	8.745848461541142171e+01	3.527178059409278177e+01	2.050834510268056299e+00	1.177786385074456987e+00
