luminosity_distance	geocent_time	chirp_mass	mass_ratio	a_1	a_2	tilt_1	tilt_2	phi_12	phi_jl	theta_jn	psi	phase	ra	dec	total_mass	mass_1	mass_2	phi_1	phi_2	chi_eff	chi_p	mass_1_source	mass_2_source	total_mass_source	chirp_mass_source	iota	redshift
5.990997137493283844e+03	1.267724187670904160e+09	3.877339500869342004e+01	2.355773947896095677e-01	9.759201818100794457e-01	2.158125414535415898e-01	3.548065505911278117e-01	1.806183250302435983e+00	5.814040266905770027e-01	5.069582130124696384e+00	1.072318179636877616e-01	2.054229511022136023e+00	3.451159924323088823e+00	3.298786040220399229e+00	-1.267521773936739926e+00	1.189864769615296609e+02	9.630030256566026026e+01	2.268617439586939710e+01	4.511192591310938305e+00	5.092596618001515196e+00	7.310563820425052262e-01	3.390434267009918567e-01	5.058149132545208460e+01	1.191585595102323580e+01	6.249734727647532395e+01	2.036562805141075216e+01	3.006352015703970815e-01	9.038644382002027911e-01
5.942405321069380989e+03	1.267724187678216696e+09	3.199531339451344181e+01	8.766160424671325391e-01	9.069437735580481164e-01	6.470934111073201045e-01	5.167860096044987195e-01	4.336211651901837882e-01	3.540738200992878504e+00	1.562773383522656712e+00	3.974093875584222557e-01	5.536149907789176400e-02	5.626378492516675323e+00	2.391243503253896563e+00	-5.459344775733461219e-01	7.369724099748655988e+01	3.927134764370816100e+01	3.442589335377839888e+01	5.667483821236753982e+00	2.925036715050046254e+00	6.944739082061202051e-01	4.481104105006953331e-01	2.069193042988769804e+01	1.813887816445338430e+01	3.883080859434108589e+01	1.685821441240495133e+01	3.405813748812877018e-01	8.979064218669569053e-01
3.945154758297774606e+03	1.267724187628714561e+09	7.554721857204502555e+01	1.439636207943016111e-01	4.921498779373236626e-02	1.885497636468396465e-01	2.042222825509377504e+00	1.898498468341070167e+00	8.419043516700263075e-01	5.558732822630058301e+00	1.614052644556015048e+00	2.217136262107568534e+00	4.492681012994077072e+00	1.934216984729097533e+00	2.387206667492343115e-01	2.840282116635384000e+02	2.482843042389108348e+02	3.574390742462757231e+01	4.155274892841106293e+00	4.997179244511132268e+00	-2.717591218401516420e-02	4.384668285285962114e-02	1.511511240792463013e+02	2.176026310957704624e+01	1.729113871888233405e+02	4.599181991479080978e+01	1.690816019526136582e+00	6.426229427757285118e-01
3.225652442460726434e+03	1.267724187637581110e+09	5.670806180010767150e+01	9.798850342151278758e-02	6.798123908459030584e-01	4.007331514569658498e-02	1.850829159209307795e+00	1.809098721700784562e+00	3.882795364799937143e+00	4.657866611094921616e+00	1.660688560153114945e+00	1.083080530910651262e+00	7.815885731985238172e-01	1.940598424283486167e+00	-2.440749470334697691e-01	2.556566421615323179e+02	2.328409098682401179e+02	2.281573229329219643e+01	1.135016090661622457e-01	3.996296973866099389e+00	-1.719675210369218110e-01	6.533312266758612985e-01	1.507904233618854448e+02	1.477572791552747233e+01	1.655661512774128994e+02	3.672478625731643120e+01	3.054747086579304050e+00	5.441359250609689724e-01
3.547721500715546881e+03	1.267724187647069693e+09	5.548136480063951126e+01	1.844296918029528498e-01	1.774761760110564746e-01	8.982302188677715460e-01	8.784254895073452252e-01	1.840275108697362105e+00	6.022735130128993752e+00	8.190239248276739437e-01	1.552882162077000139e+00	1.063407073602756103e+00	2.189513392891482280e+00	4.529665994864878087e+00	-3.626936878722328839e-01	1.874389206167578550e+02	1.582524669163233568e+02	2.918645370043450882e+01	1.800161172688993005e+00	1.539710995638399638e+00	5.841696623239460429e-02	1.366095751434839300e-01	9.960722837144849962e+01	1.837053042989258600e+01	1.179777588013410821e+02	3.492106683543215695e+01	1.382220503196340156e+00	5.887648868832994209e-01
6.284945937101792879e+03	1.267724187673071861e+09	3.132656149720389038e+01	2.072605403698640769e-01	9.660518439933292179e-01	6.991911805790496093e-01	5.579770555895421369e-01	2.666599451212939176e+00	2.158240428042377257e+00	4.818409364528747574e+00	3.071909630567168481e+00	1.741155224491839792e+00	3.149303488486086433e+00	2.506150892884285497e+00	-7.071395248747127660e-01	1.009633981472163384e+02	8.363016496528955201e+01	1.733323318192678641e+01	1.510034685071804716e+00	3.668275113114181973e+00	5.720858661689323110e-01	5.114965925956852510e-01	4.311503702880977329e+01	8.936045872657810918e+00	5.205108290146758776e+01	1.615022354072617006e+01	2.896453425682647520e+00	9.396983217109911024e-01
1.333860839644775479e+04	1.267724187639181137e+09	9.491134105362566231e+01	8.465984371573094247e-01	9.428456337281239108e-01	8.175195259875002174e-01	1.544319486356937610e+00	9.036952943778445713e-01	3.134073703504848485e+00	5.468493064424517769e+00	5.994142908457593677e-01	2.398936817666699639e+00	2.431617193735483351e+00	3.423222279677681001e+00	-1.323260388556654288e+00	2.189568763447990420e+02	1.185730865676815142e+02	1.003837897771175278e+02	6.040243168688330222e+00	2.891131565013592919e+00	2.454119195909297557e-01	9.425151747588864648e-01	4.343383436276887011e+01	3.677101629126956794e+01	8.020485065403843805e+01	3.476643465900162511e+01	7.228013404892386085e-01	1.729970501276336892e+00
6.239644798484066996e+03	1.267724187629356146e+09	1.060151139192014966e+02	7.387874377105420054e-01	5.804314561179294563e-01	6.860417687096717065e-01	2.356250638754466387e+00	1.669108000671102099e+00	3.887785868776774567e+00	3.084186016725156243e+00	1.835113243265959149e+00	1.265604749860168132e+00	3.995089543114658692e+00	2.672582788858086644e+00	-1.380879125426461851e-01	2.469175025974540745e+02	1.420055708031626125e+02	1.049119317942914620e+02	3.263486335617185929e+00	8.680868972143738205e-01	-2.646660653707404443e-01	4.831970456158928284e-01	7.341829720215227439e+01	5.424051567104913119e+01	1.276588128732014127e+02	5.481087183846325672e+01	1.822490706928888038e+00	9.341986427737482002e-01
3.846005955076474038e+03	1.267724187763728142e+09	1.602929451096496223e+02	9.251847380569085122e-02	7.313318907827701665e-01	3.151505599516912087e-02	1.507258830788842818e+00	1.828062284208663346e+00	5.317322127998473924e+00	3.190440289074235825e+00	2.255058040109848339e+00	1.119630317316185675e+00	1.561913286350773700e-01	3.551537764250930707e+00	-1.988175879680240676e-01	7.435186723161734790e+02	6.805547824982696739e+02	6.296388981790379802e+01	5.487785876047308165e+00	4.521922696866195857e+00	4.182434463448857220e-02	7.298561890143125952e-01	4.176967474294630733e+02	3.864466558577505140e+01	4.563414130152381745e+02	9.838126706333203231e+01	1.837796327910718341e+00	6.293035238757650474e-01
1.342967610932874413e+04	1.267724187618236542e+09	1.126776043926526967e+02	9.267734933639620865e-01	1.732836754260833889e-01	2.118270398275019506e-01	2.689767487289996151e+00	2.968439313870193885e+00	6.741632435930450251e-01	3.313510075138317301e+00	6.423278890217102299e-01	2.715222889023833908e+00	2.311993074818877059e+00	2.808280993172481033e+00	-4.276997574317198403e-01	2.590897537764506637e+02	1.344681949740261189e+02	1.246215588024245591e+02	4.004668903245165446e+00	4.678832146838209916e+00	-1.812745570690672270e-01	7.565708651282965214e-02	4.908338484498596443e+01	4.548918003891539286e+01	9.457256488390135019e+01	4.112941518166391575e+01	6.506352345548573890e-01	1.739586835722526592e+00
1.177438306847020249e+04	1.267724187623064756e+09	1.138425951747871210e+02	7.286687418969446384e-01	8.361542794886181462e-02	9.881164080287604401e-01	2.172295896654106606e+00	1.811240451687527120e+00	1.393148289890672631e+00	6.130227778133646055e+00	2.659243995426964435e+00	2.187937054458106267e+00	9.504968673445512170e-04	2.223754568286928190e+00	-7.035177685138238601e-02	2.654855197064625827e+02	1.535780183166461086e+02	1.119075013898164457e+02	2.208539156138749959e+00	3.601687446029421924e+00	-1.265569282918167504e-01	6.686239100748120334e-01	5.992047859169674950e+01	4.366217974927447898e+01	1.035826583409712356e+02	4.441718197541462843e+01	2.635368265492938900e+00	1.563030568616446292e+00
1.087709890727133279e+04	1.267724187677280903e+09	2.409648483017402043e+02	1.893622340777000590e-01	4.631818047723075815e-01	7.706365368867698629e-02	1.458913729649315760e+00	2.207661194666967197e-01	6.247469843650987009e+00	1.631179905137251085e+00	7.774599971519153829e-01	2.780012815414235838e+00	7.997725914793339941e-01	3.316104315346848352e-01	3.072281432588359618e-01	8.052943361129725872e+02	6.770808026685361938e+02	1.282135334444363934e+02	4.476754924559964266e+00	4.441039461031365043e+00	5.545216419055342544e-02	4.602858385321339507e-01	2.746112754841141168e+02	5.200100462859859363e+01	3.266122801127127104e+02	9.773082337909848150e+01	7.925951378874239450e-02	1.465597239133410667e+00
1.230416133292102677e+04	1.267724187614412785e+09	1.544379885460727735e+02	1.457261702207148235e-01	8.230539275517990694e-01	2.153184166133776389e-01	2.380904845435926731e+00	1.861232257668046675e+00	5.190119991719670534e-01	5.880638245409393505e+00	2.454161082019633788e+00	2.093896056159528563e+00	1.209117028227279400e+00	2.389256996378641418e+00	-8.103127294968470729e-02	5.774689073835075988e+02	5.040200026785308296e+02	7.344890470497672652e+01	2.875493166599891737e+00	3.394505165771858568e+00	-5.282017465588820793e-01	5.674296990046693301e-01	1.923769205047754838e+02	2.803435186401583934e+01	2.204112723687913444e+02	5.894667768651001438e+01	1.532268671543173033e+00	1.619960863060074141e+00
5.568894788862549831e+03	1.267724187635026932e+09	8.286889187188522499e+01	6.574950827220266136e-02	7.073276421880421161e-01	5.465009300259877634e-01	3.094075063110287793e+00	1.807177516560562802e+00	1.493143942556712789e+00	2.929186042943214829e+00	8.317020701034905095e-01	2.746903262759490705e+00	1.382049040810291451e+00	3.379460237876152462e+00	-1.230114605672363304e-01	4.579754468749457601e+02	4.297214714341434387e+02	2.825397544080231427e+01	5.101568639804694882e+00	3.115272751818221053e-01	-6.708368636010414443e-01	3.359785835099276391e-02	2.320606500519805877e+02	1.525787363024542387e+01	2.473185236822260151e+02	4.475133358521077298e+01	2.294678571346885132e+00	8.517636287663923333e-01
5.531148522190822405e+03	1.267724187712037563e+09	3.817935342143449162e+01	6.383674385276661978e-01	8.744037187306364922e-01	8.924904770683328437e-01	4.003354032978176380e-01	3.229217861544040891e-01	1.502156903420002632e+00	5.362218663853127509e+00	2.387442614910406213e+00	9.351790874973866519e-01	3.229843336859690717e-01	3.177771154771136253e-01	9.000857785814683210e-01	9.038153291239794385e+01	5.516560619247910324e+01	3.521592671991884771e+01	1.654203099428171342e+00	3.156360002848173973e+00	8.212769182305228455e-01	3.407789543244034713e-01	2.986662598742593744e+01	1.906588152905692368e+01	4.893250751648285757e+01	2.067027896151703459e+01	2.467148381157957537e+00	8.470652230922975923e-01
1.842030648352496064e+04	1.267724187762629986e+09	2.149137263769108870e+02	4.872392970163616499e-01	2.226744215140104566e-01	8.849487547309851099e-01	1.388506919565795306e+00	1.221764484731368450e+00	5.940105981336430752e+00	1.988634634717278082e+00	1.082039583675699967e+00	1.064048593152487898e+00	5.971336096988506537e-01	2.756070941433819144e-01	-1.506675969691946726e+00	5.326915311237623882e+02	3.581747282985504057e+02	1.745168028252120394e+02	4.785642121839574159e+00	4.442562795996419567e+00	1.262916081264643664e-01	3.671436785478354725e-01	1.101114886952630201e+02	5.365064434530501103e+01	1.637621330405680169e+02	6.606962603091014330e+01	8.282947152972942595e-01	2.252837034015679585e+00
3.708308379916309150e+03	1.267724187673095465e+09	4.045650592944281954e+01	6.015046805042736228e-02	5.982067817933542919e-01	3.486871689261939466e-01	1.368759178176388369e+00	1.068980672097517459e+00	3.497647160155533452e+00	5.553632214499542918e+00	5.086984129775484753e-01	6.936073121167982691e-01	2.834352899154680472e+00	5.344610364903452648e+00	4.408056536253428526e-01	2.343613421053298680e+02	2.210642254738712893e+02	1.329711663145856626e+01	5.394371359564428481e+00	2.608833212540375257e+00	1.227449973945626827e-01	5.860391514905888277e-01	1.372490700229920435e+02	8.255595801368849962e+00	1.455046658243608988e+02	2.511766796863286189e+01	1.457467037262835774e+00	6.106792230857266413e-01
1.178203022777265505e+04	1.267724187740910292e+09	2.077220515137165933e+02	5.152429543993333194e-01	3.024519532763988994e-01	9.236289960211914174e-01	5.950663771718346373e-01	2.087606626805231347e+00	2.650541057608791551e+00	2.770530587161392333e+00	1.322951887576919727e+00	1.826385910273688795e+00	5.305864357035343204e+00	2.292976725722361664e+00	-2.002665980717155403e-01	5.091597845169499124e+02	3.360251786940590364e+02	1.731346058228908760e+02	5.153977812164134420e+00	1.521333562593339295e+00	1.011088410022628788e-02	3.775759928580613711e-01	1.310624551564914384e+02	6.752900660566078272e+01	1.985914617621522211e+02	8.101941100764368286e+01	1.298984839729770302e+00	1.563855364168462048e+00
3.071132915819501704e+03	1.267724187653520823e+09	4.199518949416420810e+01	2.017766591561326317e-01	8.154111541810137309e-01	7.147895449081608232e-01	2.144623208137541592e+00	2.363688646327134713e+00	4.782709475474151262e+00	1.701321177080996130e-02	2.356560976687622766e+00	4.617913410004636510e-01	1.155295917022237440e+00	2.937843658953603665e+00	-1.082109557942602773e+00	1.367935142842370624e+02	1.138260701287801453e+02	2.296744415545692064e+01	2.779559080468684940e+00	1.279083248763249969e+00	-4.538212658502620012e-01	6.848065111590704301e-01	7.476865471919155937e+01	1.508656935883688277e+01	8.985522407802844214e+01	2.758527830754192323e+01	1.779113933779489898e+00	5.223768644263617755e-01
4.294413386099848140e+03	1.267724187717205524e+09	2.898104032308440381e+01	2.767163662780087185e-01	9.020509330117587599e-01	4.169318198404209364e-01	6.798884593769125573e-01	2.736686689353596158e+00	4.804208215073438204e+00	3.172319271649497896e+00	6.823432992146751808e-01	2.621124391318119251e+00	4.736629685328239248e+00	6.187263784303901559e+00	8.745167967365670147e-01	8.398589879645034273e+01	6.578273844902068390e+01	1.820316034742965527e+01	1.960449694037935231e+00	4.814726019317854266e-01	4.663765957161912223e-01	5.671250947285801924e-01	3.894837676496113943e+01	1.077765329082687096e+01	4.972603005578800861e+01	1.715897671877517539e+01	7.505103087887829982e-01	6.889725301260913870e-01
1.400221004157583229e+04	1.267724187689564943e+09	6.802060360409446105e+01	2.558951315532547732e-01	8.802482308425095825e-01	3.347090919515679497e-01	8.904824070999309837e-01	9.022164364379187118e-01	1.652672509138968238e+00	5.059931965017685052e+00	4.119339088373825120e-01	1.737548465499873185e+00	3.381504928614175398e+00	5.504155193236762500e+00	-3.023021153427207786e-02	2.025570296156659253e+02	1.612849867211040475e+02	4.127204289456187070e+01	4.628083722114789467e+00	6.280756231253756816e+00	4.831622416694579814e-01	6.842832236586592343e-01	5.760576594687834273e+01	1.474103505520243651e+01	7.234680100208078102e+01	2.429475334588062552e+01	8.614103381744573351e-01	1.799806305324268996e+00
8.241040772035121336e+03	1.267724187640027523e+09	8.825732533270031865e+01	1.148644941641496497e-01	8.104078800505465363e-01	2.969835450054142956e-01	1.793493434468713676e+00	1.550172912562902461e+00	3.063026652225728785e+00	1.330805985219316367e+00	2.055324862062651636e+00	2.879929011404159134e+00	1.416064254328344374e+00	5.091564512374567641e+00	-2.209204024813948841e-02	3.683882592566578751e+02	3.304332151440974599e+02	3.795504411256038679e+01	2.964626401856595095e+00	6.027653054082322548e+00	-1.599153640766521889e-01	7.903951100779601502e-01	1.522438491714061115e+02	1.748741272467665553e+01	1.697312618960827706e+02	4.066369332866192821e+01	7.031498900298207566e-01	1.170420788376639321e+00
1.233113403727109653e+04	1.267724187641395330e+09	8.110082212331410290e+01	7.535369574957091476e-01	7.409983485486018040e-01	4.642014627932893878e-01	1.558135132893140762e+00	1.668997608123501619e+00	1.360345008077097129e+00	3.917276775006396150e+00	2.377448640301165206e+00	1.083868412076803844e+00	4.317119470047183771e-01	2.257519439655403914e+00	-8.129362318666251142e-01	1.885647156346547604e+02	1.075339272597658891e+02	8.103078837488888553e+01	5.954269272183426054e+00	1.031428973080936728e+00	-1.420743423106423514e-02	7.409389561639970756e-01	4.099891320828533026e+01	3.089419631960197066e+01	7.189310952788730447e+01	3.092089773046368251e+01	2.571478090204866174e+00	1.622848237792671844e+00
4.198434051123317658e+03	1.267724187762994289e+09	2.135667302837318289e+02	1.616238034406172475e-01	2.911061069591736050e-01	7.031593313899242581e-01	7.116436267613586164e-01	1.685303784743548583e+00	2.452468403929448204e+00	2.805032084287771177e+00	9.064601465154233928e-01	1.320807388388919534e+00	5.035932672254458176e+00	4.837593572628499317e+00	1.412492703590419563e+00	7.629727170507769642e+02	6.568156702634067869e+02	1.061570467873701347e+02	1.068096986439084795e+00	3.520565390368532999e+00	1.786004644510846007e-01	1.901153882397245420e-01	3.918199146917924622e+02	6.332742487626568817e+01	4.551473395680581575e+02	1.274021035570273170e+02	8.449723562767239571e-01	6.763202829546356432e-01
9.233432752530245125e+03	1.267724187640200377e+09	9.689862872648674852e+01	6.227077570957221253e-01	7.104114039206277376e-01	4.570319681257749567e-01	1.710978863994676580e+00	2.296147362790938451e-01	5.048812656488502526e+00	3.644686661041775633e+00	8.340040344304983089e-01	5.069637879423304350e-01	3.727479099356069359e+00	2.486387903008541400e+00	-6.068913806195039840e-01	2.301629632861924222e+02	1.418388260484634600e+02	8.832413723772896219e+01	3.325453471237880265e+00	2.091080820546796559e+00	1.096108813960255945e-01	7.034426288707139596e-01	6.211962188697421539e+01	3.868237041687203970e+01	1.008019923038462480e+02	4.243764803720935674e+01	1.036378242466849509e+00	1.283317601426119614e+00
3.796947344384684129e+03	1.267724187777301311e+09	7.210564732551790712e+01	1.206359960236567802e-01	4.754290771343351318e-01	1.364915330731277243e-01	2.854689815444476864e+00	1.666381884795056001e+00	3.739385168987697128e+00	7.812396360210661639e-01	2.211332370927824087e+00	6.698380822430219927e-01	2.235279240280850122e+00	3.281536865753402310e+00	-1.062855611652798515e+00	2.940631557164234096e+02	2.624073800590425662e+02	3.165577565738085397e+01	1.116078081030210889e+00	4.855463250017907129e+00	-4.083104351658564668e-01	1.345383569876214547e-01	1.617118199193851069e+02	1.950826646477324289e+01	1.812200863841583498e+02	4.443600424977083208e+01	6.200020883725032572e-01	6.226852198550183459e-01
4.755011816627496046e+03	1.267724187687069893e+09	6.907718699524487249e+01	5.098640885569019066e-01	7.419844256094091373e-01	2.907630597268218708e-01	1.603485474646598963e+00	1.417566770972359835e+00	7.816968164505682104e-01	3.046244374868246396e+00	1.313456257020822582e+00	1.975088182351082633e+00	3.179361931463744018e+00	5.529168187792926403e+00	8.213375129568259991e-01	1.696631070489960962e+02	1.123697876748341713e+02	5.729331937416191778e+01	3.066971158529453234e+00	3.848667974980021000e+00	-1.074985141312457051e-03	7.415880259076076397e-01	6.425298962104123746e+01	3.276029199018827143e+01	9.701328161122950178e+01	3.949830173124195198e+01	1.298257344007708314e+00	7.488647351287746057e-01
8.708528487954576121e+03	1.267724187687534094e+09	7.264073938992905255e+01	5.533469943907581845e-01	9.144810891170519485e-01	2.873268039902263649e-01	1.618570007535610422e+00	1.607854737768804165e+00	4.994982925766586312e+00	5.851912279622217383e+00	1.610862890196298691e+00	2.387026112316008586e+00	6.923508601996810619e-01	5.705559136854823521e+00	6.403032095800437196e-01	1.757534668906359911e+02	1.131450136545753935e+02	6.260845323606059054e+01	2.172866703871806138e+00	8.846643224588062182e-01	-3.190667137402937448e-02	9.134377162527207439e-01	5.087679719875023210e+01	2.815252281415658686e+01	7.902932001290682251e+01	3.266364152459703973e+01	1.807374995575458998e+00	1.223902051313771500e+00
2.696864009003678075e+04	1.267724187736191988e+09	1.921396116567070180e+02	9.091664234082665053e-02	4.036891407502892215e-01	7.962627628192647800e-01	2.219636852948752903e+00	1.290829140517009588e+00	1.657592645696802924e-01	4.584638874947154719e+00	8.230920271210322436e-01	2.200361068902008999e+00	1.570652789293325746e+00	6.114676708740695688e+00	1.063278097580355741e-01	8.990436048890308030e+02	8.241175998194640897e+02	7.492600506956672746e+01	6.137502585426322987e+00	2.007654281641713112e-02	-2.052680350830511646e-01	3.216534363019348808e-01	2.015692008783611584e+02	1.832599494318420597e+01	2.198951958215453715e+02	4.699502593708151466e+01	2.424579726978189687e+00	3.088509535327203626e+00
1.083997450432870937e+04	1.267724187617705345e+09	1.220283009305332769e+02	1.996694249991050607e-01	8.808662667488449394e-01	4.009177407119969283e-01	7.369639314225080728e-02	2.123814613295638143e+00	5.156726815733009950e+00	3.930908481893393258e+00	8.070198252904969838e-01	2.790735980789499582e+00	4.079367159703844337e+00	1.794185375059420551e+00	3.904419708072803807e-01	3.991604766899026799e+02	3.327253894881920928e+02	6.643508720171058712e+01	3.197361228701914637e+00	2.070902737255339687e+00	6.972152771100516011e-01	6.485792053912547983e-02	1.351697794204687852e+02	2.698927213414086879e+01	1.621590515546096753e+02	4.957403023919260221e+01	8.433789041496684291e-01	1.461536823650445571e+00
4.187912575032169116e+03	1.267724187712434769e+09	3.202178826158947800e+01	3.332754311647683210e-01	8.536916676319263875e-01	6.371742516088904074e-01	5.605460545240965597e-01	1.861436286729135192e+00	5.059905546352235994e+00	2.642437181877811625e+00	6.532520513213229130e-01	1.361584831012663033e+00	5.333423357471365200e+00	1.173763537410223989e-01	9.746753736166365867e-01	8.743140423344247836e+01	6.557640093694756445e+01	2.185500329649491746e+01	9.086231712270045335e-01	5.968528717579240528e+00	4.966666500897230496e-01	4.538641218040167513e-01	3.915173803827489252e+01	1.304831237555612589e+01	5.220005041383101485e+01	1.911829023279749507e+01	5.725753621016734796e-01	6.749294979660882543e-01
1.403375732577432973e+04	1.267724187641437769e+09	8.684202461727814182e+01	3.081977191647511383e-01	8.824722583629094341e-01	3.692027821261350540e-01	1.490267548972929790e+00	1.487847264638576306e+00	5.132921487451295839e+00	1.005409797762747637e+00	9.038788289038940382e-01	1.122716630550212980e+00	4.883844335412170778e+00	3.424479535802198882e+00	-1.005769832386162133e+00	2.429071804023673167e+02	1.856807857435013602e+02	5.722639465886595644e+01	4.772516259008202866e+00	3.622252439279911140e+00	6.147035071415796886e-02	8.796124391907381712e-01	6.624092424090225961e+01	2.041530176641115091e+01	8.665622600731340697e+01	3.098056673212361289e+01	4.435614993387455018e-01	1.803112847100761140e+00
1.567715713290804888e+04	1.267724187643296480e+09	7.067827400764376478e+01	4.218269578689364807e-01	5.116912238383066747e-01	3.359520074626858865e-01	1.174447902374941011e+00	2.401426487360964313e+00	3.939289291076937261e+00	3.453566033136120428e+00	2.379516090313881005e+00	2.402218597104584408e+00	1.915753322153001426e+00	2.387561543240259709e+00	-6.775353399855181813e-01	1.809761853373933889e+02	1.272842551871742671e+02	5.369193015021912174e+01	4.429310723889549273e+00	2.085414707786899413e+00	6.534161666283085090e-02	4.720233035512030328e-01	4.280174838181637398e+01	1.805493131137327723e+01	6.085667969318965476e+01	2.376691206377164889e+01	2.424626010070280113e+00	1.973809715708924273e+00
1.838788008063586631e+03	1.267724187659252882e+09	4.751187187683341051e+01	5.492112040402385986e-02	8.897807612283527012e-01	3.833268222058755503e-01	1.759798370924692934e+00	2.393452031193215923e+00	8.390683866835173532e-01	2.544389134421273457e+00	1.912915245211160409e+00	5.460624759259504746e-01	2.341467859790823169e+00	5.829887076622505049e+00	6.204385546357132908e-01	2.889498630291207064e+02	2.739066053758179464e+02	1.504325765330274578e+01	3.539769477678522680e+00	4.378837864362040477e+00	-1.730950802408288414e-01	8.739357402339543723e-01	2.046252419058685916e+02	1.123824754841471751e+01	2.158634894542833251e+02	3.549431844791865842e+01	1.008830881608634211e+00	3.385768188942207546e-01
4.255448255176940620e+03	1.267724187806804180e+09	8.653100591978601130e+01	1.076308612188670716e-01	2.925351343726425024e-01	5.707892443681948924e-01	7.477227351392089494e-01	8.897334339078034615e-01	3.059448805889248391e+00	5.224506011620115409e+00	1.188603249794788708e+00	2.004813095350619800e+00	5.086302427527328307e-01	5.239664997839533100e+00	-1.580704855947736576e-01	3.726350656994490578e+02	3.364253188913419308e+02	3.620974680810711988e+01	1.533124599230295537e+00	4.592573405119543040e+00	2.285766949979448348e-01	1.989153331547527104e-01	1.997960648244597337e+02	2.150422252519719279e+01	2.213002873496569407e+02	5.138898143887649184e+01	1.504211778974380076e+00	6.838435691259698856e-01
4.881242280898193712e+03	1.267724187709501028e+09	3.226229415598640315e+01	3.426447105607993704e-01	8.224418363194613280e-01	6.211832208014016476e-01	5.420816445784422122e-01	9.878115390052766287e-01	4.340124483123878107e+00	3.410824834279265083e+00	5.386998797942644801e-01	6.976676818836705096e-02	3.084904915992195962e-01	6.334010045940914324e-01	1.026864712276815972e+00	8.736593995062659701e+01	6.507003622286298139e+01	2.229590372776361562e+01	3.785762415613111997e-01	4.718700724685189307e+00	6.120076802401361871e-01	4.243144562406225839e-01	3.686570998898717022e+01	1.263184052879487851e+01	4.949755051778205228e+01	1.827834205993715244e+01	6.175203225615789604e-01	7.650558267371289078e-01
4.775938943179334274e+03	1.267724187635699034e+09	1.137614314124758010e+02	1.839217003586429977e-01	7.810718616374985324e-01	2.707300211084495145e-01	1.154873209166280112e+00	1.957784128792747103e+00	3.142942344832621693e+00	1.739526203205903121e+00	2.677837724657280649e+00	1.599845671894026600e+00	3.700177384495165533e+00	2.052142966319912887e+00	6.581900355504344269e-02	3.847714509738922288e+02	3.249973801961178879e+02	5.977407077777436939e+01	1.093974308931763950e+00	4.236916653764385643e+00	2.506821469864053964e-01	7.144805950706427655e-01	1.855478842928266090e+02	3.412628237708541690e+01	2.196741666699120117e+02	6.494880943338917234e+01	1.973704923582777937e+00	7.515553003192205761e-01
9.846444780559513674e+03	1.267724187775846720e+09	1.048458468375924326e+02	4.715588459905221685e-01	2.493548855185539759e-01	6.907224224854170425e-01	1.373096995817465027e+00	1.902049467174044439e+00	2.005877809294541514e+00	1.374482484198086940e+00	1.226851524851416908e+00	2.236726641208873989e+00	5.907132261768817116e-01	2.035749539637869532e+00	-8.088393427697950777e-01	2.616753746195705617e+02	1.778218895782139271e+02	8.385348504135662040e+01	3.287714149209269632e+00	5.293591958503811590e+00	-3.870409775563118243e-02	2.779489887716272700e-01	7.560682353702019043e+01	3.565306645612629666e+01	1.112598899931465013e+02	4.457865934976821620e+01	1.070560159480276496e+00	1.351929115116772939e+00
6.662485768194910634e+03	1.267724187803399801e+09	1.152994310454355400e+02	5.511669013798667915e-01	3.018245574734079173e-01	5.163611266194266802e-01	1.080502559789632722e+00	2.566073361005502651e+00	6.173543000293922667e+00	6.098939267276683118e+00	6.776060285119992477e-01	8.810406266693561125e-03	1.424557064640822324e+00	5.609597085079691681e+00	-3.507028325905106048e-01	2.791563566874515345e+02	1.799653902098628180e+02	9.919096647758870233e+01	1.322320825602389505e+00	1.212678518716726828e+00	-6.229505084465398329e-02	2.662679845433565951e-01	9.065233899933669193e+01	4.996456878910165500e+01	1.406169077884383398e+02	5.807874001424885080e+01	7.414785951928015706e-01	9.852261088506458764e-01
4.216794451367241891e+03	1.267724187677891493e+09	4.131942362604058161e+01	6.295924539073467496e-01	9.792061834142316012e-01	8.451952317102919832e-01	2.483850586653558179e-01	3.240813067354027521e-01	1.700571191849843178e+00	3.247318146465434818e+00	9.802153125186935378e-01	1.063927250571434779e+00	5.528027420010191761e+00	3.463201072881453513e+00	-1.232492812819501182e+00	9.799712896333238632e+01	6.013597370824851396e+01	3.786115525508386526e+01	4.705463685733715096e-01	2.171117560423214243e+00	8.919916825597535848e-01	2.407269715874718052e-01	3.582197298512828354e+01	2.255324387550959742e+01	5.837521686063788451e+01	2.461327530961844445e+01	9.891609581498364001e-01	6.787454374222866571e-01
6.702948516433589248e+03	1.267724187672639132e+09	3.338106111497110362e+01	2.480986590718912699e-01	9.430998295263417486e-01	6.059872496005790365e-01	3.116454923361022256e-01	2.127117748493963401e+00	1.774654474165296536e+00	3.559229760991560632e+00	4.351212216496711527e-01	2.063225708947208137e+00	1.064719995477184877e+00	2.792757066722948878e+00	-8.882003873512780423e-01	1.005134517906237193e+02	8.053325837667939879e+01	1.998019341394431336e+01	5.789058465675987364e+00	1.280527632661697446e+00	6.556205510336043929e-01	2.891782496093627253e-01	4.046746616125144413e+01	1.003992409064361802e+01	5.050739025189506748e+01	1.677377754639484664e+01	5.183493991056907779e-01	9.900741513139733607e-01
